loan_id,partner_code,agreement_id,funding_amount,funding_ratio,created_at,is_test_data
LN20250611000021,BANK_B,FABANK_B_PLATFORM_LOAN,4139.58,0.7,2025-06-11 20:54:00,1
LN20250404000032,BANK_C,FABANK_C_JOINT_LOAN,9000.00,0.6,2025-04-04 21:31:13,1
LN20250516000025,BANK_B,FABANK_B_PLATFORM_LOAN,18213.12,0.7,2025-05-16 13:45:36,1
LN20250612000032,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-06-12 20:53:49,1
LN20250623000013,BANK_B,FABANK_B_PLATFORM_LOAN,5636.22,0.7,2025-06-23 09:06:52,1
LN20250316000030,BANK_B,FABANK_B_PLATFORM_LOAN,19246.96,0.7,2025-03-16 14:46:42,1
LN20250601000028,BANK_B,FABANK_B_PLATFORM_LOAN,21000.00,0.7,2025-06-01 11:47:06,1
LN20250223000041,BANK_C,FABANK_C_JOINT_LOAN,4800.00,0.6,2025-02-23 17:32:54,1
LN20250624000021,BANK_B,FABANK_B_PLATFORM_LOAN,7303.60,0.7,2025-06-24 02:53:50,1
LN20250606000017,BANK_C,FABANK_C_JOINT_LOAN,600.00,0.6,2025-06-06 20:47:20,1
LN20250521000026,BANK_B,FABANK_B_PLATFORM_LOAN,6428.67,0.7,2025-05-21 21:42:38,1
LN20250406000022,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-04-06 21:44:11,1
LN20250202000018,BANK_C,FABANK_C_JOINT_LOAN,4800.00,0.6,2025-02-02 20:25:00,1
LN20250118000013,BANK_B,FABANK_B_PLATFORM_LOAN,7000.00,0.7,2025-01-18 22:10:04,1
LN20250207000031,BANK_B,FABANK_B_PLATFORM_LOAN,21000.00,0.7,2025-02-07 19:11:46,1
LN20250604000028,BANK_B,FABANK_B_PLATFORM_LOAN,21000.00,0.7,2025-06-04 12:17:30,1
LN20250311000037,BANK_B,FABANK_B_PLATFORM_LOAN,39693.33,0.7,2025-03-11 12:49:26,1
LN20250409000025,BANK_C,FABANK_C_JOINT_LOAN,8834.84,0.6,2025-04-09 23:18:10,1
LN20250226000038,BANK_B,FABANK_B_PLATFORM_LOAN,5768.88,0.7,2025-02-26 20:58:15,1
LN20250308000047,BANK_C,FABANK_C_JOINT_LOAN,54675.19,0.6,2025-03-08 12:49:50,1
LN20250202000019,BANK_B,FABANK_B_PLATFORM_LOAN,35000.00,0.7,2025-02-02 09:25:15,1
LN20250329000022,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-03-29 07:04:47,1
LN20250611000024,BANK_B,FABANK_B_PLATFORM_LOAN,6316.69,0.7,2025-06-11 10:03:19,1
LN20250216000028,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-02-16 18:42:51,1
LN20250625000019,BANK_B,FABANK_B_PLATFORM_LOAN,4947.07,0.7,2025-06-25 23:49:33,1
LN20250608000024,BANK_C,FABANK_C_JOINT_LOAN,30000.00,0.6,2025-06-08 13:31:46,1
LN20250119000002,BANK_B,FABANK_B_PLATFORM_LOAN,21000.00,0.7,2025-01-19 20:03:04,1
LN20250611000025,BANK_B,FABANK_B_PLATFORM_LOAN,2557.95,0.7,2025-06-11 13:21:36,1
LN20250522000028,BANK_B,FABANK_B_PLATFORM_LOAN,7000.00,0.7,2025-05-22 13:46:42,1
LN20250207000032,BANK_C,FABANK_C_JOINT_LOAN,3000.00,0.6,2025-02-07 00:00:13,1
LN20250319000030,BANK_B,FABANK_B_PLATFORM_LOAN,5244.12,0.7,2025-03-19 12:12:14,1
LN20250517000032,BANK_C,FABANK_C_JOINT_LOAN,2289.44,0.6,2025-05-17 20:51:38,1
LN20250223000043,BANK_C,FABANK_C_JOINT_LOAN,9000.00,0.6,2025-02-23 12:56:39,1
LN20250320000033,BANK_C,FABANK_C_JOINT_LOAN,6000.00,0.6,2025-03-20 09:09:23,1
LN20250515000031,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-05-15 13:10:12,1
LN20250516000027,BANK_C,FABANK_C_JOINT_LOAN,6000.00,0.6,2025-05-16 13:46:07,1
LN20250131000023,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-01-31 13:14:29,1
LN20250212000039,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-02-12 07:16:57,1
LN20250619000026,BANK_B,FABANK_B_PLATFORM_LOAN,1448.77,0.7,2025-06-19 20:02:31,1
LN20250305000030,BANK_C,FABANK_C_JOINT_LOAN,3234.33,0.6,2025-03-05 21:59:05,1
LN20250224000048,BANK_B,FABANK_B_PLATFORM_LOAN,5600.00,0.7,2025-02-24 13:24:56,1
LN20250118000014,BANK_C,FABANK_C_JOINT_LOAN,6844.08,0.6,2025-01-18 10:05:16,1
LN20250412000019,BANK_C,FABANK_C_JOINT_LOAN,16852.10,0.6,2025-04-12 22:05:45,1
LN20250608000025,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-06-08 11:49:30,1
LN20250310000042,BANK_C,FABANK_C_JOINT_LOAN,4362.26,0.6,2025-03-10 20:01:53,1
LN20250224000049,BANK_C,FABANK_C_JOINT_LOAN,1200.00,0.6,2025-02-24 22:13:56,1
LN20250523000031,BANK_B,FABANK_B_PLATFORM_LOAN,7000.00,0.7,2025-05-23 17:19:18,1
LN20250622000029,BANK_B,FABANK_B_PLATFORM_LOAN,9950.74,0.7,2025-06-22 16:58:23,1
LN20250303000035,BANK_B,FABANK_B_PLATFORM_LOAN,19097.73,0.7,2025-03-03 12:20:23,1
LN20250206000028,BANK_C,FABANK_C_JOINT_LOAN,1200.00,0.6,2025-02-06 20:54:03,1
LN20250615000031,BANK_B,FABANK_B_PLATFORM_LOAN,35000.00,0.7,2025-06-15 16:00:46,1
LN20250520000016,BANK_C,FABANK_C_JOINT_LOAN,3000.00,0.6,2025-05-20 11:31:17,1
LN20250527000028,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-05-27 20:12:14,1
LN20250612000033,BANK_C,FABANK_C_JOINT_LOAN,17229.26,0.6,2025-06-12 12:50:28,1
LN20250313000050,BANK_C,FABANK_C_JOINT_LOAN,12000.00,0.6,2025-03-13 21:33:38,1
LN20250321000034,BANK_B,FABANK_B_PLATFORM_LOAN,14000.00,0.7,2025-03-21 19:47:07,1
LN20250625000020,BANK_B,FABANK_B_PLATFORM_LOAN,6577.84,0.7,2025-06-25 22:29:32,1
LN20250625000021,BANK_B,FABANK_B_PLATFORM_LOAN,35000.00,0.7,2025-06-25 19:53:45,1
LN20250228000045,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-02-28 22:27:11,1
LN20250407000023,BANK_B,FABANK_B_PLATFORM_LOAN,7000.00,0.7,2025-04-07 23:41:43,1
LN20250413000019,BANK_C,FABANK_C_JOINT_LOAN,9000.00,0.6,2025-04-13 17:15:19,1
LN20250422000019,BANK_C,FABANK_C_JOINT_LOAN,27570.44,0.6,2025-04-22 14:13:49,1
LN20250325000020,BANK_C,FABANK_C_JOINT_LOAN,9000.00,0.6,2025-03-25 21:54:37,1
LN20250425000017,BANK_C,FABANK_C_JOINT_LOAN,3000.00,0.6,2025-04-25 16:27:40,1
LN20250329000025,BANK_C,FABANK_C_JOINT_LOAN,53850.47,0.6,2025-03-29 01:53:05,1
LN20250607000025,BANK_B,FABANK_B_PLATFORM_LOAN,40176.51,0.7,2025-06-07 12:49:53,1
LN20250413000020,BANK_B,FABANK_B_PLATFORM_LOAN,5259.72,0.7,2025-04-13 12:11:36,1
LN20250320000034,BANK_B,FABANK_B_PLATFORM_LOAN,14000.00,0.7,2025-03-20 18:23:16,1
LN20250301000045,BANK_C,FABANK_C_JOINT_LOAN,3000.00,0.6,2025-03-01 22:20:55,1
LN20250208000023,BANK_C,FABANK_C_JOINT_LOAN,3000.00,0.6,2025-02-08 20:32:55,1
LN20250419000024,BANK_B,FABANK_B_PLATFORM_LOAN,20668.28,0.7,2025-04-19 12:31:52,1
LN20250319000031,BANK_B,FABANK_B_PLATFORM_LOAN,5510.31,0.7,2025-03-19 20:47:12,1
LN20250205000025,BANK_C,FABANK_C_JOINT_LOAN,12793.16,0.6,2025-02-05 10:29:17,1
LN20250626000021,BANK_C,FABANK_C_JOINT_LOAN,1200.00,0.6,2025-06-26 01:30:47,1
LN20250217000037,BANK_C,FABANK_C_JOINT_LOAN,4678.95,0.6,2025-02-17 06:28:56,1
LN20250325000021,BANK_C,FABANK_C_JOINT_LOAN,858.89,0.6,2025-03-25 01:39:26,1
LN20250328000028,BANK_B,FABANK_B_PLATFORM_LOAN,20531.15,0.7,2025-03-28 20:16:31,1
LN20250622000031,BANK_C,FABANK_C_JOINT_LOAN,18000.00,0.6,2025-06-22 11:12:08,1
LN20250215000046,BANK_C,FABANK_C_JOINT_LOAN,18000.00,0.6,2025-02-15 14:56:13,1
LN20250130000017,BANK_B,FABANK_B_PLATFORM_LOAN,35000.00,0.7,2025-01-30 13:19:13,1
LN20250130000018,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-01-30 21:35:59,1
LN20250529000029,BANK_B,FABANK_B_PLATFORM_LOAN,35000.00,0.7,2025-05-29 21:58:49,1
LN20250607000027,BANK_B,FABANK_B_PLATFORM_LOAN,46700.36,0.7,2025-06-07 22:10:41,1
LN20250613000022,BANK_C,FABANK_C_JOINT_LOAN,4627.30,0.6,2025-06-13 21:18:20,1
LN20250427000018,BANK_B,FABANK_B_PLATFORM_LOAN,20617.02,0.7,2025-04-27 21:34:08,1
LN20250328000029,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-03-28 19:59:11,1
LN20250220000044,BANK_C,FABANK_C_JOINT_LOAN,2198.72,0.6,2025-02-20 13:04:15,1
LN20250210000025,BANK_B,FABANK_B_PLATFORM_LOAN,5920.54,0.7,2025-02-10 21:00:26,1
LN20250127000017,BANK_B,FABANK_B_PLATFORM_LOAN,1085.79,0.7,2025-01-27 20:28:47,1
LN20250223000044,BANK_C,FABANK_C_JOINT_LOAN,12000.00,0.6,2025-02-23 13:36:43,1
LN20250516000028,BANK_B,FABANK_B_PLATFORM_LOAN,7000.00,0.7,2025-05-16 21:21:33,1
LN20250518000024,BANK_B,FABANK_B_PLATFORM_LOAN,14000.00,0.7,2025-05-18 21:00:55,1
LN20250428000022,BANK_B,FABANK_B_PLATFORM_LOAN,10605.03,0.7,2025-04-28 19:50:30,1
LN20250605000028,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-06-05 13:48:10,1
LN20250222000041,BANK_B,FABANK_B_PLATFORM_LOAN,42570.79,0.7,2025-02-22 12:33:53,1
LN20250228000046,BANK_B,FABANK_B_PLATFORM_LOAN,5600.00,0.7,2025-02-28 13:07:59,1
LN20250208000024,BANK_B,FABANK_B_PLATFORM_LOAN,17529.02,0.7,2025-02-08 14:13:18,1
LN20250206000029,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-02-06 22:22:08,1
LN20250502000017,BANK_C,FABANK_C_JOINT_LOAN,14845.64,0.6,2025-05-02 22:52:51,1
LN20250203000022,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-02-03 12:24:06,1
LN20250304000050,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-03-04 01:07:28,1
LN20250326000029,BANK_B,FABANK_B_PLATFORM_LOAN,5600.00,0.7,2025-03-26 19:52:31,1
LN20250311000038,BANK_B,FABANK_B_PLATFORM_LOAN,38364.63,0.7,2025-03-11 18:10:52,1
LN20250325000022,BANK_C,FABANK_C_JOINT_LOAN,4800.00,0.6,2025-03-25 20:03:59,1
LN20250311000039,BANK_B,FABANK_B_PLATFORM_LOAN,19492.66,0.7,2025-03-11 16:55:42,1
LN20250320000035,BANK_B,FABANK_B_PLATFORM_LOAN,9844.21,0.7,2025-03-20 22:04:00,1
LN20250322000030,BANK_B,FABANK_B_PLATFORM_LOAN,9722.03,0.7,2025-03-22 13:49:27,1
LN20250626000022,BANK_C,FABANK_C_JOINT_LOAN,2087.17,0.6,2025-06-26 12:29:06,1
LN20250402000029,BANK_B,FABANK_B_PLATFORM_LOAN,14000.00,0.7,2025-04-02 21:26:48,1
LN20250314000039,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-03-14 08:56:07,1
LN20250203000023,BANK_B,FABANK_B_PLATFORM_LOAN,15150.21,0.7,2025-02-03 22:48:38,1
LN20250314000040,BANK_B,FABANK_B_PLATFORM_LOAN,35361.48,0.7,2025-03-14 17:10:03,1
LN20250224000050,BANK_B,FABANK_B_PLATFORM_LOAN,21000.00,0.7,2025-02-24 13:45:44,1
LN20250131000025,BANK_B,FABANK_B_PLATFORM_LOAN,624.97,0.7,2025-01-31 12:06:06,1
LN20250210000026,BANK_C,FABANK_C_JOINT_LOAN,48000.00,0.6,2025-02-10 13:08:10,1
LN20250609000022,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-06-09 22:55:24,1
LN20250314000042,BANK_C,FABANK_C_JOINT_LOAN,600.00,0.6,2025-03-14 15:54:48,1
LN20250223000045,BANK_B,FABANK_B_PLATFORM_LOAN,7000.00,0.7,2025-02-23 12:46:46,1
LN20250218000032,BANK_C,FABANK_C_JOINT_LOAN,14790.38,0.6,2025-02-18 22:02:02,1
LN20250430000020,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-04-30 18:51:31,1
LN20250531000024,BANK_C,FABANK_C_JOINT_LOAN,4515.92,0.6,2025-05-31 20:04:09,1
LN20250318000028,BANK_C,FABANK_C_JOINT_LOAN,4580.92,0.6,2025-03-18 15:07:29,1
LN20250311000041,BANK_B,FABANK_B_PLATFORM_LOAN,21000.00,0.7,2025-03-11 13:15:25,1
LN20250423000012,BANK_B,FABANK_B_PLATFORM_LOAN,5600.00,0.7,2025-04-23 19:13:04,1
LN20250509000016,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-05-09 13:07:46,1
LN20250507000033,BANK_B,FABANK_B_PLATFORM_LOAN,33788.39,0.7,2025-05-07 22:18:11,1
LN20250502000018,BANK_C,FABANK_C_JOINT_LOAN,1200.00,0.6,2025-05-02 12:56:09,1
LN20250618000023,BANK_B,FABANK_B_PLATFORM_LOAN,5600.00,0.7,2025-06-18 11:02:53,1
LN20250527000030,BANK_C,FABANK_C_JOINT_LOAN,6891.97,0.6,2025-05-27 17:26:04,1
LN20250421000022,BANK_C,FABANK_C_JOINT_LOAN,600.00,0.6,2025-04-21 22:37:41,1
LN20250307000053,BANK_C,FABANK_C_JOINT_LOAN,5617.70,0.6,2025-03-07 14:37:51,1
LN20250509000017,BANK_C,FABANK_C_JOINT_LOAN,4684.89,0.6,2025-05-09 19:59:48,1
LN20250524000029,BANK_B,FABANK_B_PLATFORM_LOAN,2327.21,0.7,2025-05-24 08:56:21,1
LN20250419000025,BANK_C,FABANK_C_JOINT_LOAN,9000.00,0.6,2025-04-19 20:31:23,1
LN20250202000022,BANK_B,FABANK_B_PLATFORM_LOAN,534.14,0.7,2025-02-02 13:08:31,1
LN20250609000023,BANK_C,FABANK_C_JOINT_LOAN,18000.00,0.6,2025-06-09 22:18:11,1
LN20250417000024,BANK_C,FABANK_C_JOINT_LOAN,4800.00,0.6,2025-04-17 12:38:52,1
LN20250222000042,BANK_B,FABANK_B_PLATFORM_LOAN,7000.00,0.7,2025-02-22 23:17:03,1
LN20250310000043,BANK_C,FABANK_C_JOINT_LOAN,12000.00,0.6,2025-03-10 20:07:17,1
LN20250218000033,BANK_C,FABANK_C_JOINT_LOAN,4226.38,0.6,2025-02-18 12:03:53,1
LN20250516000029,BANK_B,FABANK_B_PLATFORM_LOAN,19551.99,0.7,2025-05-16 22:50:55,1
LN20250411000021,BANK_B,FABANK_B_PLATFORM_LOAN,4748.83,0.7,2025-04-11 18:49:35,1
LN20250305000032,BANK_B,FABANK_B_PLATFORM_LOAN,18684.53,0.7,2025-03-05 19:53:09,1
LN20250322000031,BANK_C,FABANK_C_JOINT_LOAN,5676.80,0.6,2025-03-22 13:47:48,1
LN20250413000022,BANK_B,FABANK_B_PLATFORM_LOAN,1239.11,0.7,2025-04-13 22:51:30,1
LN20250416000022,BANK_B,FABANK_B_PLATFORM_LOAN,20578.19,0.7,2025-04-16 20:37:48,1
LN20250427000020,BANK_B,FABANK_B_PLATFORM_LOAN,5600.00,0.7,2025-04-27 11:55:18,1
LN20250303000036,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-03-03 12:10:08,1
LN20250506000018,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-05-06 13:14:49,1
LN20250611000027,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-06-11 20:48:54,1
LN20250530000030,BANK_C,FABANK_C_JOINT_LOAN,600.00,0.6,2025-05-30 21:38:40,1
LN20250428000024,BANK_B,FABANK_B_PLATFORM_LOAN,7000.00,0.7,2025-04-28 22:32:24,1
LN20250505000016,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-05-05 14:53:01,1
LN20250405000026,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-04-05 12:53:27,1
LN20250413000023,BANK_C,FABANK_C_JOINT_LOAN,16628.11,0.6,2025-04-13 15:22:19,1
LN20250331000032,BANK_C,FABANK_C_JOINT_LOAN,5874.83,0.6,2025-03-31 13:38:19,1
LN20250506000019,BANK_B,FABANK_B_PLATFORM_LOAN,14000.00,0.7,2025-05-06 13:12:40,1
LN20250418000024,BANK_C,FABANK_C_JOINT_LOAN,4363.13,0.6,2025-04-18 13:48:47,1
LN20250312000046,BANK_C,FABANK_C_JOINT_LOAN,34475.84,0.6,2025-03-12 13:38:36,1
LN20250427000021,BANK_C,FABANK_C_JOINT_LOAN,6000.00,0.6,2025-04-27 02:16:34,1
LN20250413000024,BANK_B,FABANK_B_PLATFORM_LOAN,5600.00,0.7,2025-04-13 12:40:10,1
LN20250403000022,BANK_C,FABANK_C_JOINT_LOAN,5346.21,0.6,2025-04-03 14:05:03,1
LN20250311000042,BANK_B,FABANK_B_PLATFORM_LOAN,4675.21,0.7,2025-03-11 13:35:02,1
LN20250314000044,BANK_B,FABANK_B_PLATFORM_LOAN,21000.00,0.7,2025-03-14 20:19:28,1
LN20250320000036,BANK_C,FABANK_C_JOINT_LOAN,18000.00,0.6,2025-03-20 19:49:26,1
LN20250212000040,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-02-12 10:21:30,1
LN20250320000037,BANK_C,FABANK_C_JOINT_LOAN,9000.00,0.6,2025-03-20 14:44:02,1
LN20250203000024,BANK_C,FABANK_C_JOINT_LOAN,30000.00,0.6,2025-02-03 02:31:17,1
LN20250203000025,BANK_C,FABANK_C_JOINT_LOAN,5424.61,0.6,2025-02-03 22:13:39,1
LN20250529000030,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-05-29 20:39:34,1
LN20250531000025,BANK_B,FABANK_B_PLATFORM_LOAN,11405.89,0.7,2025-05-31 21:43:41,1
LN20250606000018,BANK_C,FABANK_C_JOINT_LOAN,4800.00,0.6,2025-06-06 11:37:29,1
LN20250526000033,BANK_B,FABANK_B_PLATFORM_LOAN,7000.00,0.7,2025-05-26 14:08:12,1
LN20250515000034,BANK_B,FABANK_B_PLATFORM_LOAN,21000.00,0.7,2025-05-15 12:57:53,1
LN20250528000019,BANK_B,FABANK_B_PLATFORM_LOAN,14837.95,0.7,2025-05-28 21:50:37,1
LN20250416000024,BANK_C,FABANK_C_JOINT_LOAN,9000.00,0.6,2025-04-16 12:25:33,1
LN20250222000045,BANK_B,FABANK_B_PLATFORM_LOAN,10757.85,0.7,2025-02-22 12:56:21,1
LN20250528000020,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-05-28 12:48:57,1
LN20250330000022,BANK_C,FABANK_C_JOINT_LOAN,1934.00,0.6,2025-03-30 16:38:00,1
LN20250304000052,BANK_B,FABANK_B_PLATFORM_LOAN,542.40,0.7,2025-03-04 20:23:04,1
LN20250216000029,BANK_B,FABANK_B_PLATFORM_LOAN,8288.36,0.7,2025-02-16 13:31:47,1
LN20250321000035,BANK_B,FABANK_B_PLATFORM_LOAN,14000.00,0.7,2025-03-21 20:32:24,1
LN20250613000024,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-06-13 21:32:42,1
LN20250314000045,BANK_C,FABANK_C_JOINT_LOAN,28233.74,0.6,2025-03-14 12:14:49,1
LN20250211000030,BANK_C,FABANK_C_JOINT_LOAN,3990.53,0.6,2025-02-11 20:39:04,1
LN20250207000033,BANK_C,FABANK_C_JOINT_LOAN,6000.00,0.6,2025-02-07 19:24:09,1
LN20250624000023,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-06-24 08:21:46,1
LN20250418000025,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-04-18 13:14:27,1
LN20250602000025,BANK_B,FABANK_B_PLATFORM_LOAN,14000.00,0.7,2025-06-02 20:53:31,1
LN20250511000031,BANK_C,FABANK_C_JOINT_LOAN,12000.00,0.6,2025-05-11 02:13:07,1
LN20250507000035,BANK_B,FABANK_B_PLATFORM_LOAN,44184.29,0.7,2025-05-07 18:27:13,1
LN20250522000029,BANK_C,FABANK_C_JOINT_LOAN,6000.00,0.6,2025-05-22 22:59:40,1
LN20250618000025,BANK_C,FABANK_C_JOINT_LOAN,1200.00,0.6,2025-06-18 20:21:16,1
LN20250228000047,BANK_B,FABANK_B_PLATFORM_LOAN,1988.33,0.7,2025-02-28 20:25:35,1
LN20250428000025,BANK_C,FABANK_C_JOINT_LOAN,30000.00,0.6,2025-04-28 20:29:14,1
LN20250427000022,BANK_C,FABANK_C_JOINT_LOAN,15496.15,0.6,2025-04-27 20:34:24,1
LN20250226000043,BANK_C,FABANK_C_JOINT_LOAN,4800.00,0.6,2025-02-26 19:16:38,1
LN20250221000045,BANK_C,FABANK_C_JOINT_LOAN,3000.00,0.6,2025-02-21 14:55:35,1
LN20250302000033,BANK_C,FABANK_C_JOINT_LOAN,3000.00,0.6,2025-03-02 01:16:26,1
LN20250206000031,BANK_C,FABANK_C_JOINT_LOAN,12000.00,0.6,2025-02-06 22:04:22,1
LN20250302000034,BANK_B,FABANK_B_PLATFORM_LOAN,14751.13,0.7,2025-03-02 22:54:20,1
LN20250610000022,BANK_B,FABANK_B_PLATFORM_LOAN,53117.72,0.7,2025-06-10 13:54:37,1
LN20250604000033,BANK_B,FABANK_B_PLATFORM_LOAN,5600.00,0.7,2025-06-04 20:34:33,1
LN20250525000023,BANK_B,FABANK_B_PLATFORM_LOAN,20125.93,0.7,2025-05-25 19:07:45,1
LN20250315000027,BANK_C,FABANK_C_JOINT_LOAN,769.19,0.6,2025-03-15 10:12:55,1
LN20250308000051,BANK_C,FABANK_C_JOINT_LOAN,6000.00,0.6,2025-03-08 10:55:04,1
LN20250218000035,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-02-18 17:21:34,1
LN20250314000046,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-03-14 20:21:00,1
LN20250404000034,BANK_B,FABANK_B_PLATFORM_LOAN,21000.00,0.7,2025-04-04 19:24:03,1
LN20250212000041,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-02-12 17:58:19,1
LN20250617000021,BANK_B,FABANK_B_PLATFORM_LOAN,4729.55,0.7,2025-06-17 22:03:39,1
LN20250216000030,BANK_C,FABANK_C_JOINT_LOAN,2314.31,0.6,2025-02-16 09:33:07,1
LN20250313000051,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-03-13 14:11:55,1
LN20250306000051,BANK_B,FABANK_B_PLATFORM_LOAN,19319.61,0.7,2025-03-06 11:18:49,1
LN20250416000025,BANK_C,FABANK_C_JOINT_LOAN,30000.00,0.6,2025-04-16 13:02:50,1
LN20250604000034,BANK_B,FABANK_B_PLATFORM_LOAN,15470.05,0.7,2025-06-04 22:09:55,1
LN20250604000035,BANK_B,FABANK_B_PLATFORM_LOAN,5260.65,0.7,2025-06-04 01:05:19,1
LN20250318000029,BANK_B,FABANK_B_PLATFORM_LOAN,5600.00,0.7,2025-03-18 20:24:27,1
LN20250210000027,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-02-10 12:32:47,1
LN20250220000046,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-02-20 20:17:49,1
LN20250622000032,BANK_B,FABANK_B_PLATFORM_LOAN,35000.00,0.7,2025-06-22 21:07:57,1
LN20250407000024,BANK_C,FABANK_C_JOINT_LOAN,1200.00,0.6,2025-04-07 20:41:14,1
LN20250409000027,BANK_B,FABANK_B_PLATFORM_LOAN,15408.27,0.7,2025-04-09 12:55:37,1
LN20250411000023,BANK_B,FABANK_B_PLATFORM_LOAN,8932.32,0.7,2025-04-11 20:04:20,1
LN20250331000033,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-03-31 21:15:25,1
LN20250307000054,BANK_B,FABANK_B_PLATFORM_LOAN,27590.74,0.7,2025-03-07 12:01:31,1
LN20250417000025,BANK_B,FABANK_B_PLATFORM_LOAN,35000.00,0.7,2025-04-17 09:07:38,1
LN20250121000013,BANK_B,FABANK_B_PLATFORM_LOAN,5534.75,0.7,2025-01-21 20:09:36,1
LN20250420000023,BANK_C,FABANK_C_JOINT_LOAN,4906.63,0.6,2025-04-20 11:06:58,1
LN20250401000022,BANK_B,FABANK_B_PLATFORM_LOAN,6819.95,0.7,2025-04-01 12:49:01,1
LN20250405000027,BANK_C,FABANK_C_JOINT_LOAN,12000.00,0.6,2025-04-05 21:53:30,1
LN20250504000022,BANK_C,FABANK_C_JOINT_LOAN,4800.00,0.6,2025-05-04 10:53:08,1
LN20250206000032,BANK_B,FABANK_B_PLATFORM_LOAN,7000.00,0.7,2025-02-06 11:29:41,1
LN20250311000043,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-03-11 18:00:32,1
LN20250417000026,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-04-17 20:02:32,1
LN20250509000018,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-05-09 22:09:07,1
LN20250308000052,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-03-08 20:25:46,1
LN20250301000047,BANK_B,FABANK_B_PLATFORM_LOAN,21000.00,0.7,2025-03-01 20:43:46,1
LN20250629000018,BANK_B,FABANK_B_PLATFORM_LOAN,19409.54,0.7,2025-06-29 13:47:20,1
LN20250425000020,BANK_B,FABANK_B_PLATFORM_LOAN,15173.26,0.7,2025-04-25 13:35:20,1
LN20250530000031,BANK_B,FABANK_B_PLATFORM_LOAN,660.85,0.7,2025-05-30 13:51:13,1
LN20250512000025,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-05-12 15:53:35,1
LN20250501000022,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-05-01 12:08:06,1
LN20250316000034,BANK_B,FABANK_B_PLATFORM_LOAN,14000.00,0.7,2025-03-16 21:15:57,1
LN20250402000032,BANK_C,FABANK_C_JOINT_LOAN,12000.00,0.6,2025-04-02 12:09:36,1
LN20250417000027,BANK_C,FABANK_C_JOINT_LOAN,3000.00,0.6,2025-04-17 13:58:21,1
LN20250305000034,BANK_C,FABANK_C_JOINT_LOAN,17134.42,0.6,2025-03-05 21:19:29,1
LN20250322000033,BANK_B,FABANK_B_PLATFORM_LOAN,21000.00,0.7,2025-03-22 15:01:16,1
