loan_id,partner_code,period_no,settle_date,partner_income,self_income,is_test_data
LN20250426000012,GTE_A,2,2025-06-25,60.26,90.39,1
LN20250330000014,BANK_B,1,2025-04-29,5.83,5.83,1
LN20250330000014,BANK_B,2,2025-05-29,5.70,5.70,1
LN20250330000014,BANK_B,3,2025-06-28,5.57,5.57,1
LN20250425000011,BANK_C,1,2025-05-25,155.00,126.81,1
LN20250425000011,BANK_C,2,2025-06-24,104.01,85.10,1
LN20250412000015,BANK_B,1,2025-05-12,35.42,35.42,1
LN20250412000015,BANK_B,2,2025-06-11,33.68,33.68,1
LN20250318000021,BANK_B,1,2025-04-17,7.08,7.08,1
LN20250318000021,BANK_B,2,2025-05-17,5.94,5.94,1
LN20250318000021,BANK_B,3,2025-06-16,4.79,4.79,1
LN20250306000036,BANK_B,1,2025-04-05,19.96,19.96,1
LN20250306000036,BANK_B,2,2025-05-05,19.48,19.48,1
LN20250306000036,BANK_B,3,2025-06-04,19.00,19.00,1
LN20250228000032,BANK_B,1,2025-03-30,270.83,270.83,1
LN20250228000032,BANK_B,2,2025-04-29,257.13,257.13,1
LN20250228000032,BANK_B,3,2025-05-29,243.27,243.27,1
LN20250228000032,BANK_B,4,2025-06-28,229.26,229.26,1
LN20250330000016,BANK_B,1,2025-04-29,70.83,70.83,1
LN20250330000016,BANK_B,2,2025-05-29,59.44,59.44,1
LN20250330000016,BANK_B,3,2025-06-28,47.88,47.88,1
LN20250213000033,BANK_C,1,2025-03-15,137.50,112.50,1
LN20250213000033,BANK_C,2,2025-04-14,132.55,108.45,1
LN20250213000033,BANK_C,3,2025-05-14,127.54,104.35,1
LN20250213000033,BANK_C,4,2025-06-13,122.47,100.20,1
LN20250218000022,BANK_C,1,2025-03-20,243.37,199.12,1
LN20250218000022,BANK_C,2,2025-04-19,163.72,133.95,1
LN20250218000022,BANK_C,3,2025-05-19,82.60,67.58,1
LN20250127000011,BANK_B,1,2025-02-26,287.28,287.28,1
LN20250127000011,BANK_B,2,2025-03-28,240.97,240.97,1
LN20250127000011,BANK_B,3,2025-04-27,194.04,194.04,1
LN20250127000011,BANK_B,4,2025-05-27,146.49,146.49,1
LN20250127000011,BANK_B,5,2025-06-26,98.31,98.31,1
LN20250131000018,BANK_B,1,2025-03-02,312.50,312.50,1
LN20250131000018,BANK_B,2,2025-04-01,305.57,305.57,1
LN20250131000018,BANK_B,3,2025-05-01,298.56,298.56,1
LN20250131000018,BANK_B,4,2025-05-31,291.46,291.46,1
LN20250131000018,BANK_B,5,2025-06-30,284.27,284.27,1
LN20250330000017,GTE_A,1,2025-04-29,74.50,111.75,1
LN20250330000017,GTE_A,2,2025-05-29,50.14,75.20,1
LN20250330000017,GTE_A,3,2025-06-28,25.31,37.96,1
LN20250527000018,GTE_A,1,2025-06-26,151.04,226.56,1
LN20250328000022,BANK_B,1,2025-04-27,47.92,47.92,1
LN20250328000022,BANK_B,2,2025-05-27,40.30,40.30,1
LN20250328000022,BANK_B,3,2025-06-26,32.55,32.55,1
LN20250305000021,GTE_A,1,2025-04-04,55.00,82.50,1
LN20250305000021,GTE_A,2,2025-05-04,52.18,78.26,1
LN20250305000021,GTE_A,3,2025-06-03,49.33,73.99,1
LN20250314000027,GTE_A,1,2025-04-13,42.67,64.00,1
LN20250314000027,GTE_A,2,2025-05-13,41.15,61.72,1
LN20250314000027,GTE_A,3,2025-06-12,39.61,59.41,1
LN20250417000016,BANK_B,1,2025-05-17,270.83,270.83,1
LN20250417000016,BANK_B,2,2025-06-16,226.90,226.90,1
LN20250502000013,BANK_B,1,2025-06-01,60.00,60.00,1
LN20250523000022,BANK_B,1,2025-06-22,4.58,4.58,1
LN20250530000022,BANK_B,1,2025-06-29,227.96,227.96,1
LN20250201000017,BANK_B,1,2025-03-03,42.27,42.27,1
LN20250201000017,BANK_B,2,2025-04-02,35.47,35.47,1
LN20250201000017,BANK_B,3,2025-05-02,28.57,28.57,1
LN20250201000017,BANK_B,4,2025-06-01,21.58,21.58,1
LN20250309000029,BANK_C,1,2025-04-08,137.87,112.81,1
LN20250309000029,BANK_C,2,2025-05-08,134.87,110.34,1
LN20250309000029,BANK_C,3,2025-06-07,131.82,107.85,1
LN20250516000018,GTE_A,1,2025-06-15,45.33,68.00,1
LN20250529000020,BANK_B,1,2025-06-28,333.33,333.33,1
LN20250212000030,BANK_B,1,2025-03-14,9.58,9.58,1
LN20250212000030,BANK_B,2,2025-04-13,8.06,8.06,1
LN20250212000030,BANK_B,3,2025-05-13,6.51,6.51,1
LN20250212000030,BANK_B,4,2025-06-12,4.93,4.93,1
LN20250306000037,BANK_C,1,2025-04-05,249.69,204.30,1
LN20250306000037,BANK_C,2,2025-05-05,241.32,197.44,1
LN20250306000037,BANK_C,3,2025-06-04,232.79,190.46,1
LN20250225000020,BANK_B,1,2025-03-27,78.45,78.45,1
LN20250225000020,BANK_B,2,2025-04-26,76.92,76.92,1
LN20250225000020,BANK_B,3,2025-05-26,75.35,75.35,1
LN20250225000020,BANK_B,4,2025-06-25,73.76,73.76,1
LN20250303000030,BANK_C,1,2025-04-02,297.92,243.75,1
LN20250303000030,BANK_C,2,2025-05-02,286.98,234.80,1
LN20250303000030,BANK_C,3,2025-06-01,275.93,225.76,1
LN20250407000017,BANK_B,1,2025-05-07,71.97,71.97,1
LN20250407000017,BANK_B,2,2025-06-06,68.58,68.58,1
LN20250216000023,GTE_A,1,2025-03-18,169.50,254.26,1
LN20250216000023,GTE_A,2,2025-04-17,161.29,241.94,1
LN20250216000023,GTE_A,3,2025-05-17,152.95,229.42,1
LN20250216000023,GTE_A,4,2025-06-16,144.47,216.71,1
LN20250428000014,BANK_B,1,2025-05-28,76.67,76.67,1
LN20250428000014,BANK_B,2,2025-06-27,70.92,70.92,1
LN20250317000037,BANK_C,1,2025-04-16,170.78,139.73,1
LN20250317000037,BANK_C,2,2025-05-16,167.05,136.68,1
LN20250317000037,BANK_C,3,2025-06-15,163.28,133.59,1
LN20250509000010,BANK_B,1,2025-06-08,5.42,5.42,1
LN20250503000015,BANK_C,1,2025-06-02,151.66,124.08,1
LN20250507000024,BANK_C,1,2025-06-06,165.00,135.00,1
LN20250324000022,BANK_B,1,2025-04-23,7.50,7.50,1
LN20250324000022,BANK_B,2,2025-05-23,5.04,5.04,1
LN20250324000022,BANK_B,3,2025-06-22,2.54,2.54,1
LN20250510000015,BANK_C,1,2025-06-09,32.08,26.25,1
LN20250309000030,BANK_B,1,2025-04-08,68.75,68.75,1
LN20250309000030,BANK_B,2,2025-05-08,67.13,67.13,1
LN20250309000030,BANK_B,3,2025-06-07,65.49,65.49,1
LN20250313000036,BANK_B,1,2025-04-12,235.77,235.77,1
LN20250313000036,BANK_B,2,2025-05-12,224.43,224.43,1
LN20250313000036,BANK_B,3,2025-06-11,212.90,212.90,1
LN20250313000037,BANK_C,1,2025-04-12,217.54,177.99,1
LN20250313000037,BANK_C,2,2025-05-12,182.84,149.60,1
LN20250313000037,BANK_C,3,2025-06-11,147.53,120.71,1
LN20250521000020,BANK_B,1,2025-06-20,56.67,56.67,1
LN20250327000029,BANK_B,1,2025-04-26,6.88,6.88,1
LN20250327000029,BANK_B,2,2025-05-26,4.62,4.62,1
LN20250327000029,BANK_B,3,2025-06-25,2.33,2.33,1
LN20250212000031,BANK_B,1,2025-03-14,229.17,229.17,1
LN20250212000031,BANK_B,2,2025-04-13,217.40,217.40,1
LN20250212000031,BANK_B,3,2025-05-13,205.52,205.52,1
LN20250212000031,BANK_B,4,2025-06-12,193.54,193.54,1
LN20250329000017,BANK_C,1,2025-04-28,165.00,135.00,1
LN20250329000017,BANK_C,2,2025-05-28,161.51,132.14,1
LN20250329000017,BANK_C,3,2025-06-27,157.97,129.25,1
LN20250224000037,BANK_C,1,2025-03-26,7.33,6.00,1
LN20250224000037,BANK_C,2,2025-04-25,4.92,4.03,1
LN20250224000037,BANK_C,3,2025-05-25,2.48,2.03,1
LN20250202000016,BANK_B,1,2025-03-04,25.00,25.00,1
LN20250202000016,BANK_B,2,2025-04-03,20.94,20.94,1
LN20250202000016,BANK_B,3,2025-05-03,16.83,16.83,1
LN20250202000016,BANK_B,4,2025-06-02,12.69,12.69,1
LN20250210000019,GTE_A,1,2025-03-12,51.09,76.63,1
LN20250210000019,GTE_A,2,2025-04-11,48.61,72.92,1
LN20250210000019,GTE_A,3,2025-05-11,46.10,69.15,1
LN20250210000019,GTE_A,4,2025-06-10,43.54,65.31,1
LN20250301000034,BANK_C,1,2025-03-31,11.92,9.75,1
LN20250301000034,BANK_C,2,2025-04-30,11.31,9.26,1
LN20250301000034,BANK_C,3,2025-05-30,10.70,8.76,1
LN20250301000034,BANK_C,4,2025-06-29,10.09,8.25,1
LN20250217000024,BANK_B,1,2025-03-19,78.71,78.71,1
LN20250217000024,BANK_B,2,2025-04-18,76.12,76.12,1
LN20250217000024,BANK_B,3,2025-05-18,73.48,73.48,1
LN20250217000024,BANK_B,4,2025-06-17,70.79,70.79,1
LN20250118000010,GTE_A,1,2025-02-17,106.67,160.00,1
LN20250118000010,GTE_A,2,2025-03-19,102.87,154.30,1
LN20250118000010,GTE_A,3,2025-04-18,99.01,148.52,1
LN20250118000010,GTE_A,4,2025-05-18,95.11,142.67,1
LN20250118000010,GTE_A,5,2025-06-17,91.16,136.74,1
LN20250516000019,BANK_B,1,2025-06-15,35.42,35.42,1
LN20250211000021,BANK_B,1,2025-03-13,93.75,93.75,1
LN20250211000021,BANK_B,2,2025-04-12,86.46,86.46,1
LN20250211000021,BANK_B,3,2025-05-12,79.08,79.08,1
LN20250211000021,BANK_B,4,2025-06-11,71.61,71.61,1
LN20250121000005,BANK_B,1,2025-02-20,108.33,108.33,1
LN20250121000005,BANK_B,2,2025-03-22,104.36,104.36,1
LN20250121000005,BANK_B,3,2025-04-21,100.34,100.34,1
LN20250121000005,BANK_B,4,2025-05-21,96.27,96.27,1
LN20250121000005,BANK_B,5,2025-06-20,92.17,92.17,1
LN20250417000017,BANK_B,1,2025-05-17,185.29,185.29,1
LN20250417000017,BANK_B,2,2025-06-16,155.61,155.61,1
LN20250412000016,BANK_B,1,2025-05-12,83.30,83.30,1
LN20250412000016,BANK_B,2,2025-06-11,80.53,80.53,1
LN20250422000016,BANK_B,1,2025-05-22,200.00,200.00,1
LN20250422000016,BANK_B,2,2025-06-21,195.64,195.64,1
LN20250508000022,BANK_B,1,2025-06-07,179.45,179.45,1
LN20250421000018,BANK_B,1,2025-05-21,205.85,205.85,1
LN20250421000018,BANK_B,2,2025-06-20,172.80,172.80,1
LN20250415000020,BANK_C,1,2025-05-15,76.71,62.77,1
LN20250415000020,BANK_C,2,2025-06-14,75.22,61.54,1
LN20250212000032,GTE_A,1,2025-03-14,8.00,12.00,1
LN20250212000032,GTE_A,2,2025-04-13,7.40,11.11,1
LN20250212000032,GTE_A,3,2025-05-13,6.80,10.19,1
LN20250212000032,GTE_A,4,2025-06-12,6.17,9.26,1
LN20250518000016,BANK_C,1,2025-06-17,58.67,48.00,1
LN20250524000019,GTE_A,1,2025-06-23,21.67,32.50,1
LN20250406000016,BANK_C,1,2025-05-06,40.33,33.00,1
LN20250406000016,BANK_C,2,2025-06-05,38.82,31.76,1
LN20250301000035,BANK_B,1,2025-03-31,39.58,39.58,1
LN20250301000035,BANK_B,2,2025-04-30,33.24,33.24,1
LN20250301000035,BANK_B,3,2025-05-30,26.80,26.80,1
LN20250301000035,BANK_B,4,2025-06-29,20.26,20.26,1
LN20250504000014,BANK_B,1,2025-06-03,166.67,166.67,1
LN20250526000027,GTE_A,1,2025-06-25,169.76,254.64,1
LN20250205000022,BANK_B,1,2025-03-07,92.86,92.86,1
LN20250205000022,BANK_B,2,2025-04-06,85.91,85.91,1
LN20250205000022,BANK_B,3,2025-05-06,78.82,78.82,1
LN20250205000022,BANK_B,4,2025-06-05,71.59,71.59,1
LN20250221000032,BANK_B,1,2025-03-23,154.80,154.80,1
LN20250221000032,BANK_B,2,2025-04-22,151.48,151.48,1
LN20250221000032,BANK_B,3,2025-05-22,148.10,148.10,1
LN20250221000032,BANK_B,4,2025-06-21,144.68,144.68,1
LN20250218000023,BANK_B,1,2025-03-20,43.33,43.33,1
LN20250218000023,BANK_B,2,2025-04-19,36.30,36.30,1
LN20250218000023,BANK_B,3,2025-05-19,29.20,29.20,1
LN20250218000023,BANK_B,4,2025-06-18,22.02,22.02,1
LN20250524000020,BANK_B,1,2025-06-23,100.00,100.00,1
LN20250416000011,BANK_B,1,2025-05-16,6.25,6.25,1
LN20250416000011,BANK_B,2,2025-06-15,5.24,5.24,1
LN20250326000022,GTE_A,1,2025-04-25,16.00,24.00,1
LN20250326000022,GTE_A,2,2025-05-25,10.77,16.16,1
LN20250326000022,GTE_A,3,2025-06-24,5.44,8.16,1
LN20250517000027,BANK_B,1,2025-06-16,16.67,16.67,1
LN20250117000009,GTE_A,1,2025-02-16,60.00,90.00,1
LN20250117000009,GTE_A,2,2025-03-18,40.30,60.45,1
LN20250117000009,GTE_A,3,2025-04-17,20.30,30.45,1
LN20250227000034,BANK_B,1,2025-03-29,81.25,81.25,1
LN20250227000034,BANK_B,2,2025-04-28,54.46,54.46,1
LN20250227000034,BANK_B,3,2025-05-28,27.38,27.38,1
LN20250516000020,BANK_C,1,2025-06-15,459.94,376.32,1
LN20250213000034,GTE_A,1,2025-03-15,133.91,200.87,1
LN20250213000034,GTE_A,2,2025-04-14,112.46,168.69,1
LN20250213000034,GTE_A,3,2025-05-14,90.67,136.00,1
LN20250213000034,GTE_A,4,2025-06-13,68.53,102.80,1
LN20250311000027,BANK_C,1,2025-04-10,276.15,225.94,1
LN20250311000027,BANK_C,2,2025-05-10,266.79,218.29,1
LN20250311000027,BANK_C,3,2025-06-09,257.27,210.50,1
LN20250301000036,BANK_C,1,2025-03-31,32.35,26.47,1
LN20250301000036,BANK_C,2,2025-04-30,29.81,24.39,1
LN20250301000036,BANK_C,3,2025-05-30,27.24,22.29,1
LN20250301000036,BANK_C,4,2025-06-29,24.65,20.17,1
LN20250223000033,BANK_C,1,2025-03-25,73.33,60.00,1
LN20250223000033,BANK_C,2,2025-04-24,69.70,57.03,1
LN20250223000033,BANK_C,3,2025-05-24,66.02,54.02,1
LN20250223000033,BANK_C,4,2025-06-23,62.29,50.97,1
LN20250213000035,BANK_C,1,2025-03-15,299.00,244.64,1
LN20250213000035,BANK_C,2,2025-04-14,200.49,164.04,1
LN20250213000035,BANK_C,3,2025-05-14,100.83,82.49,1
LN20250510000016,BANK_B,1,2025-06-09,4.58,4.58,1
LN20250527000019,BANK_B,1,2025-06-26,49.33,49.33,1
LN20250323000017,BANK_B,1,2025-04-22,106.25,106.25,1
LN20250323000017,BANK_B,2,2025-05-22,101.03,101.03,1
LN20250323000017,BANK_B,3,2025-06-21,95.73,95.73,1
LN20250128000012,BANK_C,1,2025-02-27,185.86,152.07,1
LN20250128000012,BANK_C,2,2025-03-29,171.68,140.46,1
LN20250128000012,BANK_C,3,2025-04-28,157.27,128.67,1
LN20250128000012,BANK_C,4,2025-05-28,142.63,116.70,1
LN20250128000012,BANK_C,5,2025-06-27,127.76,104.53,1
LN20250325000013,BANK_B,1,2025-04-24,5.92,5.92,1
LN20250325000013,BANK_B,2,2025-05-24,5.79,5.79,1
LN20250325000013,BANK_B,3,2025-06-23,5.66,5.66,1
LN20250414000010,GTE_A,1,2025-05-14,36.67,55.00,1
LN20250414000010,GTE_A,2,2025-06-13,35.94,53.91,1
LN20250429000016,GTE_A,1,2025-05-29,20.00,30.00,1
LN20250429000016,GTE_A,2,2025-06-28,16.75,25.12,1
LN20250310000031,BANK_C,1,2025-04-09,262.02,214.38,1
LN20250310000031,BANK_C,2,2025-05-09,242.11,198.09,1
LN20250310000031,BANK_C,3,2025-06-08,221.88,181.54,1
LN20250121000006,BANK_B,1,2025-02-20,192.44,192.44,1
LN20250121000006,BANK_B,2,2025-03-22,161.09,161.09,1
LN20250121000006,BANK_B,3,2025-04-21,129.46,129.46,1
LN20250121000006,BANK_B,4,2025-05-21,97.54,97.54,1
LN20250121000006,BANK_B,5,2025-06-20,65.32,65.32,1
LN20250402000020,GTE_A,1,2025-05-02,5.00,7.50,1
LN20250402000020,GTE_A,2,2025-06-01,4.82,7.23,1
LN20250410000006,BANK_B,1,2025-05-10,312.50,312.50,1
LN20250410000006,BANK_B,2,2025-06-09,301.25,301.25,1
LN20250305000022,BANK_B,1,2025-04-04,106.25,106.25,1
LN20250305000022,BANK_B,2,2025-05-04,98.06,98.06,1
LN20250305000022,BANK_B,3,2025-06-03,89.76,89.76,1
LN20250226000027,BANK_C,1,2025-03-28,32.08,26.25,1
LN20250226000027,BANK_C,2,2025-04-27,26.89,22.00,1
LN20250226000027,BANK_C,3,2025-05-27,21.64,17.70,1
LN20250226000027,BANK_C,4,2025-06-26,16.32,13.35,1
LN20250222000031,GTE_A,1,2025-03-24,266.67,400.00,1
LN20250222000031,GTE_A,2,2025-04-23,245.44,368.17,1
LN20250222000031,GTE_A,3,2025-05-23,224.05,336.07,1
LN20250222000031,GTE_A,4,2025-06-22,202.47,303.70,1
LN20250218000025,GTE_A,1,2025-03-20,293.33,440.00,1
LN20250218000025,GTE_A,2,2025-04-19,196.45,294.67,1
LN20250218000025,GTE_A,3,2025-05-19,98.67,148.01,1
LN20250209000018,BANK_C,1,2025-03-11,10.08,8.25,1
LN20250209000018,BANK_C,2,2025-04-10,9.61,7.86,1
LN20250209000018,BANK_C,3,2025-05-10,9.12,7.46,1
LN20250209000018,BANK_C,4,2025-06-09,8.62,7.06,1
LN20250320000020,BANK_B,1,2025-04-19,250.00,250.00,1
LN20250320000020,BANK_B,2,2025-05-19,237.25,237.25,1
LN20250320000020,BANK_B,3,2025-06-18,224.38,224.38,1
LN20250505000011,BANK_C,1,2025-06-04,347.44,284.27,1
LN20250322000027,BANK_B,1,2025-04-21,144.26,144.26,1
LN20250322000027,BANK_B,2,2025-05-21,96.85,96.85,1
LN20250322000027,BANK_B,3,2025-06-20,48.76,48.76,1
LN20250529000021,BANK_B,1,2025-06-28,4.78,4.78,1
LN20250221000033,BANK_C,1,2025-03-23,27.50,22.50,1
LN20250221000033,BANK_C,2,2025-04-22,18.42,15.07,1
LN20250221000033,BANK_C,3,2025-05-22,9.26,7.57,1
LN20250216000024,BANK_B,1,2025-03-18,250.00,250.00,1
LN20250216000024,BANK_B,2,2025-04-17,230.29,230.29,1
LN20250216000024,BANK_B,3,2025-05-17,210.38,210.38,1
LN20250216000024,BANK_B,4,2025-06-16,190.27,190.27,1
LN20250124000011,GTE_A,1,2025-02-23,271.93,407.90,1
LN20250124000011,GTE_A,2,2025-03-25,251.08,376.62,1
LN20250124000011,GTE_A,3,2025-04-24,229.92,344.87,1
LN20250124000011,GTE_A,4,2025-05-24,208.43,312.65,1
LN20250124000011,GTE_A,5,2025-06-23,186.63,279.94,1
LN20250201000018,BANK_B,1,2025-03-03,299.87,299.87,1
LN20250201000018,BANK_B,2,2025-04-02,293.33,293.33,1
LN20250201000018,BANK_B,3,2025-05-02,286.70,286.70,1
LN20250201000018,BANK_B,4,2025-06-01,279.98,279.98,1
LN20250312000035,BANK_B,1,2025-04-11,319.38,319.38,1
LN20250312000035,BANK_B,2,2025-05-11,294.54,294.54,1
LN20250312000035,BANK_B,3,2025-06-10,269.40,269.40,1
LN20250127000012,GTE_A,1,2025-02-26,6.15,9.23,1
LN20250127000012,GTE_A,2,2025-03-28,5.85,8.77,1
LN20250127000012,GTE_A,3,2025-04-27,5.54,8.31,1
LN20250127000012,GTE_A,4,2025-05-27,5.23,7.84,1
LN20250127000012,GTE_A,5,2025-06-26,4.91,7.36,1
LN20250203000017,BANK_C,1,2025-03-05,422.57,345.74,1
LN20250203000017,BANK_C,2,2025-04-04,283.58,232.02,1
LN20250203000017,BANK_C,3,2025-05-04,142.73,116.78,1
LN20250123000007,BANK_B,1,2025-02-22,83.33,83.33,1
LN20250123000007,BANK_B,2,2025-03-24,56.01,56.01,1
LN20250123000007,BANK_B,3,2025-04-23,28.24,28.24,1
LN20250209000020,BANK_B,1,2025-03-11,5.31,5.31,1
LN20250209000020,BANK_B,2,2025-04-10,5.19,5.19,1
LN20250209000020,BANK_B,3,2025-05-10,5.06,5.06,1
LN20250209000020,BANK_B,4,2025-06-09,4.93,4.93,1
LN20250223000034,BANK_C,1,2025-03-25,178.75,146.25,1
LN20250223000034,BANK_C,2,2025-04-24,169.70,138.85,1
LN20250223000034,BANK_C,3,2025-05-24,160.56,131.37,1
LN20250223000034,BANK_C,4,2025-06-23,151.31,123.80,1
LN20250210000020,BANK_B,1,2025-03-12,7.50,7.50,1
LN20250210000020,BANK_B,2,2025-04-11,7.13,7.13,1
LN20250210000020,BANK_B,3,2025-05-11,6.76,6.76,1
LN20250210000020,BANK_B,4,2025-06-10,6.39,6.39,1
LN20250414000011,BANK_B,1,2025-05-14,37.50,37.50,1
LN20250414000011,BANK_B,2,2025-06-13,35.67,35.67,1
LN20250530000023,BANK_C,1,2025-06-29,99.57,81.47,1
LN20250504000015,BANK_C,1,2025-06-03,213.95,175.05,1
LN20250217000026,BANK_B,1,2025-03-19,300.86,300.86,1
LN20250217000026,BANK_B,2,2025-04-18,290.25,290.25,1
LN20250217000026,BANK_B,3,2025-05-18,279.48,279.48,1
LN20250217000026,BANK_B,4,2025-06-17,268.57,268.57,1
LN20250208000017,BANK_B,1,2025-03-10,42.64,42.64,1
LN20250208000017,BANK_B,2,2025-04-09,35.88,35.88,1
LN20250208000017,BANK_B,3,2025-05-09,28.99,28.99,1
LN20250208000017,BANK_B,4,2025-06-08,21.95,21.95,1
LN20250126000008,BANK_B,1,2025-02-25,36.67,36.67,1
LN20250126000008,BANK_B,2,2025-03-27,35.29,35.29,1
LN20250126000008,BANK_B,3,2025-04-26,33.91,33.91,1
LN20250126000008,BANK_B,4,2025-05-26,32.51,32.51,1
LN20250126000008,BANK_B,5,2025-06-25,31.10,31.10,1
LN20250430000016,BANK_C,1,2025-05-30,269.92,220.84,1
LN20250430000016,BANK_C,2,2025-06-29,264.47,216.39,1
LN20250221000034,BANK_C,1,2025-03-23,466.68,381.83,1
LN20250221000034,BANK_C,2,2025-04-22,442.72,362.22,1
LN20250221000034,BANK_C,3,2025-05-22,418.53,342.44,1
LN20250221000034,BANK_C,4,2025-06-21,394.13,322.47,1
LN20250206000021,GTE_A,1,2025-03-08,66.67,100.00,1
LN20250206000021,GTE_A,2,2025-04-07,61.60,92.40,1
LN20250206000021,GTE_A,3,2025-05-07,56.45,84.68,1
LN20250206000021,GTE_A,4,2025-06-06,51.22,76.83,1
LN20250329000018,GTE_A,1,2025-04-28,100.00,150.00,1
LN20250329000018,GTE_A,2,2025-05-28,97.78,146.68,1
LN20250329000018,GTE_A,3,2025-06-27,95.54,143.31,1
LN20250506000010,BANK_B,1,2025-06-05,93.75,93.75,1
LN20250518000018,BANK_B,1,2025-06-17,212.50,212.50,1
LN20250508000023,BANK_B,1,2025-06-07,39.58,39.58,1
LN20250308000032,BANK_C,1,2025-04-07,96.62,79.05,1
LN20250308000032,BANK_C,2,2025-05-07,94.70,77.48,1
LN20250308000032,BANK_C,3,2025-06-06,92.75,75.88,1
LN20250208000018,GTE_A,1,2025-03-10,46.06,69.09,1
LN20250208000018,GTE_A,2,2025-04-09,30.97,46.46,1
LN20250208000018,GTE_A,3,2025-05-09,15.62,23.43,1
LN20250306000039,GTE_A,1,2025-04-05,57.59,86.38,1
LN20250306000039,GTE_A,2,2025-05-05,54.90,82.35,1
LN20250306000039,GTE_A,3,2025-06-04,52.15,78.23,1
LN20250326000024,BANK_C,1,2025-04-25,373.34,305.46,1
LN20250326000024,BANK_C,2,2025-05-25,344.31,281.71,1
LN20250326000024,BANK_C,3,2025-06-24,314.92,257.66,1
LN20250204000018,GTE_A,1,2025-03-06,63.33,95.00,1
LN20250204000018,GTE_A,2,2025-04-05,42.55,63.83,1
LN20250204000018,GTE_A,3,2025-05-05,21.44,32.17,1
LN20250327000030,BANK_B,1,2025-04-26,216.58,216.58,1
LN20250327000030,BANK_B,2,2025-05-26,200.13,200.13,1
LN20250327000030,BANK_B,3,2025-06-25,183.40,183.40,1
LN20250325000014,BANK_B,1,2025-04-24,225.00,225.00,1
LN20250325000014,BANK_B,2,2025-05-24,220.24,220.24,1
LN20250325000014,BANK_B,3,2025-06-23,215.41,215.41,1
LN20250507000027,BANK_C,1,2025-06-06,257.65,210.81,1
LN20250211000022,BANK_B,1,2025-03-13,83.33,83.33,1
LN20250211000022,BANK_B,2,2025-04-12,81.63,81.63,1
LN20250211000022,BANK_B,3,2025-05-12,79.89,79.89,1
LN20250211000022,BANK_B,4,2025-06-11,78.12,78.12,1
LN20250404000025,BANK_B,1,2025-05-04,238.41,238.41,1
LN20250404000025,BANK_B,2,2025-06-03,233.60,233.60,1
LN20250505000012,GTE_A,1,2025-06-04,55.00,82.50,1
LN20250310000032,BANK_B,1,2025-04-09,112.50,112.50,1
LN20250310000032,BANK_B,2,2025-05-09,110.12,110.12,1
LN20250310000032,BANK_B,3,2025-06-08,107.71,107.71,1
LN20250201000019,BANK_C,1,2025-03-03,293.12,239.82,1
LN20250201000019,BANK_C,2,2025-04-02,286.82,234.67,1
LN20250201000019,BANK_C,3,2025-05-02,280.43,229.45,1
LN20250201000019,BANK_C,4,2025-06-01,273.96,224.15,1
LN20250213000037,BANK_C,1,2025-03-15,43.36,35.48,1
LN20250213000037,BANK_C,2,2025-04-14,29.15,23.85,1
LN20250213000037,BANK_C,3,2025-05-14,14.69,12.02,1
LN20250119000001,BANK_B,1,2025-02-18,35.42,35.42,1
LN20250119000001,BANK_B,2,2025-03-20,33.68,33.68,1
LN20250119000001,BANK_B,3,2025-04-19,31.91,31.91,1
LN20250119000001,BANK_B,4,2025-05-19,30.12,30.12,1
LN20250119000001,BANK_B,5,2025-06-18,28.30,28.30,1
LN20250505000013,GTE_A,1,2025-06-04,3.67,5.50,1
LN20250308000033,BANK_C,1,2025-04-07,232.92,190.57,1
LN20250308000033,BANK_C,2,2025-05-07,156.49,128.04,1
LN20250308000033,BANK_C,3,2025-06-06,78.86,64.52,1
LN20250513000017,GTE_A,1,2025-06-12,67.16,100.75,1
LN20250217000027,GTE_A,1,2025-03-19,188.16,282.25,1
LN20250217000027,GTE_A,2,2025-04-18,126.07,189.10,1
LN20250217000027,GTE_A,3,2025-05-18,63.35,95.02,1
LN20250312000037,BANK_C,1,2025-04-11,206.25,168.75,1
LN20250312000037,BANK_C,2,2025-05-11,195.96,160.33,1
LN20250312000037,BANK_C,3,2025-06-10,185.54,151.81,1
LN20250315000015,BANK_C,1,2025-04-14,360.41,294.88,1
LN20250315000015,BANK_C,2,2025-05-14,341.76,279.63,1
LN20250315000015,BANK_C,3,2025-06-13,322.97,264.25,1
LN20250514000014,BANK_C,1,2025-06-13,389.58,318.75,1
LN20250131000019,BANK_C,1,2025-03-02,75.63,61.87,1
LN20250131000019,BANK_C,2,2025-04-01,50.65,41.44,1
LN20250131000019,BANK_C,3,2025-05-01,25.44,20.81,1
LN20250209000021,GTE_A,1,2025-03-11,12.00,18.00,1
LN20250209000021,GTE_A,2,2025-04-10,11.41,17.12,1
LN20250209000021,GTE_A,3,2025-05-10,10.82,16.23,1
LN20250209000021,GTE_A,4,2025-06-09,10.22,15.32,1
LN20250329000020,BANK_B,1,2025-04-28,132.06,132.06,1
LN20250329000020,BANK_B,2,2025-05-28,127.45,127.45,1
LN20250329000020,BANK_B,3,2025-06-27,122.77,122.77,1
LN20250311000029,BANK_C,1,2025-04-10,62.33,51.00,1
LN20250311000029,BANK_C,2,2025-05-10,59.27,48.49,1
LN20250311000029,BANK_C,3,2025-06-09,56.16,45.95,1
LN20250320000021,BANK_C,1,2025-04-19,51.33,42.00,1
