application_id,from_status,to_status,remark,changed_at,changed_by,is_test_data
AP20250307000074,INIT,PENDING,进入审核,2025-03-07 15:13:19,SYSTEM,1
AP20250307000074,PENDING,REJECTED,REJECT,2025-03-07 15:22:00,SYSTEM,1
AP20250512000071,\N,INIT,创建申请,2025-05-12 21:14:18,SYSTEM,1
AP20250512000071,INIT,PENDING,进入审核,2025-05-12 21:15:18,SYSTEM,1
AP20250512000071,PENDING,APPROVED,APPROVE,2025-05-12 21:22:52,SYSTEM,1
AP20250110000019,\N,INIT,创建申请,2025-01-10 20:07:50,SYSTEM,1
AP20250110000019,INIT,PENDING,进入审核,2025-01-10 20:08:50,SYSTEM,1
AP20250110000019,PENDING,REJECTED,REJECT,2025-01-10 20:20:29,SYSTEM,1
AP20250311000059,\N,INIT,创建申请,2025-03-11 06:24:06,SYSTEM,1
AP20250311000059,INIT,PENDING,进入审核,2025-03-11 06:25:06,SYSTEM,1
AP20250311000059,PENDING,APPROVED,APPROVE,2025-03-11 06:37:24,SYSTEM,1
AP20250416000049,\N,INIT,创建申请,2025-04-16 21:05:11,SYSTEM,1
AP20250416000049,INIT,PENDING,进入审核,2025-04-16 21:06:11,SYSTEM,1
AP20250416000049,PENDING,APPROVED,APPROVE,2025-04-16 21:11:24,SYSTEM,1
AP20250325000052,\N,INIT,创建申请,2025-03-25 12:36:37,SYSTEM,1
AP20250325000052,INIT,PENDING,进入审核,2025-03-25 12:37:37,SYSTEM,1
AP20250325000052,PENDING,APPROVED,APPROVE,2025-03-25 12:47:41,SYSTEM,1
AP20250218000130,\N,INIT,创建申请,2025-02-18 16:53:17,SYSTEM,1
AP20250218000130,INIT,PENDING,进入审核,2025-02-18 16:54:17,SYSTEM,1
AP20250218000130,PENDING,REJECTED,REJECT,2025-02-18 17:04:16,SYSTEM,1
AP20250309000082,\N,INIT,创建申请,2025-03-09 09:14:45,SYSTEM,1
AP20250309000082,INIT,PENDING,进入审核,2025-03-09 09:15:45,SYSTEM,1
AP20250309000082,PENDING,APPROVED,APPROVE,2025-03-09 09:23:46,SYSTEM,1
AP20250531000065,\N,INIT,创建申请,2025-05-31 01:50:05,SYSTEM,1
AP20250531000065,INIT,PENDING,进入审核,2025-05-31 01:51:05,SYSTEM,1
AP20250531000065,PENDING,APPROVED,APPROVE,2025-05-31 02:01:11,SYSTEM,1
AP20250518000066,\N,INIT,创建申请,2025-05-18 22:52:22,SYSTEM,1
AP20250518000066,INIT,PENDING,进入审核,2025-05-18 22:53:22,SYSTEM,1
AP20250518000066,PENDING,REJECTED,REJECT,2025-05-18 23:00:24,SYSTEM,1
AP20250212000120,\N,INIT,创建申请,2025-02-12 20:58:42,SYSTEM,1
AP20250212000120,INIT,PENDING,进入审核,2025-02-12 20:59:42,SYSTEM,1
AP20250212000120,PENDING,REJECTED,REJECT,2025-02-12 21:04:34,SYSTEM,1
AP20250413000049,\N,INIT,创建申请,2025-04-13 21:18:51,SYSTEM,1
AP20250413000049,INIT,PENDING,进入审核,2025-04-13 21:19:51,SYSTEM,1
AP20250413000049,PENDING,REJECTED,REJECT,2025-04-13 21:28:28,SYSTEM,1
AP20250514000063,\N,INIT,创建申请,2025-05-14 09:03:09,SYSTEM,1
AP20250514000063,INIT,PENDING,进入审核,2025-05-14 09:04:09,SYSTEM,1
AP20250514000063,PENDING,APPROVED,APPROVE,2025-05-14 09:11:15,SYSTEM,1
AP20250601000064,\N,INIT,创建申请,2025-06-01 20:07:39,SYSTEM,1
AP20250601000064,INIT,PENDING,进入审核,2025-06-01 20:08:39,SYSTEM,1
AP20250601000064,PENDING,APPROVED,APPROVE,2025-06-01 20:17:20,SYSTEM,1
AP20250619000053,\N,INIT,创建申请,2025-06-19 15:43:24,SYSTEM,1
AP20250619000053,INIT,PENDING,进入审核,2025-06-19 15:44:24,SYSTEM,1
AP20250619000053,PENDING,APPROVED,APPROVE,2025-06-19 15:50:18,SYSTEM,1
AP20250206000085,\N,INIT,创建申请,2025-02-06 22:16:41,SYSTEM,1
AP20250206000085,INIT,PENDING,进入审核,2025-02-06 22:17:41,SYSTEM,1
AP20250206000085,PENDING,REJECTED,REJECT,2025-02-06 22:24:21,SYSTEM,1
AP20250625000052,\N,INIT,创建申请,2025-06-25 21:01:36,SYSTEM,1
AP20250625000052,INIT,PENDING,进入审核,2025-06-25 21:02:36,SYSTEM,1
AP20250625000052,PENDING,REJECTED,REJECT,2025-06-25 21:07:32,SYSTEM,1
AP20250514000064,\N,INIT,创建申请,2025-05-14 21:30:37,SYSTEM,1
AP20250514000064,INIT,PENDING,进入审核,2025-05-14 21:31:37,SYSTEM,1
AP20250514000064,PENDING,REJECTED,REJECT,2025-05-14 21:41:31,SYSTEM,1
AP20250211000120,\N,INIT,创建申请,2025-02-11 13:05:13,SYSTEM,1
AP20250211000120,INIT,PENDING,进入审核,2025-02-11 13:06:13,SYSTEM,1
AP20250211000120,PENDING,APPROVED,APPROVE,2025-02-11 13:18:48,SYSTEM,1
AP20250622000041,\N,INIT,创建申请,2025-06-22 20:05:52,SYSTEM,1
AP20250622000041,INIT,PENDING,进入审核,2025-06-22 20:06:52,SYSTEM,1
AP20250622000041,PENDING,REJECTED,REJECT,2025-06-22 20:08:19,SYSTEM,1
AP20250616000062,\N,INIT,创建申请,2025-06-16 12:54:59,SYSTEM,1
AP20250616000062,INIT,PENDING,进入审核,2025-06-16 12:55:59,SYSTEM,1
AP20250616000062,PENDING,APPROVED,APPROVE,2025-06-16 13:03:32,SYSTEM,1
AP20250407000056,\N,INIT,创建申请,2025-04-07 22:57:19,SYSTEM,1
AP20250407000056,INIT,PENDING,进入审核,2025-04-07 22:58:19,SYSTEM,1
AP20250407000056,PENDING,REJECTED,REJECT,2025-04-07 23:09:07,SYSTEM,1
AP20250426000046,\N,INIT,创建申请,2025-04-26 13:43:37,SYSTEM,1
AP20250426000046,INIT,PENDING,进入审核,2025-04-26 13:44:37,SYSTEM,1
AP20250426000046,PENDING,APPROVED,APPROVE,2025-04-26 13:49:23,SYSTEM,1
AP20250601000065,\N,INIT,创建申请,2025-06-01 12:25:32,SYSTEM,1
AP20250601000065,INIT,PENDING,进入审核,2025-06-01 12:26:32,SYSTEM,1
AP20250601000065,PENDING,APPROVED,APPROVE,2025-06-01 12:39:39,SYSTEM,1
AP20250421000060,\N,INIT,创建申请,2025-04-21 12:52:29,SYSTEM,1
AP20250421000060,INIT,PENDING,进入审核,2025-04-21 12:53:29,SYSTEM,1
AP20250421000060,PENDING,REJECTED,REJECT,2025-04-21 12:57:18,SYSTEM,1
AP20250611000070,\N,INIT,创建申请,2025-06-11 14:24:13,SYSTEM,1
AP20250611000070,INIT,PENDING,进入审核,2025-06-11 14:25:13,SYSTEM,1
AP20250611000070,PENDING,APPROVED,APPROVE,2025-06-11 14:35:12,SYSTEM,1
AP20250424000061,\N,INIT,创建申请,2025-04-24 20:30:33,SYSTEM,1
AP20250424000061,INIT,PENDING,进入审核,2025-04-24 20:31:33,SYSTEM,1
AP20250424000061,PENDING,APPROVED,APPROVE,2025-04-24 20:39:17,SYSTEM,1
AP20250210000100,\N,INIT,创建申请,2025-02-10 13:52:01,SYSTEM,1
AP20250210000100,INIT,PENDING,进入审核,2025-02-10 13:53:01,SYSTEM,1
AP20250210000100,PENDING,APPROVED,APPROVE,2025-02-10 14:01:13,SYSTEM,1
AP20250301000090,\N,INIT,创建申请,2025-03-01 20:51:25,SYSTEM,1
AP20250301000090,INIT,PENDING,进入审核,2025-03-01 20:52:25,SYSTEM,1
AP20250301000090,PENDING,REJECTED,REJECT,2025-03-01 20:56:55,SYSTEM,1
AP20250315000069,\N,INIT,创建申请,2025-03-15 21:13:46,SYSTEM,1
AP20250315000069,INIT,PENDING,进入审核,2025-03-15 21:14:46,SYSTEM,1
AP20250315000069,PENDING,REJECTED,REJECT,2025-03-15 21:22:15,SYSTEM,1
AP20250614000052,\N,INIT,创建申请,2025-06-14 10:18:52,SYSTEM,1
AP20250614000052,INIT,PENDING,进入审核,2025-06-14 10:19:52,SYSTEM,1
AP20250614000052,PENDING,APPROVED,APPROVE,2025-06-14 10:33:46,SYSTEM,1
AP20250629000040,\N,INIT,创建申请,2025-06-29 13:36:12,SYSTEM,1
AP20250629000040,INIT,PENDING,进入审核,2025-06-29 13:37:12,SYSTEM,1
AP20250629000040,PENDING,REJECTED,REJECT,2025-06-29 13:41:03,SYSTEM,1
AP20250220000111,\N,INIT,创建申请,2025-02-20 16:21:00,SYSTEM,1
AP20250220000111,INIT,PENDING,进入审核,2025-02-20 16:22:00,SYSTEM,1
AP20250220000111,PENDING,APPROVED,APPROVE,2025-02-20 16:31:22,SYSTEM,1
AP20250508000069,\N,INIT,创建申请,2025-05-08 20:58:53,SYSTEM,1
AP20250508000069,INIT,PENDING,进入审核,2025-05-08 20:59:53,SYSTEM,1
AP20250508000069,PENDING,APPROVED,APPROVE,2025-05-08 21:12:37,SYSTEM,1
AP20250126000049,\N,INIT,创建申请,2025-01-26 07:46:54,SYSTEM,1
AP20250126000049,INIT,PENDING,进入审核,2025-01-26 07:47:54,SYSTEM,1
AP20250126000049,PENDING,APPROVED,APPROVE,2025-01-26 08:00:16,SYSTEM,1
AP20250526000057,\N,INIT,创建申请,2025-05-26 20:59:58,SYSTEM,1
AP20250526000057,INIT,PENDING,进入审核,2025-05-26 21:00:58,SYSTEM,1
AP20250526000057,PENDING,REJECTED,REJECT,2025-05-26 21:11:29,SYSTEM,1
AP20250224000097,\N,INIT,创建申请,2025-02-24 12:13:03,SYSTEM,1
AP20250224000097,INIT,PENDING,进入审核,2025-02-24 12:14:03,SYSTEM,1
AP20250224000097,PENDING,APPROVED,APPROVE,2025-02-24 12:22:39,SYSTEM,1
AP20250209000097,\N,INIT,创建申请,2025-02-09 09:34:51,SYSTEM,1
AP20250209000097,INIT,PENDING,进入审核,2025-02-09 09:35:51,SYSTEM,1
AP20250209000097,PENDING,REJECTED,REJECT,2025-02-09 09:39:46,SYSTEM,1
AP20250529000052,\N,INIT,创建申请,2025-05-29 13:50:53,SYSTEM,1
AP20250529000052,INIT,PENDING,进入审核,2025-05-29 13:51:53,SYSTEM,1
AP20250529000052,PENDING,REJECTED,REJECT,2025-05-29 13:58:34,SYSTEM,1
AP20250426000047,\N,INIT,创建申请,2025-04-26 12:20:28,SYSTEM,1
AP20250426000047,INIT,PENDING,进入审核,2025-04-26 12:21:28,SYSTEM,1
AP20250426000047,PENDING,REJECTED,REJECT,2025-04-26 12:25:41,SYSTEM,1
AP20250319000052,\N,INIT,创建申请,2025-03-19 23:15:53,SYSTEM,1
AP20250319000052,INIT,PENDING,进入审核,2025-03-19 23:16:53,SYSTEM,1
AP20250319000052,PENDING,REJECTED,REJECT,2025-03-19 23:25:46,SYSTEM,1
AP20250131000084,\N,INIT,创建申请,2025-01-31 12:12:57,SYSTEM,1
AP20250131000084,INIT,PENDING,进入审核,2025-01-31 12:13:57,SYSTEM,1
AP20250131000084,PENDING,REJECTED,REJECT,2025-01-31 12:22:26,SYSTEM,1
AP20250207000103,\N,INIT,创建申请,2025-02-07 22:06:32,SYSTEM,1
AP20250207000103,INIT,PENDING,进入审核,2025-02-07 22:07:32,SYSTEM,1
AP20250207000103,PENDING,APPROVED,APPROVE,2025-02-07 22:17:43,SYSTEM,1
AP20250207000104,\N,INIT,创建申请,2025-02-07 21:27:39,SYSTEM,1
AP20250207000104,INIT,PENDING,进入审核,2025-02-07 21:28:39,SYSTEM,1
AP20250207000104,PENDING,REJECTED,REJECT,2025-02-07 21:33:38,SYSTEM,1
AP20250612000064,\N,INIT,创建申请,2025-06-12 13:34:10,SYSTEM,1
AP20250612000064,INIT,PENDING,进入审核,2025-06-12 13:35:10,SYSTEM,1
AP20250612000064,PENDING,APPROVED,APPROVE,2025-06-12 13:45:12,SYSTEM,1
AP20250614000053,\N,INIT,创建申请,2025-06-14 21:14:36,SYSTEM,1
AP20250614000053,INIT,PENDING,进入审核,2025-06-14 21:15:36,SYSTEM,1
AP20250614000053,PENDING,REJECTED,REJECT,2025-06-14 21:28:38,SYSTEM,1
AP20250512000072,\N,INIT,创建申请,2025-05-12 12:22:44,SYSTEM,1
AP20250512000072,INIT,PENDING,进入审核,2025-05-12 12:23:44,SYSTEM,1
AP20250512000072,PENDING,REJECTED,REJECT,2025-05-12 12:30:22,SYSTEM,1
AP20250513000061,\N,INIT,创建申请,2025-05-13 18:26:12,SYSTEM,1
AP20250513000061,INIT,PENDING,进入审核,2025-05-13 18:27:12,SYSTEM,1
AP20250513000061,PENDING,REJECTED,REJECT,2025-05-13 18:37:31,SYSTEM,1
AP20250506000062,\N,INIT,创建申请,2025-05-06 12:06:26,SYSTEM,1
AP20250506000062,INIT,PENDING,进入审核,2025-05-06 12:07:26,SYSTEM,1
AP20250506000062,PENDING,APPROVED,APPROVE,2025-05-06 12:13:36,SYSTEM,1
AP20250522000067,\N,INIT,创建申请,2025-05-22 14:57:43,SYSTEM,1
AP20250522000067,INIT,PENDING,进入审核,2025-05-22 14:58:43,SYSTEM,1
AP20250522000067,PENDING,REJECTED,REJECT,2025-05-22 15:02:49,SYSTEM,1
AP20250529000053,\N,INIT,创建申请,2025-05-29 02:23:15,SYSTEM,1
AP20250529000053,INIT,PENDING,进入审核,2025-05-29 02:24:15,SYSTEM,1
AP20250529000053,PENDING,APPROVED,APPROVE,2025-05-29 02:31:41,SYSTEM,1
AP20250213000114,\N,INIT,创建申请,2025-02-13 18:51:32,SYSTEM,1
AP20250213000114,INIT,PENDING,进入审核,2025-02-13 18:52:32,SYSTEM,1
AP20250213000114,PENDING,APPROVED,APPROVE,2025-02-13 19:03:17,SYSTEM,1
AP20250303000086,\N,INIT,创建申请,2025-03-03 20:32:04,SYSTEM,1
AP20250303000086,INIT,PENDING,进入审核,2025-03-03 20:33:04,SYSTEM,1
AP20250303000086,PENDING,APPROVED,APPROVE,2025-03-03 20:37:59,SYSTEM,1
AP20250220000112,\N,INIT,创建申请,2025-02-20 22:05:51,SYSTEM,1
AP20250220000112,INIT,PENDING,进入审核,2025-02-20 22:06:51,SYSTEM,1
AP20250220000112,PENDING,APPROVED,APPROVE,2025-02-20 22:12:23,SYSTEM,1
AP20250404000035,\N,INIT,创建申请,2025-04-04 22:28:10,SYSTEM,1
AP20250404000035,INIT,PENDING,进入审核,2025-04-04 22:29:10,SYSTEM,1
AP20250404000035,PENDING,APPROVED,APPROVE,2025-04-04 22:43:03,SYSTEM,1
AP20250504000070,\N,INIT,创建申请,2025-05-04 06:19:28,SYSTEM,1
AP20250504000070,INIT,PENDING,进入审核,2025-05-04 06:20:28,SYSTEM,1
AP20250504000070,PENDING,APPROVED,APPROVE,2025-05-04 06:29:23,SYSTEM,1
AP20250501000058,\N,INIT,创建申请,2025-05-01 14:37:48,SYSTEM,1
AP20250501000058,INIT,PENDING,进入审核,2025-05-01 14:38:48,SYSTEM,1
AP20250501000058,PENDING,APPROVED,APPROVE,2025-05-01 14:48:23,SYSTEM,1
AP20250613000057,\N,INIT,创建申请,2025-06-13 13:41:56,SYSTEM,1
AP20250613000057,INIT,PENDING,进入审核,2025-06-13 13:42:56,SYSTEM,1
AP20250613000057,PENDING,APPROVED,APPROVE,2025-06-13 13:50:14,SYSTEM,1
AP20250514000065,\N,INIT,创建申请,2025-05-14 12:45:24,SYSTEM,1
AP20250514000065,INIT,PENDING,进入审核,2025-05-14 12:46:24,SYSTEM,1
AP20250514000065,PENDING,REJECTED,REJECT,2025-05-14 12:49:58,SYSTEM,1
AP20250427000058,\N,INIT,创建申请,2025-04-27 20:34:11,SYSTEM,1
AP20250427000058,INIT,PENDING,进入审核,2025-04-27 20:35:11,SYSTEM,1
AP20250427000058,PENDING,REJECTED,REJECT,2025-04-27 20:40:31,SYSTEM,1
AP20250207000105,\N,INIT,创建申请,2025-02-07 13:46:44,SYSTEM,1
AP20250207000105,INIT,PENDING,进入审核,2025-02-07 13:47:44,SYSTEM,1
AP20250207000105,PENDING,REJECTED,REJECT,2025-02-07 13:50:21,SYSTEM,1
AP20250623000045,\N,INIT,创建申请,2025-06-23 20:20:44,SYSTEM,1
AP20250623000045,INIT,PENDING,进入审核,2025-06-23 20:21:44,SYSTEM,1
AP20250623000045,PENDING,APPROVED,APPROVE,2025-06-23 20:29:58,SYSTEM,1
AP20250418000062,\N,INIT,创建申请,2025-04-18 07:25:59,SYSTEM,1
AP20250418000062,INIT,PENDING,进入审核,2025-04-18 07:26:59,SYSTEM,1
AP20250418000062,PENDING,APPROVED,APPROVE,2025-04-18 07:39:04,SYSTEM,1
AP20250313000070,\N,INIT,创建申请,2025-03-13 18:37:07,SYSTEM,1
AP20250313000070,INIT,PENDING,进入审核,2025-03-13 18:38:07,SYSTEM,1
AP20250313000070,PENDING,APPROVED,APPROVE,2025-03-13 18:42:21,SYSTEM,1
AP20250508000070,\N,INIT,创建申请,2025-05-08 13:09:06,SYSTEM,1
AP20250508000070,INIT,PENDING,进入审核,2025-05-08 13:10:06,SYSTEM,1
AP20250508000070,PENDING,APPROVED,APPROVE,2025-05-08 13:15:04,SYSTEM,1
AP20250527000055,\N,INIT,创建申请,2025-05-27 12:07:36,SYSTEM,1
AP20250527000055,INIT,PENDING,进入审核,2025-05-27 12:08:36,SYSTEM,1
AP20250527000055,PENDING,REJECTED,REJECT,2025-05-27 12:17:41,SYSTEM,1
AP20250511000063,\N,INIT,创建申请,2025-05-11 22:13:29,SYSTEM,1
AP20250511000063,INIT,PENDING,进入审核,2025-05-11 22:14:29,SYSTEM,1
AP20250511000063,PENDING,APPROVED,APPROVE,2025-05-11 22:24:26,SYSTEM,1
AP20250531000066,\N,INIT,创建申请,2025-05-31 12:10:04,SYSTEM,1
AP20250531000066,INIT,PENDING,进入审核,2025-05-31 12:11:04,SYSTEM,1
AP20250531000066,PENDING,REJECTED,REJECT,2025-05-31 12:18:57,SYSTEM,1
AP20250123000063,\N,INIT,创建申请,2025-01-23 12:29:35,SYSTEM,1
AP20250123000063,INIT,PENDING,进入审核,2025-01-23 12:30:35,SYSTEM,1
AP20250123000063,PENDING,APPROVED,APPROVE,2025-01-23 12:43:03,SYSTEM,1
AP20250210000101,\N,INIT,创建申请,2025-02-10 20:41:41,SYSTEM,1
AP20250210000101,INIT,PENDING,进入审核,2025-02-10 20:42:41,SYSTEM,1
AP20250210000101,PENDING,APPROVED,APPROVE,2025-02-10 20:46:03,SYSTEM,1
AP20250311000060,\N,INIT,创建申请,2025-03-11 16:26:12,SYSTEM,1
AP20250311000060,INIT,PENDING,进入审核,2025-03-11 16:27:12,SYSTEM,1
AP20250311000060,PENDING,APPROVED,APPROVE,2025-03-11 16:34:41,SYSTEM,1
AP20250220000113,\N,INIT,创建申请,2025-02-20 20:12:23,SYSTEM,1
AP20250220000113,INIT,PENDING,进入审核,2025-02-20 20:13:23,SYSTEM,1
AP20250220000113,PENDING,REJECTED,REJECT,2025-02-20 20:21:33,SYSTEM,1
AP20250212000121,\N,INIT,创建申请,2025-02-12 19:42:51,SYSTEM,1
AP20250212000121,INIT,PENDING,进入审核,2025-02-12 19:43:51,SYSTEM,1
AP20250212000121,PENDING,REJECTED,REJECT,2025-02-12 19:49:58,SYSTEM,1
AP20250203000116,\N,INIT,创建申请,2025-02-03 15:22:28,SYSTEM,1
AP20250203000116,INIT,PENDING,进入审核,2025-02-03 15:23:28,SYSTEM,1
AP20250203000116,PENDING,APPROVED,APPROVE,2025-02-03 15:36:11,SYSTEM,1
AP20250207000106,\N,INIT,创建申请,2025-02-07 22:47:38,SYSTEM,1
AP20250207000106,INIT,PENDING,进入审核,2025-02-07 22:48:38,SYSTEM,1
AP20250207000106,PENDING,APPROVED,APPROVE,2025-02-07 22:53:16,SYSTEM,1
AP20250503000066,\N,INIT,创建申请,2025-05-03 14:00:30,SYSTEM,1
AP20250503000066,INIT,PENDING,进入审核,2025-05-03 14:01:30,SYSTEM,1
AP20250503000066,PENDING,APPROVED,APPROVE,2025-05-03 14:10:16,SYSTEM,1
AP20250212000122,\N,INIT,创建申请,2025-02-12 18:41:50,SYSTEM,1
AP20250212000122,INIT,PENDING,进入审核,2025-02-12 18:42:50,SYSTEM,1
AP20250212000122,PENDING,REJECTED,REJECT,2025-02-12 18:46:41,SYSTEM,1
AP20250506000063,\N,INIT,创建申请,2025-05-06 21:40:02,SYSTEM,1
AP20250506000063,INIT,PENDING,进入审核,2025-05-06 21:41:02,SYSTEM,1
AP20250506000063,PENDING,REJECTED,REJECT,2025-05-06 21:47:29,SYSTEM,1
AP20250128000073,\N,INIT,创建申请,2025-01-28 23:02:48,SYSTEM,1
AP20250128000073,INIT,PENDING,进入审核,2025-01-28 23:03:48,SYSTEM,1
AP20250128000073,PENDING,APPROVED,APPROVE,2025-01-28 23:11:13,SYSTEM,1
AP20250222000107,\N,INIT,创建申请,2025-02-22 09:40:19,SYSTEM,1
AP20250222000107,INIT,PENDING,进入审核,2025-02-22 09:41:19,SYSTEM,1
AP20250222000107,PENDING,REJECTED,REJECT,2025-02-22 09:51:21,SYSTEM,1
AP20250126000050,\N,INIT,创建申请,2025-01-26 21:20:47,SYSTEM,1
AP20250126000050,INIT,PENDING,进入审核,2025-01-26 21:21:47,SYSTEM,1
AP20250126000050,PENDING,APPROVED,APPROVE,2025-01-26 21:31:30,SYSTEM,1
AP20250421000061,\N,INIT,创建申请,2025-04-21 19:56:26,SYSTEM,1
AP20250421000061,INIT,PENDING,进入审核,2025-04-21 19:57:26,SYSTEM,1
AP20250421000061,PENDING,REJECTED,REJECT,2025-04-21 20:04:35,SYSTEM,1
AP20250610000043,\N,INIT,创建申请,2025-06-10 08:16:17,SYSTEM,1
AP20250610000043,INIT,PENDING,进入审核,2025-06-10 08:17:17,SYSTEM,1
AP20250610000043,PENDING,REJECTED,REJECT,2025-06-10 08:22:10,SYSTEM,1
AP20250218000131,\N,INIT,创建申请,2025-02-18 18:07:53,SYSTEM,1
AP20250218000131,INIT,PENDING,进入审核,2025-02-18 18:08:53,SYSTEM,1
AP20250218000131,PENDING,APPROVED,APPROVE,2025-02-18 18:17:54,SYSTEM,1
AP20250305000092,\N,INIT,创建申请,2025-03-05 10:46:27,SYSTEM,1
AP20250305000092,INIT,PENDING,进入审核,2025-03-05 10:47:27,SYSTEM,1
AP20250305000092,PENDING,REJECTED,REJECT,2025-03-05 10:49:07,SYSTEM,1
AP20250107000019,\N,INIT,创建申请,2025-01-07 11:31:22,SYSTEM,1
AP20250107000019,INIT,PENDING,进入审核,2025-01-07 11:32:22,SYSTEM,1
AP20250107000019,PENDING,APPROVED,APPROVE,2025-01-07 11:40:43,SYSTEM,1
AP20250318000069,\N,INIT,创建申请,2025-03-18 09:31:10,SYSTEM,1
AP20250318000069,INIT,PENDING,进入审核,2025-03-18 09:32:10,SYSTEM,1
AP20250318000069,PENDING,APPROVED,APPROVE,2025-03-18 09:38:14,SYSTEM,1
AP20250213000115,\N,INIT,创建申请,2025-02-13 12:34:59,SYSTEM,1
AP20250213000115,INIT,PENDING,进入审核,2025-02-13 12:35:59,SYSTEM,1
AP20250213000115,PENDING,REJECTED,REJECT,2025-02-13 12:38:01,SYSTEM,1
AP20250615000051,\N,INIT,创建申请,2025-06-15 10:16:09,SYSTEM,1
AP20250615000051,INIT,PENDING,进入审核,2025-06-15 10:17:09,SYSTEM,1
AP20250615000051,PENDING,REJECTED,REJECT,2025-06-15 10:21:04,SYSTEM,1
AP20250529000054,\N,INIT,创建申请,2025-05-29 09:05:16,SYSTEM,1
AP20250529000054,INIT,PENDING,进入审核,2025-05-29 09:06:16,SYSTEM,1
AP20250529000054,PENDING,APPROVED,APPROVE,2025-05-29 09:14:27,SYSTEM,1
AP20250503000067,\N,INIT,创建申请,2025-05-03 13:41:50,SYSTEM,1
AP20250503000067,INIT,PENDING,进入审核,2025-05-03 13:42:50,SYSTEM,1
AP20250503000067,PENDING,APPROVED,APPROVE,2025-05-03 13:48:26,SYSTEM,1
AP20250205000095,\N,INIT,创建申请,2025-02-05 13:56:49,SYSTEM,1
AP20250205000095,INIT,PENDING,进入审核,2025-02-05 13:57:49,SYSTEM,1
AP20250205000095,PENDING,REJECTED,REJECT,2025-02-05 14:04:34,SYSTEM,1
AP20250602000061,\N,INIT,创建申请,2025-06-02 06:25:07,SYSTEM,1
AP20250602000061,INIT,PENDING,进入审核,2025-06-02 06:26:07,SYSTEM,1
AP20250602000061,PENDING,REJECTED,REJECT,2025-06-02 06:29:53,SYSTEM,1
AP20250225000100,\N,INIT,创建申请,2025-02-25 20:20:45,SYSTEM,1
AP20250225000100,INIT,PENDING,进入审核,2025-02-25 20:21:45,SYSTEM,1
AP20250225000100,PENDING,APPROVED,APPROVE,2025-02-25 20:32:30,SYSTEM,1
AP20250119000051,\N,INIT,创建申请,2025-01-19 22:38:43,SYSTEM,1
AP20250119000051,INIT,PENDING,进入审核,2025-01-19 22:39:43,SYSTEM,1
AP20250119000051,PENDING,REJECTED,REJECT,2025-01-19 22:52:08,SYSTEM,1
AP20250421000062,\N,INIT,创建申请,2025-04-21 09:09:58,SYSTEM,1
AP20250421000062,INIT,PENDING,进入审核,2025-04-21 09:10:58,SYSTEM,1
AP20250421000062,PENDING,REJECTED,REJECT,2025-04-21 09:17:20,SYSTEM,1
AP20250525000069,\N,INIT,创建申请,2025-05-25 12:15:41,SYSTEM,1
AP20250525000069,INIT,PENDING,进入审核,2025-05-25 12:16:41,SYSTEM,1
AP20250525000069,PENDING,APPROVED,APPROVE,2025-05-25 12:27:32,SYSTEM,1
AP20250204000095,\N,INIT,创建申请,2025-02-04 22:15:12,SYSTEM,1
AP20250204000095,INIT,PENDING,进入审核,2025-02-04 22:16:12,SYSTEM,1
AP20250204000095,PENDING,APPROVED,APPROVE,2025-02-04 22:23:15,SYSTEM,1
AP20250522000068,\N,INIT,创建申请,2025-05-22 23:46:56,SYSTEM,1
AP20250522000068,INIT,PENDING,进入审核,2025-05-22 23:47:56,SYSTEM,1
AP20250522000068,PENDING,REJECTED,REJECT,2025-05-22 23:58:53,SYSTEM,1
AP20250403000039,\N,INIT,创建申请,2025-04-03 10:18:15,SYSTEM,1
AP20250403000039,INIT,PENDING,进入审核,2025-04-03 10:19:15,SYSTEM,1
AP20250403000039,PENDING,REJECTED,REJECT,2025-04-03 10:33:11,SYSTEM,1
AP20250314000073,\N,INIT,创建申请,2025-03-14 20:06:46,SYSTEM,1
AP20250314000073,INIT,PENDING,进入审核,2025-03-14 20:07:46,SYSTEM,1
AP20250314000073,PENDING,REJECTED,REJECT,2025-03-14 20:18:39,SYSTEM,1
AP20250612000065,\N,INIT,创建申请,2025-06-12 06:04:17,SYSTEM,1
AP20250612000065,INIT,PENDING,进入审核,2025-06-12 06:05:17,SYSTEM,1
AP20250612000065,PENDING,REJECTED,REJECT,2025-06-12 06:14:01,SYSTEM,1
AP20250306000086,\N,INIT,创建申请,2025-03-06 00:15:31,SYSTEM,1
AP20250306000086,INIT,PENDING,进入审核,2025-03-06 00:16:31,SYSTEM,1
AP20250306000086,PENDING,APPROVED,APPROVE,2025-03-06 00:23:34,SYSTEM,1
AP20250208000107,\N,INIT,创建申请,2025-02-08 14:49:05,SYSTEM,1
AP20250208000107,INIT,PENDING,进入审核,2025-02-08 14:50:05,SYSTEM,1
AP20250208000107,PENDING,REJECTED,REJECT,2025-02-08 14:55:25,SYSTEM,1
AP20250403000040,\N,INIT,创建申请,2025-04-03 13:54:25,SYSTEM,1
AP20250403000040,INIT,PENDING,进入审核,2025-04-03 13:55:25,SYSTEM,1
AP20250403000040,PENDING,APPROVED,APPROVE,2025-04-03 14:01:26,SYSTEM,1
AP20250217000112,\N,INIT,创建申请,2025-02-17 09:15:45,SYSTEM,1
AP20250217000112,INIT,PENDING,进入审核,2025-02-17 09:16:45,SYSTEM,1
