application_id,customer_id,bureau,pull_time,score,overdue_count,query_count_1m,is_test_data
AP20250405000037,C00009435,PBOC,2025-04-05 21:31:08,656,1,0,1
AP20250515000061,C00006621,TONGDUN,2025-05-15 11:12:33,680,3,2,1
AP20250405000038,C00003124,PBOC,2025-04-05 13:23:03,586,3,1,1
AP20250216000085,C00007729,PBOC,2025-02-16 22:56:00,668,0,7,1
AP20250209000086,C00009657,BAIRONG,2025-02-09 20:47:27,577,0,4,1
AP20250513000051,C00005083,BAIRONG,2025-05-13 13:23:07,498,2,2,1
AP20250209000087,C00005855,TONGDUN,2025-02-09 12:31:55,720,0,0,1
AP20250228000088,C00001060,TONGDUN,2025-02-28 21:06:10,564,1,3,1
AP20250504000061,C00002582,PBOC,2025-05-04 22:26:11,701,2,5,1
AP20250421000049,C00007732,TONGDUN,2025-04-21 09:22:08,707,3,8,1
AP20250628000044,C00006987,TONGDUN,2025-06-28 16:06:25,646,1,6,1
AP20250602000057,C00003059,PBOC,2025-06-02 22:06:06,572,1,6,1
AP20250202000092,C00007401,PBOC,2025-02-02 18:25:24,667,3,2,1
AP20250601000056,C00004929,TONGDUN,2025-06-01 19:32:52,653,3,8,1
AP20250116000043,C00002767,TONGDUN,2025-01-16 18:21:25,566,2,3,1
AP20250630000039,C00004962,BAIRONG,2025-06-30 20:34:59,596,2,1,1
AP20250111000019,C00003080,BAIRONG,2025-01-11 21:57:38,597,0,1,1
AP20250228000089,C00007094,BAIRONG,2025-02-28 22:00:47,631,3,4,1
AP20250524000061,C00007026,TONGDUN,2025-05-24 14:19:56,796,3,6,1
AP20250509000055,C00005936,PBOC,2025-05-09 13:01:57,658,0,8,1
AP20250128000064,C00000548,TONGDUN,2025-01-28 07:17:40,648,0,1,1
AP20250226000090,C00009891,TONGDUN,2025-02-26 01:14:49,732,0,6,1
AP20250507000073,C00007376,BAIRONG,2025-05-07 22:33:21,614,2,6,1
AP20250614000044,C00008658,TONGDUN,2025-06-14 16:02:14,728,2,1,1
AP20250325000041,C00004026,BAIRONG,2025-03-25 22:06:54,647,0,4,1
AP20250424000056,C00007446,TONGDUN,2025-04-24 22:48:57,577,2,0,1
AP20250323000049,C00003539,BAIRONG,2025-03-23 00:41:58,651,2,6,1
AP20250217000099,C00008775,TONGDUN,2025-02-17 08:00:19,644,2,2,1
AP20250611000064,C00009679,PBOC,2025-06-11 21:20:27,774,0,8,1
AP20250422000052,C00004546,PBOC,2025-04-22 18:59:23,616,1,6,1
AP20250402000044,C00003244,PBOC,2025-04-02 19:19:13,731,1,1,1
AP20250515000062,C00000296,PBOC,2025-05-15 13:40:56,657,0,5,1
AP20250613000049,C00002117,TONGDUN,2025-06-13 12:20:09,644,1,3,1
AP20250408000054,C00009026,TONGDUN,2025-04-08 16:21:33,656,3,8,1
AP20250116000044,C00005965,TONGDUN,2025-01-16 12:03:03,616,3,3,1
AP20250425000060,C00000835,PBOC,2025-04-25 01:09:29,623,0,0,1
AP20250228000090,C00007184,TONGDUN,2025-02-28 13:24:46,646,0,2,1
AP20250113000035,C00002248,BAIRONG,2025-01-13 12:55:19,621,0,4,1
AP20250518000059,C00003243,BAIRONG,2025-05-18 21:48:33,625,1,7,1
AP20250616000054,C00007890,BAIRONG,2025-06-16 16:03:18,641,2,3,1
AP20250304000076,C00002329,BAIRONG,2025-03-04 10:51:25,771,1,5,1
AP20250427000046,C00000108,TONGDUN,2025-04-27 18:35:38,571,0,8,1
AP20250304000077,C00009463,BAIRONG,2025-03-04 22:31:19,622,2,8,1
AP20250603000063,C00001945,PBOC,2025-06-03 21:21:32,706,2,5,1
AP20250417000054,C00006367,PBOC,2025-04-17 21:28:43,656,3,0,1
AP20250523000075,C00007440,TONGDUN,2025-05-23 12:32:03,609,1,1,1
AP20250212000102,C00002901,PBOC,2025-02-12 09:17:18,560,1,0,1
AP20250209000088,C00005986,PBOC,2025-02-09 19:28:34,596,2,5,1
AP20250508000060,C00000308,BAIRONG,2025-05-08 22:56:11,597,0,2,1
AP20250513000052,C00001696,TONGDUN,2025-05-13 13:31:38,631,0,2,1
AP20250608000053,C00005323,PBOC,2025-06-08 14:16:52,604,0,5,1
AP20250212000103,C00006106,BAIRONG,2025-02-12 06:12:55,694,1,2,1
AP20250313000063,C00004800,TONGDUN,2025-03-13 20:23:52,620,3,8,1
AP20250317000064,C00002672,BAIRONG,2025-03-17 21:06:01,609,1,0,1
AP20250525000063,C00009910,BAIRONG,2025-05-25 12:26:47,626,2,4,1
AP20250122000053,C00007308,PBOC,2025-01-22 07:56:10,595,0,0,1
AP20250430000048,C00003632,PBOC,2025-04-30 10:24:33,615,1,3,1
AP20250220000096,C00002703,TONGDUN,2025-02-20 15:17:46,705,2,2,1
AP20250421000050,C00002548,TONGDUN,2025-04-21 10:19:19,637,3,8,1
AP20250329000049,C00007107,TONGDUN,2025-03-29 21:20:31,564,1,5,1
AP20250301000077,C00009133,PBOC,2025-03-01 13:54:02,597,2,8,1
AP20250617000037,C00004913,BAIRONG,2025-06-17 12:22:35,684,3,8,1
AP20250605000044,C00000216,TONGDUN,2025-06-05 22:04:32,639,2,1,1
AP20250306000074,C00006833,TONGDUN,2025-03-06 21:26:41,663,0,1,1
AP20250305000079,C00005419,PBOC,2025-03-05 13:20:24,708,0,7,1
AP20250122000054,C00007131,TONGDUN,2025-01-22 17:46:55,767,3,5,1
AP20250607000062,C00006043,TONGDUN,2025-06-07 12:48:36,757,3,6,1
AP20250420000040,C00000390,BAIRONG,2025-04-20 12:05:04,549,1,1,1
AP20250512000059,C00002324,BAIRONG,2025-05-12 20:46:53,735,3,6,1
AP20250228000091,C00003179,PBOC,2025-02-28 21:46:42,722,2,8,1
AP20250311000051,C00004439,TONGDUN,2025-03-11 20:16:22,658,1,2,1
AP20250211000107,C00002592,BAIRONG,2025-02-11 07:14:19,715,1,2,1
AP20250308000065,C00006235,PBOC,2025-03-08 17:35:11,770,1,5,1
AP20250426000041,C00002798,TONGDUN,2025-04-26 22:32:40,811,2,3,1
AP20250125000058,C00003995,TONGDUN,2025-01-25 09:23:47,594,3,1,1
AP20250324000047,C00002426,BAIRONG,2025-03-24 00:56:55,665,3,8,1
AP20250114000034,C00003961,TONGDUN,2025-01-14 21:51:11,609,2,3,1
AP20250217000100,C00007969,PBOC,2025-02-17 12:18:46,661,2,4,1
AP20250513000053,C00002092,BAIRONG,2025-05-13 20:45:15,755,0,2,1
AP20250607000063,C00001359,PBOC,2025-06-07 22:08:17,645,2,8,1
AP20250522000060,C00006834,BAIRONG,2025-05-22 11:12:37,623,1,4,1
AP20250128000065,C00002513,TONGDUN,2025-01-28 15:09:49,668,2,5,1
AP20250526000052,C00004148,PBOC,2025-05-26 15:03:53,679,2,8,1
AP20250130000072,C00004032,BAIRONG,2025-01-30 12:51:01,475,0,3,1
AP20250515000063,C00008183,PBOC,2025-05-15 22:37:48,711,3,4,1
AP20250127000080,C00007600,PBOC,2025-01-27 18:37:48,557,1,7,1
AP20250411000052,C00008530,TONGDUN,2025-04-11 10:27:55,533,3,0,1
AP20250117000044,C00002643,PBOC,2025-01-17 16:52:28,799,1,4,1
AP20250613000050,C00007486,TONGDUN,2025-06-13 16:14:04,653,1,6,1
AP20250201000063,C00000643,BAIRONG,2025-02-01 20:59:53,593,0,1,1
AP20250516000056,C00007782,BAIRONG,2025-05-16 13:01:56,773,3,0,1
AP20250126000044,C00006681,PBOC,2025-01-26 10:00:14,633,1,7,1
AP20250226000091,C00005386,TONGDUN,2025-02-26 21:20:54,553,0,0,1
AP20250507000074,C00002093,TONGDUN,2025-05-07 13:08:00,541,3,6,1
AP20250527000048,C00001878,PBOC,2025-05-27 21:02:47,771,3,8,1
AP20250223000098,C00003650,PBOC,2025-02-23 15:02:32,642,3,3,1
AP20250116000045,C00001019,BAIRONG,2025-01-16 10:16:25,633,0,8,1
AP20250530000046,C00001328,BAIRONG,2025-05-30 21:08:25,611,2,2,1
AP20250429000057,C00005034,TONGDUN,2025-04-29 22:54:34,622,2,7,1
AP20250501000054,C00007321,BAIRONG,2025-05-01 06:19:33,697,1,8,1
AP20250505000055,C00004413,TONGDUN,2025-05-05 14:38:56,631,2,6,1
AP20250504000062,C00008091,BAIRONG,2025-05-04 22:20:18,591,3,1,1
AP20250611000065,C00000754,BAIRONG,2025-06-11 21:17:23,711,2,4,1
AP20250601000057,C00005140,BAIRONG,2025-06-01 09:34:53,544,1,7,1
AP20250212000104,C00005124,BAIRONG,2025-02-12 18:45:10,644,2,0,1
AP20250603000064,C00008260,BAIRONG,2025-06-03 22:43:46,504,0,8,1
AP20250401000052,C00001922,TONGDUN,2025-04-01 21:48:40,480,3,5,1
AP20250505000056,C00007678,BAIRONG,2025-05-05 12:20:45,699,1,4,1
AP20250423000053,C00007884,PBOC,2025-04-23 13:50:34,506,2,2,1
AP20250627000038,C00000159,BAIRONG,2025-06-27 21:03:59,545,3,6,1
AP20250119000044,C00009069,TONGDUN,2025-01-19 09:45:44,565,0,5,1
AP20250203000104,C00008599,TONGDUN,2025-02-03 12:24:53,603,2,3,1
AP20250410000043,C00009458,TONGDUN,2025-04-10 01:23:39,668,1,2,1
AP20250127000081,C00004606,TONGDUN,2025-01-27 12:19:37,645,2,5,1
AP20250212000105,C00009468,TONGDUN,2025-02-12 22:45:40,608,2,3,1
AP20250226000092,C00007503,TONGDUN,2025-02-26 20:08:39,707,2,4,1
AP20250514000060,C00004982,BAIRONG,2025-05-14 13:11:04,685,3,0,1
AP20250510000064,C00009073,PBOC,2025-05-10 22:00:00,706,2,1,1
AP20250520000079,C00001244,TONGDUN,2025-05-20 20:24:13,717,3,4,1
AP20250605000045,C00009890,BAIRONG,2025-06-05 20:36:28,688,2,0,1
AP20250412000048,C00004909,PBOC,2025-04-12 07:13:59,700,3,8,1
AP20250303000076,C00000632,TONGDUN,2025-03-03 11:48:11,696,3,1,1
AP20250214000088,C00009068,BAIRONG,2025-02-14 16:59:59,666,0,8,1
AP20250114000035,C00007373,BAIRONG,2025-01-14 21:24:25,708,2,6,1
AP20250522000061,C00005888,BAIRONG,2025-05-22 18:31:44,741,0,3,1
AP20250529000049,C00007264,BAIRONG,2025-05-29 19:56:38,677,2,2,1
AP20250123000059,C00006196,PBOC,2025-01-23 09:04:46,763,2,7,1
AP20250302000098,C00003560,PBOC,2025-03-02 01:11:22,791,2,4,1
AP20250408000055,C00006479,TONGDUN,2025-04-08 20:58:44,666,2,4,1
AP20250205000083,C00003582,BAIRONG,2025-02-05 14:26:35,686,2,2,1
AP20250219000095,C00006445,PBOC,2025-02-19 20:51:32,714,2,5,1
AP20250410000044,C00007587,PBOC,2025-04-10 10:07:02,596,0,5,1
AP20250601000058,C00007688,PBOC,2025-06-01 19:34:13,664,0,3,1
AP20250124000057,C00009849,PBOC,2025-01-24 21:38:52,536,2,1,1
AP20250222000098,C00000327,TONGDUN,2025-02-22 10:09:28,577,1,7,1
AP20250528000051,C00002916,PBOC,2025-05-28 19:27:59,663,1,5,1
AP20250127000082,C00009527,PBOC,2025-01-27 22:32:37,691,1,8,1
AP20250517000066,C00007506,TONGDUN,2025-05-17 09:29:46,675,0,0,1
AP20250226000093,C00000768,PBOC,2025-02-26 16:30:14,609,3,7,1
AP20250325000042,C00001138,TONGDUN,2025-03-25 19:28:53,723,1,8,1
AP20250427000047,C00001960,PBOC,2025-04-27 21:28:17,472,2,1,1
AP20250617000038,C00008844,TONGDUN,2025-06-17 22:18:37,506,1,4,1
AP20250522000062,C00003676,PBOC,2025-05-22 22:49:32,758,1,6,1
AP20250314000066,C00001421,BAIRONG,2025-03-14 20:43:40,572,2,5,1
AP20250325000043,C00005686,BAIRONG,2025-03-25 12:03:27,510,0,5,1
AP20250211000108,C00008478,BAIRONG,2025-02-11 20:32:09,735,3,6,1
AP20250625000049,C00009345,PBOC,2025-06-25 12:57:31,600,0,1,1
AP20250413000045,C00009484,TONGDUN,2025-04-13 21:44:58,680,1,2,1
AP20250608000054,C00001683,TONGDUN,2025-06-08 22:44:54,764,0,1,1
AP20250204000082,C00003946,PBOC,2025-02-04 21:51:48,606,1,3,1
AP20250202000093,C00007540,BAIRONG,2025-02-02 20:12:17,707,3,8,1
AP20250226000094,C00005408,TONGDUN,2025-02-26 13:47:41,551,0,7,1
AP20250528000052,C00008303,BAIRONG,2025-05-28 13:48:51,575,1,8,1
AP20250219000096,C00007516,TONGDUN,2025-02-19 16:03:42,692,3,8,1
AP20250411000053,C00001138,TONGDUN,2025-04-11 13:31:46,558,2,4,1
AP20250307000066,C00006839,BAIRONG,2025-03-07 21:37:17,527,0,2,1
AP20250308000066,C00002080,BAIRONG,2025-03-08 22:03:12,670,1,5,1
AP20250208000095,C00007269,PBOC,2025-02-08 11:20:49,604,3,4,1
AP20250215000106,C00009158,BAIRONG,2025-02-15 21:36:43,665,2,0,1
AP20250509000056,C00002659,TONGDUN,2025-05-09 21:30:09,720,0,8,1
AP20250413000046,C00005331,BAIRONG,2025-04-13 23:00:42,620,1,5,1
AP20250508000061,C00009530,BAIRONG,2025-05-08 17:58:22,654,0,4,1
AP20250315000062,C00001768,BAIRONG,2025-03-15 12:07:16,696,2,3,1
AP20250430000049,C00004783,BAIRONG,2025-04-30 22:23:22,695,3,3,1
AP20250131000076,C00006886,PBOC,2025-01-31 14:05:34,647,0,4,1
AP20250202000094,C00001932,TONGDUN,2025-02-02 16:46:35,696,2,6,1
AP20250430000050,C00008487,PBOC,2025-04-30 00:56:19,736,0,7,1
AP20250420000041,C00009564,TONGDUN,2025-04-20 21:44:07,577,1,6,1
AP20250127000083,C00004558,PBOC,2025-01-27 15:13:34,744,0,7,1
AP20250125000059,C00009205,PBOC,2025-01-25 12:22:02,490,3,3,1
AP20250206000075,C00003710,BAIRONG,2025-02-06 00:18:16,597,1,0,1
AP20250209000089,C00005547,PBOC,2025-02-09 06:29:52,662,0,1,1
AP20250212000106,C00006882,TONGDUN,2025-02-12 15:03:27,676,1,2,1
AP20250521000060,C00005064,TONGDUN,2025-05-21 22:45:46,714,3,3,1
AP20250630000040,C00007840,TONGDUN,2025-06-30 13:07:38,631,2,0,1
AP20250121000046,C00001861,BAIRONG,2025-01-21 12:49:05,677,0,7,1
AP20250202000095,C00002438,TONGDUN,2025-02-02 14:48:18,695,1,5,1
AP20250301000078,C00003224,BAIRONG,2025-03-01 14:34:00,630,3,1,1
AP20250205000084,C00005002,BAIRONG,2025-02-05 20:10:05,709,2,1,1
AP20250504000063,C00008490,PBOC,2025-05-04 00:30:14,567,2,1,1
AP20250316000056,C00007184,BAIRONG,2025-03-16 21:50:21,648,1,3,1
AP20250202000096,C00004033,BAIRONG,2025-02-02 13:13:08,502,3,6,1
AP20250210000089,C00006635,BAIRONG,2025-02-10 10:09:37,630,0,5,1
AP20250306000075,C00003831,TONGDUN,2025-03-06 13:04:36,685,3,1,1
AP20250618000046,C00006763,TONGDUN,2025-06-18 21:34:02,568,1,4,1
AP20250618000047,C00000708,BAIRONG,2025-06-18 22:07:30,637,3,0,1
AP20250307000067,C00005350,TONGDUN,2025-03-07 20:16:27,726,1,2,1
AP20250512000060,C00008797,BAIRONG,2025-05-12 12:43:50,850,3,1,1
AP20250218000117,C00003200,TONGDUN,2025-02-18 11:19:57,620,3,3,1
AP20250504000064,C00001058,TONGDUN,2025-05-04 13:15:30,656,2,8,1
AP20250304000078,C00007064,BAIRONG,2025-03-04 15:44:32,755,3,6,1
AP20250204000083,C00009731,BAIRONG,2025-02-04 21:43:21,749,0,1,1
AP20250506000057,C00004316,PBOC,2025-05-06 14:21:32,769,3,7,1
AP20250607000064,C00003753,BAIRONG,2025-06-07 13:00:11,703,3,6,1
AP20250205000085,C00006826,PBOC,2025-02-05 13:04:16,627,0,1,1
AP20250322000046,C00006093,PBOC,2025-03-22 21:34:23,701,0,1,1
AP20250409000055,C00001604,TONGDUN,2025-04-09 16:55:04,535,0,2,1
AP20250304000079,C00003627,TONGDUN,2025-03-04 22:08:42,606,0,8,1
AP20250127000084,C00001636,TONGDUN,2025-01-27 08:40:46,690,2,0,1
AP20250501000055,C00003075,BAIRONG,2025-05-01 13:52:08,644,1,3,1
AP20250402000045,C00002415,PBOC,2025-04-02 06:34:07,704,2,8,1
AP20250209000090,C00001432,BAIRONG,2025-02-09 19:57:10,699,0,2,1
AP20250418000055,C00008626,BAIRONG,2025-04-18 16:29:19,682,3,5,1
AP20250217000101,C00003496,TONGDUN,2025-02-17 21:18:50,642,3,1,1
AP20250323000050,C00008254,BAIRONG,2025-03-23 14:49:32,714,1,3,1
AP20250521000061,C00006328,PBOC,2025-05-21 20:28:19,645,2,4,1
AP20250219000097,C00004666,PBOC,2025-02-19 12:36:43,691,3,7,1
AP20250512000061,C00006125,PBOC,2025-05-12 02:33:38,590,0,7,1
AP20250528000053,C00009608,TONGDUN,2025-05-28 22:56:43,734,0,1,1
AP20250430000051,C00005331,PBOC,2025-04-30 13:22:03,687,0,3,1
AP20250312000078,C00000900,PBOC,2025-03-12 17:36:46,453,1,3,1
AP20250123000060,C00006698,PBOC,2025-01-23 02:52:50,548,1,8,1
AP20250508000062,C00003046,TONGDUN,2025-05-08 13:35:12,623,1,0,1
AP20250211000109,C00001175,TONGDUN,2025-02-11 20:57:49,787,2,1,1
AP20250518000060,C00004055,PBOC,2025-05-18 08:39:36,730,1,8,1
AP20250308000067,C00001723,PBOC,2025-03-08 16:17:19,706,3,3,1
AP20250228000092,C00001972,BAIRONG,2025-02-28 13:19:28,616,3,5,1
AP20250212000107,C00003348,PBOC,2025-02-12 22:58:05,666,2,6,1
AP20250127000085,C00007584,TONGDUN,2025-01-27 09:13:00,599,3,8,1
AP20250518000061,C00008071,PBOC,2025-05-18 13:39:15,624,0,4,1
AP20250508000063,C00004587,TONGDUN,2025-05-08 12:47:48,559,3,1,1
AP20250227000087,C00000535,TONGDUN,2025-02-27 13:28:17,697,3,8,1
AP20250306000076,C00001406,BAIRONG,2025-03-06 00:22:58,574,3,6,1
AP20250515000064,C00009371,TONGDUN,2025-05-15 21:20:07,707,0,8,1
AP20250424000057,C00007755,PBOC,2025-04-24 21:36:11,749,0,4,1
AP20250122000055,C00000642,TONGDUN,2025-01-22 13:41:45,718,0,5,1
AP20250520000080,C00001023,PBOC,2025-05-20 22:02:01,594,0,5,1
AP20250527000049,C00004321,TONGDUN,2025-05-27 11:01:40,702,3,0,1
AP20250328000048,C00002391,BAIRONG,2025-03-28 11:15:37,612,0,7,1
AP20250318000062,C00003773,PBOC,2025-03-18 22:18:32,597,3,7,1
AP20250515000065,C00002939,BAIRONG,2025-05-15 20:28:11,605,3,1,1
AP20250608000055,C00009933,BAIRONG,2025-06-08 11:24:58,694,0,5,1
AP20250110000016,C00009715,TONGDUN,2025-01-10 21:01:47,652,2,8,1
AP20250313000064,C00008426,TONGDUN,2025-03-13 22:55:46,578,1,8,1
AP20250618000048,C00001910,PBOC,2025-06-18 21:09:32,607,0,3,1
AP20250315000063,C00007836,BAIRONG,2025-03-15 02:03:09,614,1,5,1
AP20250616000055,C00009732,BAIRONG,2025-06-16 17:21:38,607,0,2,1
AP20250505000057,C00003011,PBOC,2025-05-05 22:33:34,531,3,4,1
AP20250509000057,C00009952,BAIRONG,2025-05-09 14:18:19,568,3,4,1
AP20250530000047,C00007277,PBOC,2025-05-30 02:54:43,630,0,8,1
AP20250511000059,C00002958,TONGDUN,2025-05-11 11:51:24,643,2,3,1
AP20250629000038,C00006726,BAIRONG,2025-06-29 14:14:30,597,3,0,1
AP20250523000076,C00008128,PBOC,2025-05-23 20:16:40,585,0,5,1
AP20250228000093,C00008108,BAIRONG,2025-02-28 17:00:55,723,0,5,1
AP20250519000072,C00000799,PBOC,2025-05-19 22:22:32,742,3,1,1
AP20250305000080,C00006131,TONGDUN,2025-03-05 12:20:25,693,0,3,1
AP20250414000041,C00004987,BAIRONG,2025-04-14 09:48:13,612,3,5,1
AP20250502000060,C00004605,TONGDUN,2025-05-02 23:00:16,673,1,5,1
AP20250203000105,C00003031,PBOC,2025-02-03 14:34:39,661,0,4,1
AP20250130000073,C00003932,TONGDUN,2025-01-30 21:22:23,674,2,1,1
AP20250508000064,C00009680,PBOC,2025-05-08 02:05:21,680,2,0,1
AP20250221000114,C00007772,TONGDUN,2025-02-21 21:11:56,613,0,1,1
AP20250223000099,C00009917,PBOC,2025-02-23 13:14:36,780,3,4,1
AP20250609000046,C00001892,BAIRONG,2025-06-09 16:27:20,779,1,0,1
AP20250212000108,C00005927,TONGDUN,2025-02-12 22:01:11,651,0,2,1
AP20250608000056,C00004204,PBOC,2025-06-08 22:14:30,578,2,6,1
AP20250124000058,C00004549,PBOC,2025-01-24 16:15:00,600,1,0,1
AP20250119000045,C00003609,TONGDUN,2025-01-19 11:04:59,711,3,6,1
AP20250306000077,C00009935,PBOC,2025-03-06 00:12:03,558,0,6,1
AP20250415000042,C00007811,TONGDUN,2025-04-15 20:53:47,463,0,3,1
AP20250516000057,C00000583,PBOC,2025-05-16 12:14:50,693,1,4,1
AP20250225000093,C00001676,BAIRONG,2025-02-25 07:33:38,595,2,6,1
AP20250309000078,C00001763,PBOC,2025-03-09 02:46:46,653,3,1,1
AP20250117000045,C00001371,TONGDUN,2025-01-17 12:09:15,580,3,0,1
AP20250521000062,C00009519,TONGDUN,2025-05-21 12:16:54,645,0,7,1
AP20250507000075,C00002249,BAIRONG,2025-05-07 22:33:20,635,1,0,1
AP20250205000086,C00004423,TONGDUN,2025-02-05 22:44:44,645,2,0,1
AP20250225000094,C00003699,BAIRONG,2025-02-25 01:41:04,744,1,0,1
AP20250425000061,C00000785,TONGDUN,2025-04-25 17:57:17,602,3,4,1
AP20250331000051,C00009137,TONGDUN,2025-03-31 10:52:41,766,3,1,1
AP20250416000044,C00002454,TONGDUN,2025-04-16 13:25:56,683,3,1,1
AP20250221000115,C00007274,TONGDUN,2025-02-21 13:38:50,505,1,4,1
AP20250617000039,C00005189,PBOC,2025-06-17 07:42:35,596,1,8,1
AP20250502000061,C00009160,TONGDUN,2025-05-02 13:19:22,590,1,7,1
AP20250630000041,C00004941,TONGDUN,2025-06-30 13:01:33,538,0,8,1
AP20250317000065,C00000368,BAIRONG,2025-03-17 15:16:37,664,0,1,1
AP20250301000079,C00005256,PBOC,2025-03-01 13:40:57,663,3,5,1
AP20250320000058,C00003679,BAIRONG,2025-03-20 01:55:32,562,1,7,1
AP20250603000065,C00004370,PBOC,2025-06-03 17:23:36,752,3,2,1
AP20250216000086,C00003635,PBOC,2025-02-16 12:53:56,647,2,4,1
AP20250425000062,C00009740,PBOC,2025-04-25 20:46:54,578,0,7,1
AP20250309000079,C00000098,TONGDUN,2025-03-09 15:31:48,532,1,7,1
AP20250306000078,C00000839,TONGDUN,2025-03-06 20:40:48,627,3,7,1
AP20250220000097,C00003093,TONGDUN,2025-02-20 13:51:44,713,3,1,1
AP20250425000063,C00009684,PBOC,2025-04-25 12:06:49,582,1,4,1
AP20250423000054,C00006059,PBOC,2025-04-23 10:04:34,820,0,5,1
AP20250303000077,C00008696,TONGDUN,2025-03-03 21:48:27,594,3,4,1
AP20250503000058,C00006946,PBOC,2025-05-03 18:29:13,713,3,4,1
AP20250303000078,C00003966,BAIRONG,2025-03-03 15:23:43,572,2,3,1
AP20250122000056,C00009312,PBOC,2025-01-22 22:26:46,679,0,5,1
AP20250215000107,C00002112,BAIRONG,2025-02-15 13:40:10,567,1,8,1
AP20250415000043,C00002166,BAIRONG,2025-04-15 13:48:55,611,1,7,1
AP20250314000067,C00008022,TONGDUN,2025-03-14 09:17:27,518,1,8,1
AP20250209000091,C00009088,BAIRONG,2025-02-09 12:19:12,677,1,0,1
AP20250406000052,C00008841,TONGDUN,2025-04-06 13:54:08,630,3,4,1
AP20250612000057,C00001576,BAIRONG,2025-06-12 13:20:01,569,1,6,1
AP20250403000037,C00005424,PBOC,2025-04-03 09:41:42,469,1,4,1
AP20250625000050,C00006983,PBOC,2025-06-25 20:39:10,695,3,2,1
AP20250509000058,C00001713,PBOC,2025-05-09 13:25:28,669,2,7,1
AP20250419000052,C00004686,PBOC,2025-04-19 20:25:07,619,3,4,1
AP20250315000064,C00000251,TONGDUN,2025-03-15 09:44:54,655,1,7,1
AP20250406000053,C00009911,PBOC,2025-04-06 22:38:23,676,0,7,1
AP20250520000081,C00003333,TONGDUN,2025-05-20 12:02:19,572,2,5,1
AP20250214000089,C00002132,PBOC,2025-02-14 13:57:50,585,0,2,1
AP20250522000063,C00009981,BAIRONG,2025-05-22 13:25:09,542,1,3,1
AP20250412000049,C00005662,TONGDUN,2025-04-12 10:44:02,654,2,6,1
AP20250224000088,C00000531,BAIRONG,2025-02-24 08:40:52,574,2,5,1
AP20250203000106,C00002409,BAIRONG,2025-02-03 12:53:28,693,0,8,1
AP20250210000090,C00005015,PBOC,2025-02-10 20:06:39,618,0,0,1
AP20250523000077,C00008962,BAIRONG,2025-05-23 15:38:59,638,2,2,1
AP20250206000076,C00002221,BAIRONG,2025-02-06 11:58:10,770,2,1,1
AP20250305000081,C00009553,TONGDUN,2025-03-05 23:52:03,554,2,2,1
AP20250623000041,C00007840,TONGDUN,2025-06-23 20:12:54,594,1,6,1
AP20250531000060,C00005596,PBOC,2025-05-31 20:41:20,725,3,5,1
AP20250114000036,C00001019,BAIRONG,2025-01-14 16:01:39,558,0,5,1
AP20250213000104,C00005205,TONGDUN,2025-02-13 16:02:29,613,0,2,1
AP20250614000045,C00001614,PBOC,2025-06-14 12:22:22,656,2,8,1
AP20250530000048,C00009433,PBOC,2025-05-30 11:59:49,554,0,2,1
AP20250211000110,C00003393,BAIRONG,2025-02-11 16:30:29,598,0,2,1
AP20250125000060,C00000322,BAIRONG,2025-01-25 13:22:01,665,1,3,1
AP20250418000056,C00001411,TONGDUN,2025-04-18 22:57:22,675,3,7,1
AP20250306000079,C00008511,TONGDUN,2025-03-06 17:48:51,703,1,0,1
AP20250212000109,C00006543,TONGDUN,2025-02-12 12:38:52,674,2,8,1
AP20250509000059,C00008399,BAIRONG,2025-05-09 10:06:31,644,0,7,1
AP20250206000077,C00008154,TONGDUN,2025-02-06 10:35:56,583,1,1,1
AP20250624000047,C00000209,BAIRONG,2025-06-24 20:38:27,622,2,0,1
AP20250326000049,C00000958,BAIRONG,2025-03-26 21:43:06,562,2,4,1
AP20250523000078,C00006723,PBOC,2025-05-23 13:34:04,760,3,1,1
AP20250108000018,C00006173,BAIRONG,2025-01-08 20:07:47,532,2,4,1
AP20250613000051,C00008336,TONGDUN,2025-06-13 12:56:04,608,1,3,1
AP20250319000048,C00003273,PBOC,2025-03-19 21:37:57,760,1,2,1
AP20250227000088,C00001820,PBOC,2025-02-27 13:12:26,634,3,1,1
AP20250223000100,C00004717,BAIRONG,2025-02-23 16:21:01,694,1,6,1
AP20250521000063,C00001499,BAIRONG,2025-05-21 08:44:47,776,3,4,1
AP20250511000060,C00008686,TONGDUN,2025-05-11 21:49:05,628,0,6,1
AP20250616000056,C00009919,BAIRONG,2025-06-16 06:55:56,727,2,5,1
AP20250307000068,C00000423,BAIRONG,2025-03-07 22:04:20,624,0,0,1
AP20250610000040,C00004189,TONGDUN,2025-06-12 03:32:46,636,1,0,1
AP20250325000044,C00005996,PBOC,2025-03-25 19:57:46,736,0,3,1
AP20250413000047,C00000254,PBOC,2025-04-13 13:25:47,731,1,0,1
AP20250504000065,C00006857,TONGDUN,2025-05-04 17:55:09,585,2,5,1
AP20250129000076,C00006230,TONGDUN,2025-01-29 08:42:59,662,2,7,1
AP20250224000089,C00002525,BAIRONG,2025-02-24 20:20:52,581,1,5,1
AP20250502000062,C00007532,TONGDUN,2025-05-02 20:03:39,706,0,6,1
AP20250228000094,C00009716,PBOC,2025-02-28 21:40:42,693,1,3,1
