application_id,customer_id,product_code,apply_amount,apply_term,channel_code,campaign_id,apply_purpose,status,reject_code,apply_time,decision_time,is_test_data
AP20250610000032,C00004448,PLATFORM_LOAN,2000.00,18,BYTEDANCE_AD,\N,旅游,APPROVED,\N,2025-06-10 21:53:06,2025-06-10 22:01:13,1
AP20250128000045,C00007401,JOINT_LOAN,50000.00,3,PARTNER_BANK1,CAMP0019,装修,REJECTED,R009,2025-01-28 12:53:59,2025-01-28 13:04:30,1
AP20250530000034,C00007397,SELF_LOAN,20000.00,18,BAIDU_SEM,\N,教育,APPROVED,\N,2025-05-30 10:24:15,2025-05-30 10:31:29,1
AP20250211000080,C00007916,JOINT_LOAN,10000.00,36,BYTEDANCE_AD,\N,教育,REJECTED,R009,2025-02-11 12:32:40,2025-02-11 12:35:50,1
AP20250517000047,C00002680,JOINT_LOAN,2000.00,18,WECHAT_MP,\N,其他,APPROVED,\N,2025-05-17 23:50:11,2025-05-18 00:00:27,1
AP20250407000043,C00000958,PLATFORM_LOAN,1000.00,36,APP_ORG,CAMP0035,教育,REJECTED,R008,2025-04-07 20:31:06,2025-04-07 20:41:19,1
AP20250216000063,C00000672,SELF_LOAN,50000.00,36,BYTEDANCE_AD,\N,教育,REJECTED,R006,2025-02-16 21:50:21,2025-02-16 21:55:58,1
AP20250401000036,C00007380,JOINT_LOAN,30000.00,12,BYTEDANCE_AD,CAMP0023,装修,REJECTED,R008,2025-04-01 21:31:56,2025-04-01 21:39:57,1
AP20250515000043,C00007723,PLATFORM_LOAN,1000.00,12,BAIDU_SEM,\N,婚庆,REJECTED,R004,2025-05-15 21:23:31,2025-05-15 21:31:32,1
AP20250419000038,C00001167,PLATFORM_LOAN,80000.00,6,H5_PROMO,\N,购车,APPROVED,\N,2025-04-19 10:13:54,2025-04-19 10:23:09,1
AP20250522000041,C00000047,SELF_LOAN,8000.00,18,KUAISHOU_AD,\N,婚庆,APPROVED,\N,2025-05-22 06:28:36,2025-05-22 06:33:16,1
AP20250117000034,C00000984,SELF_LOAN,2000.00,18,APP_ORG,\N,消费,APPROVED,\N,2025-01-17 22:22:23,2025-01-17 22:30:40,1
AP20250206000051,C00002526,SELF_LOAN,15000.00,3,BYTEDANCE_AD,CAMP0023,婚庆,APPROVED,\N,2025-02-06 13:47:08,2025-02-06 13:55:02,1
AP20250606000043,C00005911,PLATFORM_LOAN,50000.00,3,APP_ORG,\N,消费,APPROVED,\N,2025-06-06 22:24:06,2025-06-06 22:33:13,1
AP20250622000025,C00005277,SELF_LOAN,20000.00,24,APP_ORG,\N,其他,REJECTED,R008,2025-06-22 20:02:03,2025-06-22 20:10:37,1
AP20250518000043,C00006089,PLATFORM_LOAN,20000.00,36,PARTNER_BANK1,CAMP0014,医疗,APPROVED,\N,2025-05-18 21:56:15,2025-05-18 22:02:03,1
AP20250309000053,C00004993,PLATFORM_LOAN,50000.00,3,PARTNER_MALL,CAMP0034,旅游,APPROVED,\N,2025-03-09 12:07:28,2025-03-09 12:17:37,1
AP20250215000070,C00003289,SELF_LOAN,10000.00,36,KUAISHOU_AD,\N,消费,APPROVED,\N,2025-02-15 12:42:30,2025-02-15 12:48:20,1
AP20250330000029,C00009458,SELF_LOAN,1000.00,36,KUAISHOU_AD,\N,消费,APPROVED,\N,2025-03-30 21:47:03,2025-03-30 21:56:05,1
AP20250203000081,C00009665,GUARANTEE_LOAN,2000.00,12,WECHAT_MP,CAMP0012,消费,APPROVED,\N,2025-02-03 13:18:12,2025-02-03 13:30:50,1
AP20250208000069,C00002320,PLATFORM_LOAN,1000.00,12,BYTEDANCE_AD,\N,旅游,APPROVED,\N,2025-02-08 22:52:57,2025-02-08 23:02:32,1
AP20250215000071,C00007597,GUARANTEE_LOAN,30000.00,18,BYTEDANCE_AD,\N,医疗,REJECTED,R009,2025-02-15 12:07:16,2025-02-15 12:18:27,1
AP20250409000036,C00007630,JOINT_LOAN,1000.00,12,APP_ORG,\N,购车,REJECTED,R006,2025-04-09 13:37:48,2025-04-09 13:46:31,1
AP20250120000037,C00005758,SELF_LOAN,20000.00,36,KUAISHOU_AD,CAMP0032,消费,REJECTED,R008,2025-01-20 10:04:48,2025-01-20 10:16:47,1
AP20250515000044,C00008326,SELF_LOAN,80000.00,3,BYTEDANCE_AD,\N,旅游,REJECTED,R009,2025-05-15 20:49:53,2025-05-15 21:03:08,1
AP20250206000052,C00007536,SELF_LOAN,5000.00,36,WECHAT_MP,CAMP0030,其他,APPROVED,\N,2025-02-06 22:29:33,2025-02-06 22:34:40,1
AP20250418000035,C00001069,JOINT_LOAN,15000.00,3,WECHAT_MP,CAMP0036,婚庆,REJECTED,R006,2025-04-18 06:08:29,2025-04-18 06:20:10,1
AP20250125000037,C00008405,PLATFORM_LOAN,15000.00,18,REFERRAL,CAMP0010,教育,APPROVED,\N,2025-01-25 16:25:06,2025-01-25 16:34:20,1
AP20250309000054,C00005832,SELF_LOAN,2000.00,18,BYTEDANCE_AD,CAMP0018,装修,REJECTED,R006,2025-03-09 02:15:25,2025-03-09 02:27:33,1
AP20250218000081,C00009748,PLATFORM_LOAN,20000.00,36,BAIDU_SEM,CAMP0029,消费,APPROVED,\N,2025-02-18 21:17:02,2025-02-18 21:27:17,1
AP20250210000067,C00009195,JOINT_LOAN,80000.00,3,REFERRAL,CAMP0030,旅游,APPROVED,\N,2025-02-10 20:24:50,2025-02-10 20:38:51,1
AP20250504000044,C00001435,PLATFORM_LOAN,50000.00,18,TENCENT_AD,CAMP0038,医疗,REJECTED,R008,2025-05-04 17:32:13,2025-05-04 17:38:57,1
AP20250328000034,C00008571,JOINT_LOAN,15000.00,3,BAIDU_SEM,\N,购车,REJECTED,R009,2025-03-28 17:33:19,2025-03-28 17:41:09,1
AP20250222000068,C00009493,GUARANTEE_LOAN,30000.00,18,TENCENT_AD,\N,教育,REJECTED,R009,2025-02-22 18:09:16,2025-02-22 18:14:53,1
AP20250218000082,C00003393,SELF_LOAN,1000.00,18,KUAISHOU_AD,\N,教育,REJECTED,R009,2025-02-18 21:13:17,2025-02-18 21:23:28,1
AP20250225000067,C00003422,JOINT_LOAN,30000.00,24,TENCENT_AD,\N,婚庆,REJECTED,R006,2025-02-25 13:48:06,2025-02-25 14:02:29,1
AP20250504000045,C00009298,SELF_LOAN,2000.00,36,H5_PROMO,CAMP0014,旅游,APPROVED,\N,2025-05-04 12:35:19,2025-05-04 12:40:56,1
AP20250124000046,C00007454,JOINT_LOAN,5000.00,12,KUAISHOU_AD,\N,医疗,REJECTED,R008,2025-01-24 18:03:52,2025-01-24 18:13:59,1
AP20250109000011,C00005292,JOINT_LOAN,10000.00,6,TENCENT_AD,\N,教育,APPROVED,\N,2025-01-09 02:00:10,2025-01-09 02:15:28,1
AP20250507000053,C00007884,SELF_LOAN,20000.00,18,BAIDU_SEM,CAMP0003,装修,APPROVED,\N,2025-05-07 21:58:15,2025-05-07 22:11:26,1
AP20250215000072,C00002839,SELF_LOAN,8000.00,24,REFERRAL,\N,医疗,APPROVED,\N,2025-02-15 12:06:38,2025-02-15 12:17:55,1
AP20250216000064,C00007339,JOINT_LOAN,5000.00,18,BAIDU_SEM,CAMP0040,教育,REJECTED,R009,2025-02-16 07:36:26,2025-02-16 07:49:30,1
AP20250216000065,C00000136,SELF_LOAN,30000.00,3,BAIDU_SEM,\N,婚庆,APPROVED,\N,2025-02-16 20:59:36,2025-02-16 21:09:46,1
AP20250222000069,C00008718,JOINT_LOAN,80000.00,6,TENCENT_AD,CAMP0024,消费,REJECTED,R004,2025-02-22 22:07:09,2025-02-22 22:11:39,1
AP20250304000056,C00002221,GUARANTEE_LOAN,2000.00,3,BAIDU_SEM,\N,装修,REJECTED,R004,2025-03-04 21:40:42,2025-03-04 21:44:46,1
AP20250528000037,C00002114,PLATFORM_LOAN,8000.00,3,BAIDU_SEM,\N,婚庆,APPROVED,\N,2025-05-28 20:55:23,2025-05-28 21:05:24,1
AP20250504000046,C00002584,SELF_LOAN,2000.00,3,TENCENT_AD,\N,其他,APPROVED,\N,2025-05-04 13:34:53,2025-05-04 13:42:24,1
AP20250113000024,C00002813,JOINT_LOAN,100000.00,36,TENCENT_AD,CAMP0022,其他,REJECTED,R009,2025-01-13 20:52:44,2025-01-13 21:03:34,1
AP20250329000031,C00008924,JOINT_LOAN,8000.00,18,BAIDU_SEM,CAMP0011,婚庆,APPROVED,\N,2025-03-29 18:56:18,2025-03-29 19:06:57,1
AP20250314000042,C00006297,PLATFORM_LOAN,100000.00,24,H5_PROMO,\N,消费,REJECTED,R007,2025-03-14 21:50:49,2025-03-14 21:59:19,1
AP20250513000036,C00000898,PLATFORM_LOAN,20000.00,3,BAIDU_SEM,CAMP0014,装修,REJECTED,R006,2025-05-13 20:29:03,2025-05-13 20:41:57,1
AP20250215000073,C00002438,SELF_LOAN,10000.00,6,BAIDU_SEM,\N,旅游,APPROVED,\N,2025-02-15 21:31:43,2025-02-15 21:40:01,1
AP20250409000037,C00001570,SELF_LOAN,10000.00,36,BAIDU_SEM,CAMP0005,教育,APPROVED,\N,2025-04-09 22:53:34,2025-04-09 23:04:59,1
AP20250326000036,C00001661,SELF_LOAN,5000.00,6,TENCENT_AD,\N,装修,APPROVED,\N,2025-03-26 09:41:27,2025-03-26 09:49:10,1
AP20250221000077,C00006796,PLATFORM_LOAN,5000.00,24,APP_ORG,CAMP0015,购车,REJECTED,R006,2025-02-21 12:53:04,2025-02-21 13:06:10,1
AP20250125000038,C00002312,SELF_LOAN,20000.00,12,BAIDU_SEM,\N,医疗,REJECTED,R006,2025-01-25 12:55:40,2025-01-25 13:04:03,1
AP20250626000037,C00003107,JOINT_LOAN,15000.00,36,TENCENT_AD,\N,旅游,APPROVED,\N,2025-06-26 13:08:23,2025-06-26 13:21:18,1
AP20250223000064,C00006069,SELF_LOAN,10000.00,12,H5_PROMO,CAMP0034,旅游,APPROVED,\N,2025-02-23 18:05:44,2025-02-23 18:10:22,1
AP20250320000037,C00007210,JOINT_LOAN,80000.00,3,PARTNER_BANK1,\N,婚庆,APPROVED,\N,2025-03-20 21:11:27,2025-03-20 21:20:36,1
AP20250311000038,C00005359,PLATFORM_LOAN,100000.00,3,BYTEDANCE_AD,\N,购车,REJECTED,R007,2025-03-11 06:35:23,2025-03-11 06:40:23,1
AP20250611000042,C00003868,PLATFORM_LOAN,80000.00,12,KUAISHOU_AD,\N,医疗,APPROVED,\N,2025-06-11 14:38:14,2025-06-11 14:46:26,1
AP20250226000063,C00003481,SELF_LOAN,2000.00,18,TENCENT_AD,\N,购车,APPROVED,\N,2025-02-26 09:10:14,2025-02-26 09:21:09,1
AP20250215000074,C00009914,SELF_LOAN,80000.00,24,BAIDU_SEM,CAMP0024,购车,REJECTED,R006,2025-02-15 12:28:47,2025-02-15 12:37:14,1
AP20250531000045,C00006315,SELF_LOAN,10000.00,12,BAIDU_SEM,\N,婚庆,REJECTED,R004,2025-05-31 14:24:42,2025-05-31 14:33:04,1
AP20250505000039,C00000860,SELF_LOAN,2000.00,36,H5_PROMO,\N,装修,APPROVED,\N,2025-05-05 13:53:02,2025-05-05 14:02:23,1
AP20250309000055,C00004179,SELF_LOAN,2000.00,3,REFERRAL,CAMP0037,教育,APPROVED,\N,2025-03-09 20:29:08,2025-03-09 20:38:02,1
AP20250224000059,C00007521,SELF_LOAN,100000.00,3,BYTEDANCE_AD,CAMP0039,教育,REJECTED,R004,2025-02-24 20:24:54,2025-02-24 20:33:39,1
AP20250503000037,C00009223,SELF_LOAN,15000.00,12,WECHAT_MP,CAMP0014,购车,APPROVED,\N,2025-05-03 13:51:08,2025-05-03 13:58:00,1
AP20250618000030,C00007948,SELF_LOAN,8000.00,3,KUAISHOU_AD,\N,装修,APPROVED,\N,2025-06-18 17:53:23,2025-06-18 18:00:09,1
AP20250206000053,C00003312,PLATFORM_LOAN,100000.00,24,TENCENT_AD,CAMP0035,婚庆,APPROVED,\N,2025-02-06 15:05:32,2025-02-06 15:11:30,1
AP20250506000042,C00003456,JOINT_LOAN,1000.00,18,BAIDU_SEM,CAMP0003,购车,REJECTED,R004,2025-05-06 14:58:02,2025-05-06 15:11:59,1
AP20250223000065,C00005619,PLATFORM_LOAN,15000.00,24,BYTEDANCE_AD,CAMP0027,婚庆,APPROVED,\N,2025-02-23 17:05:28,2025-02-23 17:13:30,1
AP20250330000030,C00009751,SELF_LOAN,15000.00,3,TENCENT_AD,CAMP0034,其他,REJECTED,R004,2025-03-30 07:29:20,2025-03-30 07:40:50,1
AP20250123000039,C00005752,PLATFORM_LOAN,50000.00,24,BYTEDANCE_AD,CAMP0025,医疗,APPROVED,\N,2025-01-23 18:45:13,2025-01-23 18:56:21,1
AP20250515000045,C00000308,SELF_LOAN,5000.00,24,H5_PROMO,\N,婚庆,REJECTED,R006,2025-05-15 22:37:08,2025-05-15 22:48:48,1
AP20250517000048,C00009042,SELF_LOAN,10000.00,24,KUAISHOU_AD,\N,旅游,REJECTED,R004,2025-05-17 12:30:14,2025-05-17 12:41:34,1
AP20250527000032,C00007280,SELF_LOAN,30000.00,18,BYTEDANCE_AD,\N,购车,APPROVED,\N,2025-05-27 13:37:22,2025-05-27 13:41:32,1
AP20250627000027,C00000793,JOINT_LOAN,15000.00,36,TENCENT_AD,\N,教育,REJECTED,R008,2025-06-27 10:57:56,2025-06-27 11:07:52,1
AP20250425000043,C00005524,JOINT_LOAN,20000.00,12,BYTEDANCE_AD,CAMP0012,购车,REJECTED,R009,2025-04-25 15:10:58,2025-04-25 15:24:24,1
AP20250215000075,C00001873,PLATFORM_LOAN,5000.00,3,PARTNER_MALL,CAMP0014,旅游,APPROVED,\N,2025-02-15 01:54:04,2025-02-15 02:01:39,1
AP20250225000068,C00003715,SELF_LOAN,20000.00,36,KUAISHOU_AD,CAMP0022,医疗,APPROVED,\N,2025-02-25 17:58:40,2025-02-25 18:12:40,1
AP20250329000032,C00005033,JOINT_LOAN,100000.00,36,BYTEDANCE_AD,\N,教育,APPROVED,\N,2025-03-29 12:40:30,2025-03-29 12:50:30,1
AP20250129000051,C00009207,JOINT_LOAN,1000.00,12,BYTEDANCE_AD,CAMP0040,教育,APPROVED,\N,2025-01-29 16:47:47,2025-01-29 16:54:41,1
AP20250218000083,C00008144,PLATFORM_LOAN,80000.00,36,KUAISHOU_AD,CAMP0030,购车,APPROVED,\N,2025-02-18 13:11:17,2025-02-18 13:23:24,1
AP20250202000064,C00007545,JOINT_LOAN,10000.00,24,BYTEDANCE_AD,CAMP0037,教育,REJECTED,R004,2025-02-02 19:47:16,2025-02-02 19:59:27,1
AP20250119000037,C00000870,JOINT_LOAN,15000.00,3,TENCENT_AD,CAMP0039,装修,APPROVED,\N,2025-01-19 10:09:33,2025-01-19 10:18:31,1
AP20250521000040,C00009756,SELF_LOAN,10000.00,36,PARTNER_BANK1,\N,医疗,REJECTED,R006,2025-05-21 13:28:36,2025-05-21 13:39:06,1
AP20250218000084,C00001928,PLATFORM_LOAN,100000.00,12,BAIDU_SEM,CAMP0001,旅游,REJECTED,R006,2025-02-18 13:47:47,2025-02-18 13:54:31,1
AP20250430000033,C00003885,PLATFORM_LOAN,100000.00,6,KUAISHOU_AD,CAMP0012,婚庆,APPROVED,\N,2025-04-30 01:19:59,2025-04-30 01:29:31,1
AP20250202000065,C00007466,JOINT_LOAN,30000.00,24,APP_ORG,\N,旅游,APPROVED,\N,2025-02-02 19:43:58,2025-02-02 19:51:08,1
AP20250306000056,C00003843,PLATFORM_LOAN,50000.00,36,H5_PROMO,\N,医疗,APPROVED,\N,2025-03-06 12:38:46,2025-03-06 12:47:36,1
AP20250122000036,C00005435,JOINT_LOAN,5000.00,18,H5_PROMO,CAMP0018,其他,APPROVED,\N,2025-01-22 21:38:12,2025-01-22 21:51:02,1
AP20250610000033,C00002612,JOINT_LOAN,20000.00,3,REFERRAL,\N,婚庆,REJECTED,R006,2025-06-10 21:00:09,2025-06-10 21:04:04,1
AP20250222000070,C00005221,JOINT_LOAN,20000.00,18,KUAISHOU_AD,\N,购车,APPROVED,\N,2025-02-22 09:12:13,2025-02-22 09:16:46,1
AP20250602000044,C00002449,JOINT_LOAN,20000.00,36,KUAISHOU_AD,\N,其他,APPROVED,\N,2025-06-02 15:28:10,2025-06-02 15:40:52,1
AP20250313000041,C00002234,SELF_LOAN,100000.00,12,APP_ORG,\N,医疗,APPROVED,\N,2025-03-13 13:39:44,2025-03-13 13:51:29,1
AP20250621000040,C00000557,SELF_LOAN,10000.00,6,REFERRAL,\N,教育,APPROVED,\N,2025-06-21 22:47:12,2025-06-21 22:52:01,1
AP20250317000051,C00006678,SELF_LOAN,15000.00,3,PARTNER_MALL,CAMP0035,其他,APPROVED,\N,2025-03-17 18:48:35,2025-03-17 18:59:00,1
AP20250421000031,C00003429,JOINT_LOAN,5000.00,18,PARTNER_BANK1,CAMP0017,婚庆,APPROVED,\N,2025-04-21 13:31:01,2025-04-21 13:41:25,1
AP20250109000012,C00003979,SELF_LOAN,20000.00,18,TENCENT_AD,CAMP0016,装修,REJECTED,R009,2025-01-09 22:48:50,2025-01-09 23:02:58,1
AP20250511000040,C00009998,PLATFORM_LOAN,30000.00,12,H5_PROMO,CAMP0003,消费,REJECTED,R006,2025-05-11 12:43:16,2025-05-11 12:58:45,1
AP20250406000035,C00006134,PLATFORM_LOAN,10000.00,18,BYTEDANCE_AD,\N,婚庆,REJECTED,R006,2025-04-06 11:01:59,2025-04-06 11:11:24,1
AP20250527000033,C00007678,SELF_LOAN,100000.00,6,H5_PROMO,\N,医疗,APPROVED,\N,2025-05-27 08:59:46,2025-05-27 09:08:48,1
AP20250527000034,C00002023,JOINT_LOAN,10000.00,12,H5_PROMO,\N,医疗,REJECTED,R009,2025-05-27 10:13:48,2025-05-27 10:21:27,1
AP20250208000070,C00005231,JOINT_LOAN,8000.00,6,BAIDU_SEM,CAMP0017,装修,REJECTED,R004,2025-02-08 20:26:30,2025-02-08 20:32:36,1
AP20250220000067,C00000907,PLATFORM_LOAN,8000.00,36,WECHAT_MP,CAMP0031,婚庆,REJECTED,R009,2025-02-20 22:59:30,2025-02-20 23:08:20,1
AP20250530000035,C00001265,PLATFORM_LOAN,100000.00,18,APP_ORG,\N,装修,APPROVED,\N,2025-05-30 12:52:09,2025-05-30 13:04:58,1
AP20250115000034,C00003720,SELF_LOAN,1000.00,12,REFERRAL,\N,消费,APPROVED,\N,2025-01-15 20:18:12,2025-01-15 20:32:28,1
AP20250212000073,C00002566,SELF_LOAN,1000.00,6,BYTEDANCE_AD,CAMP0026,旅游,REJECTED,R009,2025-02-12 12:05:03,2025-02-12 12:08:04,1
AP20250226000064,C00006727,SELF_LOAN,15000.00,24,APP_ORG,\N,购车,APPROVED,\N,2025-02-26 11:33:31,2025-02-26 11:38:38,1
AP20250508000038,C00000001,SELF_LOAN,1000.00,36,PARTNER_BANK1,\N,消费,REJECTED,R008,2025-05-08 14:32:47,2025-05-08 14:35:10,1
AP20250522000042,C00005810,SELF_LOAN,100000.00,3,APP_ORG,\N,旅游,APPROVED,\N,2025-05-22 22:36:07,2025-05-22 22:46:04,1
AP20250221000078,C00003712,SELF_LOAN,10000.00,36,PARTNER_MALL,CAMP0030,消费,APPROVED,\N,2025-02-21 22:42:07,2025-02-21 22:56:20,1
AP20250515000046,C00003293,JOINT_LOAN,10000.00,3,APP_ORG,CAMP0014,旅游,REJECTED,R006,2025-05-15 22:50:52,2025-05-15 22:57:37,1
AP20250301000053,C00001522,SELF_LOAN,20000.00,24,BYTEDANCE_AD,CAMP0005,医疗,APPROVED,\N,2025-03-01 13:50:44,2025-03-01 13:58:08,1
AP20250509000039,C00006865,SELF_LOAN,5000.00,12,WECHAT_MP,\N,医疗,APPROVED,\N,2025-05-09 13:55:39,2025-05-09 13:59:27,1
AP20250127000054,C00003620,JOINT_LOAN,15000.00,12,PARTNER_BANK1,\N,装修,REJECTED,R007,2025-01-27 19:36:32,2025-01-27 19:49:48,1
AP20250228000070,C00004709,SELF_LOAN,20000.00,12,BAIDU_SEM,CAMP0034,其他,REJECTED,R006,2025-02-28 22:48:55,2025-02-28 22:58:27,1
AP20250421000032,C00007640,SELF_LOAN,8000.00,18,BAIDU_SEM,\N,消费,REJECTED,R007,2025-04-21 21:39:21,2025-04-21 21:47:29,1
AP20250417000041,C00008935,SELF_LOAN,100000.00,6,TENCENT_AD,CAMP0005,教育,REJECTED,R006,2025-04-17 20:48:22,2025-04-17 20:54:44,1
AP20250302000067,C00004809,JOINT_LOAN,100000.00,6,KUAISHOU_AD,CAMP0039,消费,APPROVED,\N,2025-03-02 13:59:33,2025-03-02 14:11:52,1
AP20250329000033,C00003260,SELF_LOAN,10000.00,6,H5_PROMO,CAMP0003,其他,APPROVED,\N,2025-03-29 10:57:58,2025-03-29 11:07:03,1
AP20250221000079,C00007629,JOINT_LOAN,2000.00,18,TENCENT_AD,CAMP0039,婚庆,APPROVED,\N,2025-02-21 19:13:41,2025-02-21 19:21:01,1
AP20250121000033,C00003312,PLATFORM_LOAN,15000.00,36,TENCENT_AD,\N,旅游,REJECTED,R006,2025-01-21 21:51:00,2025-01-21 21:58:59,1
AP20250528000038,C00004743,PLATFORM_LOAN,2000.00,24,BAIDU_SEM,\N,旅游,APPROVED,\N,2025-05-28 23:11:40,2025-05-28 23:17:13,1
AP20250414000030,C00007847,PLATFORM_LOAN,1000.00,24,PARTNER_MALL,CAMP0018,购车,APPROVED,\N,2025-04-14 13:32:46,2025-04-14 13:39:40,1
AP20250427000035,C00000336,JOINT_LOAN,1000.00,12,BAIDU_SEM,CAMP0005,其他,REJECTED,R006,2025-04-27 22:12:16,2025-04-27 22:19:30,1
AP20250130000050,C00006864,PLATFORM_LOAN,10000.00,36,PARTNER_BANK1,\N,消费,APPROVED,\N,2025-01-30 21:42:07,2025-01-30 21:51:40,1
AP20250215000076,C00007161,GUARANTEE_LOAN,100000.00,3,H5_PROMO,CAMP0006,购车,APPROVED,\N,2025-02-15 21:52:22,2025-02-15 22:00:04,1
AP20250214000058,C00009060,PLATFORM_LOAN,10000.00,6,WECHAT_MP,\N,装修,APPROVED,\N,2025-02-14 22:59:45,2025-02-14 23:06:01,1
AP20250517000049,C00005347,PLATFORM_LOAN,100000.00,3,TENCENT_AD,CAMP0014,医疗,REJECTED,R006,2025-05-17 10:35:13,2025-05-17 10:47:30,1
AP20250611000043,C00007688,PLATFORM_LOAN,20000.00,12,BYTEDANCE_AD,\N,购车,REJECTED,R008,2025-06-11 21:56:19,2025-06-11 22:01:14,1
AP20250127000055,C00002261,SELF_LOAN,15000.00,3,BYTEDANCE_AD,CAMP0017,购车,APPROVED,\N,2025-01-27 09:56:35,2025-01-27 10:06:04,1
AP20250211000081,C00007080,SELF_LOAN,100000.00,6,PARTNER_MALL,CAMP0038,消费,REJECTED,R009,2025-02-11 22:06:18,2025-02-11 22:16:03,1
AP20250228000071,C00000225,SELF_LOAN,2000.00,12,REFERRAL,\N,婚庆,REJECTED,R006,2025-02-28 13:15:15,2025-02-28 13:21:13,1
AP20250124000047,C00009078,JOINT_LOAN,80000.00,6,REFERRAL,\N,教育,REJECTED,R009,2025-01-24 12:44:13,2025-01-24 12:49:14,1
AP20250530000036,C00000400,JOINT_LOAN,5000.00,24,REFERRAL,\N,其他,REJECTED,R004,2025-05-30 21:37:03,2025-05-30 21:44:41,1
AP20250606000044,C00006575,GUARANTEE_LOAN,5000.00,12,BYTEDANCE_AD,\N,教育,APPROVED,\N,2025-06-06 21:33:17,2025-06-06 21:40:01,1
AP20250607000051,C00006661,SELF_LOAN,50000.00,3,TENCENT_AD,\N,其他,REJECTED,R004,2025-06-07 06:57:51,2025-06-07 07:08:23,1
AP20250306000057,C00008343,SELF_LOAN,100000.00,18,BAIDU_SEM,CAMP0035,教育,REJECTED,R006,2025-03-06 21:47:20,2025-03-06 22:01:25,1
AP20250526000031,C00000379,PLATFORM_LOAN,20000.00,6,BYTEDANCE_AD,\N,教育,APPROVED,\N,2025-05-26 21:33:54,2025-05-26 21:38:19,1
AP20250222000071,C00009776,SELF_LOAN,100000.00,6,REFERRAL,CAMP0029,购车,APPROVED,\N,2025-02-22 12:54:23,2025-02-22 13:04:31,1
AP20250309000056,C00008869,SELF_LOAN,80000.00,24,APP_ORG,\N,旅游,APPROVED,\N,2025-03-09 20:36:03,2025-03-09 20:50:27,1
AP20250218000085,C00007787,PLATFORM_LOAN,100000.00,3,PARTNER_BANK1,\N,购车,REJECTED,R009,2025-02-18 12:39:36,2025-02-18 12:47:59,1
AP20250209000053,C00000553,SELF_LOAN,1000.00,36,KUAISHOU_AD,CAMP0036,装修,APPROVED,\N,2025-02-09 22:22:01,2025-02-09 22:34:25,1
AP20250202000066,C00005915,JOINT_LOAN,15000.00,12,PARTNER_BANK1,CAMP0040,婚庆,REJECTED,R006,2025-02-02 21:08:43,2025-02-02 21:20:05,1
AP20250430000034,C00008272,PLATFORM_LOAN,80000.00,3,BAIDU_SEM,\N,购车,APPROVED,\N,2025-04-30 12:16:27,2025-04-30 12:27:22,1
AP20250218000086,C00001516,JOINT_LOAN,30000.00,36,PARTNER_BANK1,\N,教育,APPROVED,\N,2025-02-18 12:37:38,2025-02-18 12:45:41,1
AP20250216000066,C00004130,JOINT_LOAN,50000.00,36,TENCENT_AD,\N,婚庆,APPROVED,\N,2025-02-16 21:26:24,2025-02-16 21:37:37,1
AP20250217000066,C00001664,JOINT_LOAN,20000.00,18,BYTEDANCE_AD,\N,医疗,REJECTED,R004,2025-02-17 13:57:02,2025-02-17 14:03:46,1
AP20250305000059,C00009331,PLATFORM_LOAN,10000.00,6,PARTNER_BANK1,CAMP0029,其他,APPROVED,\N,2025-03-05 20:36:09,2025-03-05 20:48:21,1
AP20250504000047,C00006702,PLATFORM_LOAN,2000.00,12,BAIDU_SEM,CAMP0035,消费,APPROVED,\N,2025-05-04 13:35:51,2025-05-04 13:48:16,1
AP20250604000032,C00009008,PLATFORM_LOAN,10000.00,3,BAIDU_SEM,\N,消费,APPROVED,\N,2025-06-06 04:52:07,2025-06-06 05:01:18,1
AP20250218000087,C00002083,GUARANTEE_LOAN,20000.00,18,TENCENT_AD,\N,医疗,APPROVED,\N,2025-02-18 13:04:02,2025-02-18 13:15:11,1
AP20250504000048,C00003029,JOINT_LOAN,2000.00,18,TENCENT_AD,CAMP0014,婚庆,APPROVED,\N,2025-05-04 20:55:58,2025-05-04 21:03:21,1
AP20250413000033,C00006708,SELF_LOAN,100000.00,6,BAIDU_SEM,CAMP0033,其他,APPROVED,\N,2025-04-13 10:58:27,2025-04-13 11:05:37,1
AP20250203000082,C00007573,GUARANTEE_LOAN,15000.00,36,KUAISHOU_AD,CAMP0015,教育,APPROVED,\N,2025-02-03 17:04:34,2025-02-03 17:14:07,1
AP20250228000072,C00002735,JOINT_LOAN,10000.00,12,TENCENT_AD,CAMP0034,装修,APPROVED,\N,2025-02-28 13:35:03,2025-02-28 13:39:24,1
AP20250223000066,C00006302,PLATFORM_LOAN,5000.00,36,TENCENT_AD,CAMP0002,购车,APPROVED,\N,2025-02-23 22:53:52,2025-02-23 23:05:22,1
AP20250316000037,C00004200,SELF_LOAN,30000.00,36,BAIDU_SEM,CAMP0040,消费,REJECTED,R004,2025-03-16 14:33:05,2025-03-16 14:37:50,1
AP20250605000026,C00009872,JOINT_LOAN,30000.00,12,WECHAT_MP,\N,旅游,APPROVED,\N,2025-06-05 20:30:49,2025-06-05 20:46:02,1
AP20250315000040,C00003265,PLATFORM_LOAN,10000.00,18,PARTNER_MALL,\N,购车,APPROVED,\N,2025-03-15 17:43:54,2025-03-15 17:55:29,1
AP20250222000072,C00008177,PLATFORM_LOAN,20000.00,6,BYTEDANCE_AD,CAMP0007,医疗,APPROVED,\N,2025-02-22 11:50:33,2025-02-22 12:01:04,1
