ticket_id,action,remark,acted_at,actor,is_test_data
TK000460,创建,工单创建,2025-06-10 22:12:57,E00422,1
TK000460,关闭,问题已解决,2025-06-12 08:12:57,E00422,1
TK000461,创建,工单创建,2025-05-24 11:51:59,E00491,1
TK000461,关闭,问题已解决,2025-05-27 01:51:59,E00491,1
TK000462,创建,工单创建,2025-03-13 23:36:40,E00100,1
TK000462,关闭,问题已解决,2025-03-16 02:36:40,E00100,1
TK000463,创建,工单创建,2025-05-30 13:43:40,E00453,1
TK000463,关闭,问题已解决,2025-05-31 00:43:40,E00453,1
TK000464,创建,工单创建,2025-05-04 21:48:36,E00468,1
TK000465,创建,工单创建,2025-03-22 20:53:02,E00017,1
TK000465,关闭,问题已解决,2025-03-24 07:53:02,E00017,1
TK000466,创建,工单创建,2025-06-07 17:15:05,E00204,1
TK000466,关闭,问题已解决,2025-06-08 14:15:05,E00204,1
TK000467,创建,工单创建,2025-05-15 22:46:16,E00399,1
TK000468,创建,工单创建,2025-05-19 13:43:40,E00643,1
TK000468,关闭,问题已解决,2025-05-19 21:43:40,E00643,1
TK000469,创建,工单创建,2025-06-11 13:38:59,E00336,1
TK000469,关闭,问题已解决,2025-06-12 07:38:59,E00336,1
TK000470,创建,工单创建,2025-06-09 20:01:11,E00336,1
TK000470,关闭,问题已解决,2025-06-12 15:01:11,E00336,1
TK000471,创建,工单创建,2025-06-17 12:06:45,E00543,1
TK000471,关闭,问题已解决,2025-06-19 22:06:45,E00543,1
TK000472,创建,工单创建,2025-04-17 12:48:49,E00055,1
TK000472,关闭,问题已解决,2025-04-18 11:48:49,E00055,1
TK000473,创建,工单创建,2025-05-02 13:23:57,E00646,1
TK000473,关闭,问题已解决,2025-05-05 10:23:57,E00646,1
TK000474,创建,工单创建,2025-04-15 13:08:34,E00577,1
TK000474,关闭,问题已解决,2025-04-16 10:08:34,E00577,1
TK000475,创建,工单创建,2025-04-04 20:24:19,E00077,1
TK000476,创建,工单创建,2025-04-29 21:22:58,E00254,1
TK000476,关闭,问题已解决,2025-05-02 04:22:58,E00254,1
TK000477,创建,工单创建,2025-06-03 12:59:16,E00271,1
TK000477,关闭,问题已解决,2025-06-04 19:59:16,E00271,1
TK000478,创建,工单创建,2025-06-20 11:45:01,E00322,1
TK000478,关闭,问题已解决,2025-06-22 12:45:01,E00322,1
TK000479,创建,工单创建,2025-04-06 13:23:36,E00130,1
TK000479,关闭,问题已解决,2025-04-09 09:23:36,E00130,1
TK000480,创建,工单创建,2025-06-19 13:22:10,E00088,1
TK000480,关闭,问题已解决,2025-06-19 14:22:10,E00088,1
TK000481,创建,工单创建,2025-06-20 17:44:24,E00535,1
TK000481,关闭,问题已解决,2025-06-20 19:44:24,E00535,1
TK000482,创建,工单创建,2025-06-27 08:12:15,E00134,1
TK000482,关闭,问题已解决,2025-06-29 18:12:15,E00134,1
TK000483,创建,工单创建,2025-04-23 14:33:04,E00193,1
TK000483,关闭,问题已解决,2025-04-26 14:33:04,E00193,1
TK000484,创建,工单创建,2025-05-18 23:47:30,E00144,1
TK000484,关闭,问题已解决,2025-05-20 13:47:30,E00144,1
TK000485,创建,工单创建,2025-05-22 20:35:17,E00380,1
TK000485,关闭,问题已解决,2025-05-24 08:35:17,E00380,1
TK000486,创建,工单创建,2025-05-15 12:58:31,E00283,1
TK000486,关闭,问题已解决,2025-05-17 23:58:31,E00283,1
TK000487,创建,工单创建,2025-05-03 09:10:27,E00276,1
TK000487,关闭,问题已解决,2025-05-05 14:10:27,E00276,1
TK000488,创建,工单创建,2025-03-28 12:59:09,E00378,1
TK000488,关闭,问题已解决,2025-03-31 10:59:09,E00378,1
TK000489,创建,工单创建,2025-06-15 13:19:26,E00462,1
TK000489,关闭,问题已解决,2025-06-17 20:19:26,E00462,1
TK000490,创建,工单创建,2025-06-12 21:06:12,E00203,1
TK000490,关闭,问题已解决,2025-06-12 23:06:12,E00203,1
TK000491,创建,工单创建,2025-02-26 21:49:40,E00354,1
TK000491,关闭,问题已解决,2025-02-28 11:49:40,E00354,1
TK000492,创建,工单创建,2025-05-22 10:44:42,E00204,1
TK000492,关闭,问题已解决,2025-05-24 06:44:42,E00204,1
TK000493,创建,工单创建,2025-06-04 13:38:40,E00459,1
TK000493,关闭,问题已解决,2025-06-05 16:38:40,E00459,1
TK000494,创建,工单创建,2025-05-10 19:35:09,E00626,1
TK000494,关闭,问题已解决,2025-05-12 21:35:09,E00626,1
TK000495,创建,工单创建,2025-06-14 12:50:38,E00316,1
TK000495,关闭,问题已解决,2025-06-16 00:50:38,E00316,1
TK000496,创建,工单创建,2025-03-23 13:48:25,E00562,1
TK000496,关闭,问题已解决,2025-03-25 08:48:25,E00562,1
TK000497,创建,工单创建,2025-03-24 09:54:23,E00119,1
TK000497,关闭,问题已解决,2025-03-26 02:54:23,E00119,1
TK000498,创建,工单创建,2025-05-29 22:13:03,E00153,1
TK000498,关闭,问题已解决,2025-05-31 17:13:03,E00153,1
TK000499,创建,工单创建,2025-05-10 10:51:23,E00544,1
TK000499,关闭,问题已解决,2025-05-10 19:51:23,E00544,1
TK000500,创建,工单创建,2025-02-23 19:06:46,E00091,1
TK000500,关闭,问题已解决,2025-02-26 13:06:46,E00091,1
TK000501,创建,工单创建,2025-02-09 12:40:09,E00047,1
TK000501,关闭,问题已解决,2025-02-09 20:40:09,E00047,1
TK000502,创建,工单创建,2025-06-04 12:56:42,E00245,1
TK000502,关闭,问题已解决,2025-06-07 05:56:42,E00245,1
TK000503,创建,工单创建,2025-06-11 12:36:43,E00036,1
TK000503,关闭,问题已解决,2025-06-12 00:36:43,E00036,1
TK000504,创建,工单创建,2025-03-14 19:02:25,E00208,1
TK000505,创建,工单创建,2025-06-02 13:30:25,E00043,1
TK000505,关闭,问题已解决,2025-06-04 21:30:25,E00043,1
TK000506,创建,工单创建,2025-04-27 12:51:14,E00595,1
TK000506,关闭,问题已解决,2025-04-27 16:51:14,E00595,1
TK000507,创建,工单创建,2025-06-10 19:09:12,E00624,1
TK000507,关闭,问题已解决,2025-06-11 00:09:12,E00624,1
TK000508,创建,工单创建,2025-04-25 17:26:11,E00208,1
TK000508,关闭,问题已解决,2025-04-28 03:26:11,E00208,1
TK000509,创建,工单创建,2025-03-23 13:39:18,E00453,1
TK000509,关闭,问题已解决,2025-03-25 22:39:18,E00453,1
TK000510,创建,工单创建,2025-06-21 22:28:21,E00647,1
TK000510,关闭,问题已解决,2025-06-24 04:28:21,E00647,1
TK000511,创建,工单创建,2025-06-21 15:47:45,E00073,1
TK000511,关闭,问题已解决,2025-06-22 05:47:45,E00073,1
TK000512,创建,工单创建,2025-05-19 20:36:21,E00273,1
TK000512,关闭,问题已解决,2025-05-22 00:36:21,E00273,1
TK000513,创建,工单创建,2025-05-03 15:10:25,E00058,1
TK000513,关闭,问题已解决,2025-05-05 09:10:25,E00058,1
TK000514,创建,工单创建,2025-04-30 20:32:41,E00489,1
TK000515,创建,工单创建,2025-05-15 21:44:04,E00231,1
TK000515,关闭,问题已解决,2025-05-16 08:44:04,E00231,1
TK000516,创建,工单创建,2025-04-28 21:31:27,E00152,1
TK000516,关闭,问题已解决,2025-05-01 18:31:27,E00152,1
TK000517,创建,工单创建,2025-06-22 15:50:33,E00259,1
TK000517,关闭,问题已解决,2025-06-24 00:50:33,E00259,1
TK000518,创建,工单创建,2025-06-06 22:32:20,E00568,1
TK000518,关闭,问题已解决,2025-06-07 10:32:20,E00568,1
TK000519,创建,工单创建,2025-04-17 19:40:36,E00629,1
TK000520,创建,工单创建,2025-03-17 22:38:47,E00357,1
TK000521,创建,工单创建,2025-05-17 13:54:39,E00491,1
TK000521,关闭,问题已解决,2025-05-19 13:54:39,E00491,1
TK000522,创建,工单创建,2025-06-14 13:25:03,E00203,1
TK000522,关闭,问题已解决,2025-06-14 14:25:03,E00203,1
TK000523,创建,工单创建,2025-06-29 13:50:14,E00216,1
TK000523,关闭,问题已解决,2025-06-30 22:50:14,E00216,1
TK000524,创建,工单创建,2025-06-19 22:01:12,E00330,1
TK000525,创建,工单创建,2025-06-13 22:48:27,E00064,1
TK000526,创建,工单创建,2025-03-27 10:57:06,E00084,1
TK000526,关闭,问题已解决,2025-03-28 16:57:06,E00084,1
TK000527,创建,工单创建,2025-06-12 01:06:48,E00478,1
TK000527,关闭,问题已解决,2025-06-15 00:06:48,E00478,1
TK000528,创建,工单创建,2025-05-20 13:30:01,E00557,1
TK000529,创建,工单创建,2025-06-17 13:33:34,E00407,1
TK000529,关闭,问题已解决,2025-06-19 06:33:34,E00407,1
TK000530,创建,工单创建,2025-04-15 22:10:43,E00546,1
TK000530,关闭,问题已解决,2025-04-16 06:10:43,E00546,1
TK000531,创建,工单创建,2025-05-13 22:53:44,E00235,1
TK000531,关闭,问题已解决,2025-05-16 17:53:44,E00235,1
TK000532,创建,工单创建,2025-05-14 19:20:16,E00145,1
TK000532,关闭,问题已解决,2025-05-15 08:20:16,E00145,1
TK000533,创建,工单创建,2025-04-28 20:13:46,E00439,1
TK000533,关闭,问题已解决,2025-04-29 04:13:46,E00439,1
TK000534,创建,工单创建,2025-06-07 22:11:40,E00307,1
TK000534,关闭,问题已解决,2025-06-09 03:11:40,E00307,1
TK000535,创建,工单创建,2025-05-31 11:23:57,E00552,1
TK000535,关闭,问题已解决,2025-05-31 18:23:57,E00552,1
TK000536,创建,工单创建,2025-05-20 13:18:16,E00068,1
TK000536,关闭,问题已解决,2025-05-23 05:18:16,E00068,1
TK000537,创建,工单创建,2025-05-18 16:07:36,E00577,1
TK000537,关闭,问题已解决,2025-05-19 18:07:36,E00577,1
TK000538,创建,工单创建,2025-06-12 16:36:17,E00329,1
TK000539,创建,工单创建,2025-04-15 15:35:27,E00610,1
TK000539,关闭,问题已解决,2025-04-16 08:35:27,E00610,1
TK000540,创建,工单创建,2025-06-18 22:43:39,E00240,1
TK000540,关闭,问题已解决,2025-06-19 16:43:39,E00240,1
TK000541,创建,工单创建,2025-05-04 22:52:15,E00574,1
TK000541,关闭,问题已解决,2025-05-06 15:52:15,E00574,1
TK000542,创建,工单创建,2025-06-01 20:59:21,E00013,1
TK000542,关闭,问题已解决,2025-06-04 11:59:21,E00013,1
TK000543,创建,工单创建,2025-04-15 16:01:33,E00566,1
TK000543,关闭,问题已解决,2025-04-18 13:01:33,E00566,1
TK000544,创建,工单创建,2025-05-19 13:42:46,E00005,1
TK000544,关闭,问题已解决,2025-05-20 05:42:46,E00005,1
TK000545,创建,工单创建,2025-05-30 21:27:00,E00369,1
TK000545,关闭,问题已解决,2025-05-31 00:27:00,E00369,1
TK000546,创建,工单创建,2025-05-27 12:27:41,E00226,1
TK000546,关闭,问题已解决,2025-05-30 02:27:41,E00226,1
TK000547,创建,工单创建,2025-05-06 22:56:03,E00428,1
TK000547,关闭,问题已解决,2025-05-07 04:56:03,E00428,1
TK000548,创建,工单创建,2025-06-12 12:06:40,E00390,1
TK000548,关闭,问题已解决,2025-06-14 23:06:40,E00390,1
TK000549,创建,工单创建,2025-03-23 22:08:09,E00207,1
TK000549,关闭,问题已解决,2025-03-26 14:08:09,E00207,1
TK000550,创建,工单创建,2025-06-11 17:29:38,E00604,1
TK000550,关闭,问题已解决,2025-06-14 01:29:38,E00604,1
TK000551,创建,工单创建,2025-05-22 13:06:54,E00267,1
TK000551,关闭,问题已解决,2025-05-22 19:06:54,E00267,1
TK000552,创建,工单创建,2025-04-16 21:39:32,E00633,1
TK000552,关闭,问题已解决,2025-04-16 22:39:32,E00633,1
TK000553,创建,工单创建,2025-04-23 22:46:24,E00070,1
TK000553,关闭,问题已解决,2025-04-26 14:46:24,E00070,1
TK000554,创建,工单创建,2025-06-04 22:41:27,E00109,1
TK000554,关闭,问题已解决,2025-06-06 05:41:27,E00109,1
TK000555,创建,工单创建,2025-04-10 22:29:33,E00427,1
TK000555,关闭,问题已解决,2025-04-11 02:29:33,E00427,1
TK000556,创建,工单创建,2025-06-18 14:31:24,E00584,1
TK000556,关闭,问题已解决,2025-06-18 16:31:24,E00584,1
TK000557,创建,工单创建,2025-05-18 21:32:42,E00015,1
TK000557,关闭,问题已解决,2025-05-21 08:32:42,E00015,1
TK000558,创建,工单创建,2025-06-10 12:13:21,E00559,1
TK000558,关闭,问题已解决,2025-06-12 10:13:21,E00559,1
TK000559,创建,工单创建,2025-05-31 20:16:30,E00520,1
TK000559,关闭,问题已解决,2025-06-03 05:16:30,E00520,1
TK000560,创建,工单创建,2025-04-30 22:48:39,E00312,1
TK000560,关闭,问题已解决,2025-05-01 22:48:39,E00312,1
TK000561,创建,工单创建,2025-04-18 13:06:08,E00250,1
TK000561,关闭,问题已解决,2025-04-19 01:06:08,E00250,1
TK000562,创建,工单创建,2025-03-27 13:33:31,E00412,1
TK000562,关闭,问题已解决,2025-03-28 02:33:31,E00412,1
TK000563,创建,工单创建,2025-03-29 23:09:21,E00502,1
TK000563,关闭,问题已解决,2025-04-01 21:09:21,E00502,1
TK000564,创建,工单创建,2025-05-18 22:24:34,E00206,1
TK000564,关闭,问题已解决,2025-05-19 22:24:34,E00206,1
TK000565,创建,工单创建,2025-04-24 02:33:26,E00558,1
TK000565,关闭,问题已解决,2025-04-26 02:33:26,E00558,1
TK000566,创建,工单创建,2025-04-18 13:56:05,E00599,1
TK000567,创建,工单创建,2025-05-25 12:18:23,E00581,1
TK000567,关闭,问题已解决,2025-05-27 13:18:23,E00581,1
TK000568,创建,工单创建,2025-06-17 02:50:30,E00286,1
TK000568,关闭,问题已解决,2025-06-18 17:50:30,E00286,1
TK000569,创建,工单创建,2025-03-27 22:22:48,E00399,1
TK000569,关闭,问题已解决,2025-03-28 13:22:48,E00399,1
TK000570,创建,工单创建,2025-05-11 12:26:01,E00282,1
TK000570,关闭,问题已解决,2025-05-13 14:26:01,E00282,1
TK000571,创建,工单创建,2025-04-24 12:11:53,E00453,1
TK000571,关闭,问题已解决,2025-04-25 08:11:53,E00453,1
TK000572,创建,工单创建,2025-05-12 22:55:35,E00610,1
TK000573,创建,工单创建,2025-03-19 20:23:43,E00567,1
TK000574,创建,工单创建,2025-06-22 12:36:47,E00489,1
TK000574,关闭,问题已解决,2025-06-22 22:36:47,E00489,1
TK000575,创建,工单创建,2025-05-16 18:53:49,E00543,1
TK000575,关闭,问题已解决,2025-05-17 10:53:49,E00543,1
TK000576,创建,工单创建,2025-06-07 16:03:25,E00106,1
TK000576,关闭,问题已解决,2025-06-08 22:03:25,E00106,1
TK000577,创建,工单创建,2025-05-10 19:23:27,E00022,1
TK000577,关闭,问题已解决,2025-05-12 14:23:27,E00022,1
TK000578,创建,工单创建,2025-06-19 13:21:44,E00420,1
TK000578,关闭,问题已解决,2025-06-21 23:21:44,E00420,1
TK000579,创建,工单创建,2025-05-25 00:34:38,E00459,1
TK000579,关闭,问题已解决,2025-05-25 20:34:38,E00459,1
TK000580,创建,工单创建,2025-06-14 21:29:46,E00265,1
TK000581,创建,工单创建,2025-06-16 10:54:10,E00393,1
TK000581,关闭,问题已解决,2025-06-18 23:54:10,E00393,1
TK000582,创建,工单创建,2025-06-14 22:31:29,E00645,1
TK000582,关闭,问题已解决,2025-06-17 06:31:29,E00645,1
TK000583,创建,工单创建,2025-03-26 15:49:56,E00455,1
TK000583,关闭,问题已解决,2025-03-27 21:49:56,E00455,1
TK000584,创建,工单创建,2025-04-04 02:43:00,E00583,1
TK000584,关闭,问题已解决,2025-04-06 20:43:00,E00583,1
TK000585,创建,工单创建,2025-03-22 01:51:02,E00550,1
TK000585,关闭,问题已解决,2025-03-24 20:51:02,E00550,1
TK000586,创建,工单创建,2025-03-23 21:43:29,E00438,1
TK000586,关闭,问题已解决,2025-03-25 11:43:29,E00438,1
TK000587,创建,工单创建,2025-05-14 21:25:27,E00577,1
TK000587,关闭,问题已解决,2025-05-17 08:25:27,E00577,1
TK000588,创建,工单创建,2025-05-27 13:18:38,E00147,1
TK000588,关闭,问题已解决,2025-05-28 14:18:38,E00147,1
TK000589,创建,工单创建,2025-06-14 11:53:32,E00330,1
TK000590,创建,工单创建,2025-05-03 13:25:42,E00185,1
TK000590,关闭,问题已解决,2025-05-04 11:25:42,E00185,1
TK000591,创建,工单创建,2025-04-16 20:21:02,E00046,1
TK000591,关闭,问题已解决,2025-04-17 18:21:02,E00046,1
TK000592,创建,工单创建,2025-05-03 12:23:33,E00647,1
TK000592,关闭,问题已解决,2025-05-03 20:23:33,E00647,1
TK000593,创建,工单创建,2025-05-24 20:10:40,E00379,1
TK000593,关闭,问题已解决,2025-05-25 01:10:40,E00379,1
TK000594,创建,工单创建,2025-03-03 11:15:08,E00553,1
TK000594,关闭,问题已解决,2025-03-04 23:15:08,E00553,1
TK000595,创建,工单创建,2025-04-12 19:04:07,E00543,1
TK000595,关闭,问题已解决,2025-04-14 13:04:07,E00543,1
TK000596,创建,工单创建,2025-06-26 19:08:23,E00295,1
TK000596,关闭,问题已解决,2025-06-29 07:08:23,E00295,1
TK000597,创建,工单创建,2025-05-04 22:04:26,E00218,1
TK000598,创建,工单创建,2025-02-22 16:35:38,E00632,1
TK000598,关闭,问题已解决,2025-02-25 11:35:38,E00632,1
TK000599,创建,工单创建,2025-04-27 19:38:54,E00450,1
TK000599,关闭,问题已解决,2025-04-30 03:38:54,E00450,1
TK000600,创建,工单创建,2025-06-15 22:58:52,E00085,1
TK000600,关闭,问题已解决,2025-06-17 10:58:52,E00085,1
TK000601,创建,工单创建,2025-06-10 13:32:46,E00606,1
TK000601,关闭,问题已解决,2025-06-12 00:32:46,E00606,1
TK000602,创建,工单创建,2025-06-13 17:48:51,E00082,1
TK000602,关闭,问题已解决,2025-06-16 16:48:51,E00082,1
TK000603,创建,工单创建,2025-05-02 20:52:00,E00244,1
TK000603,关闭,问题已解决,2025-05-05 12:52:00,E00244,1
TK000604,创建,工单创建,2025-04-15 20:54:50,E00470,1
TK000604,关闭,问题已解决,2025-04-18 17:54:50,E00470,1
TK000605,创建,工单创建,2025-04-27 13:09:47,E00449,1
TK000605,关闭,问题已解决,2025-04-30 12:09:47,E00449,1
TK000606,创建,工单创建,2025-06-09 21:58:23,E00235,1
TK000606,关闭,问题已解决,2025-06-10 15:58:23,E00235,1
TK000607,创建,工单创建,2025-04-09 12:16:38,E00049,1
TK000607,关闭,问题已解决,2025-04-12 05:16:38,E00049,1
TK000608,创建,工单创建,2025-05-18 21:01:52,E00212,1
TK000608,关闭,问题已解决,2025-05-20 13:01:52,E00212,1
TK000609,创建,工单创建,2025-05-20 21:46:57,E00005,1
TK000609,关闭,问题已解决,2025-05-21 10:46:57,E00005,1
TK000610,创建,工单创建,2025-06-24 13:31:21,E00495,1
TK000611,创建,工单创建,2025-06-08 23:14:00,E00509,1
TK000611,关闭,问题已解决,2025-06-11 04:14:00,E00509,1
TK000612,创建,工单创建,2025-04-21 13:09:34,E00501,1
TK000613,创建,工单创建,2025-04-17 22:52:20,E00261,1
TK000613,关闭,问题已解决,2025-04-20 19:52:20,E00261,1
TK000614,创建,工单创建,2025-05-25 14:51:43,E00209,1
TK000614,关闭,问题已解决,2025-05-27 22:51:43,E00209,1
TK000615,创建,工单创建,2025-03-26 18:09:54,E00597,1
TK000615,关闭,问题已解决,2025-03-29 02:09:54,E00597,1
TK000616,创建,工单创建,2025-03-24 08:38:39,E00350,1
TK000616,关闭,问题已解决,2025-03-26 07:38:39,E00350,1
TK000617,创建,工单创建,2025-06-25 13:03:07,E00488,1
TK000617,关闭,问题已解决,2025-06-26 02:03:07,E00488,1
TK000618,创建,工单创建,2025-06-06 20:01:05,E00460,1
TK000618,关闭,问题已解决,2025-06-08 19:01:05,E00460,1
TK000619,创建,工单创建,2025-03-18 22:42:30,E00178,1
TK000619,关闭,问题已解决,2025-03-19 10:42:30,E00178,1
TK000620,创建,工单创建,2025-05-25 22:53:03,E00276,1
TK000620,关闭,问题已解决,2025-05-26 05:53:03,E00276,1
TK000621,创建,工单创建,2025-03-12 12:43:16,E00450,1
TK000621,关闭,问题已解决,2025-03-13 12:43:16,E00450,1
TK000622,创建,工单创建,2025-05-27 12:27:17,E00105,1
TK000622,关闭,问题已解决,2025-05-28 00:27:17,E00105,1
TK000623,创建,工单创建,2025-03-08 18:52:15,E00387,1
TK000623,关闭,问题已解决,2025-03-11 08:52:15,E00387,1
TK000624,创建,工单创建,2025-05-20 20:02:34,E00039,1
TK000624,关闭,问题已解决,2025-05-23 10:02:34,E00039,1
TK000625,创建,工单创建,2025-06-14 10:43:50,E00187,1
TK000625,关闭,问题已解决,2025-06-14 20:43:50,E00187,1
TK000626,创建,工单创建,2025-06-02 06:08:28,E00080,1
TK000626,关闭,问题已解决,2025-06-04 05:08:28,E00080,1
TK000627,创建,工单创建,2025-05-23 15:48:37,E00081,1
TK000627,关闭,问题已解决,2025-05-24 08:48:37,E00081,1
TK000628,创建,工单创建,2025-05-20 11:50:07,E00485,1
TK000628,关闭,问题已解决,2025-05-22 14:50:07,E00485,1
TK000629,创建,工单创建,2025-06-17 11:10:21,E00452,1
TK000629,关闭,问题已解决,2025-06-18 21:10:21,E00452,1
TK000630,创建,工单创建,2025-05-09 21:16:17,E00272,1
TK000630,关闭,问题已解决,2025-05-11 03:16:17,E00272,1
TK000631,创建,工单创建,2025-06-13 13:28:37,E00605,1
TK000631,关闭,问题已解决,2025-06-15 06:28:37,E00605,1
TK000632,创建,工单创建,2025-04-14 02:11:11,E00042,1
TK000632,关闭,问题已解决,2025-04-15 06:11:11,E00042,1
TK000633,创建,工单创建,2025-02-28 12:02:08,E00414,1
TK000633,关闭,问题已解决,2025-03-02 03:02:08,E00414,1
TK000634,创建,工单创建,2025-05-30 21:32:23,E00307,1
TK000634,关闭,问题已解决,2025-05-31 15:32:23,E00307,1
TK000635,创建,工单创建,2025-05-10 16:03:30,E00514,1
TK000635,关闭,问题已解决,2025-05-12 15:03:30,E00514,1
TK000636,创建,工单创建,2025-06-24 17:32:51,E00179,1
TK000636,关闭,问题已解决,2025-06-26 20:32:51,E00179,1
TK000637,创建,工单创建,2025-05-15 12:58:34,E00364,1
TK000637,关闭,问题已解决,2025-05-16 12:58:34,E00364,1
TK000638,创建,工单创建,2025-05-30 15:37:03,E00362,1
TK000638,关闭,问题已解决,2025-05-31 13:37:03,E00362,1
TK000639,创建,工单创建,2025-05-23 22:32:05,E00123,1
TK000639,关闭,问题已解决,2025-05-24 04:32:05,E00123,1
TK000640,创建,工单创建,2025-04-28 21:00:53,E00103,1
TK000641,创建,工单创建,2025-04-07 12:57:17,E00574,1
TK000641,关闭,问题已解决,2025-04-10 01:57:17,E00574,1
TK000642,创建,工单创建,2025-03-23 12:05:11,E00402,1
TK000642,关闭,问题已解决,2025-03-23 14:05:11,E00402,1
TK000643,创建,工单创建,2025-05-02 21:05:08,E00095,1
TK000643,关闭,问题已解决,2025-05-05 16:05:08,E00095,1
TK000644,创建,工单创建,2025-04-25 10:31:31,E00301,1
TK000644,关闭,问题已解决,2025-04-25 12:31:31,E00301,1
TK000645,创建,工单创建,2025-04-15 13:36:45,E00257,1
TK000645,关闭,问题已解决,2025-04-16 20:36:45,E00257,1
TK000646,创建,工单创建,2025-06-16 00:37:01,E00639,1
TK000646,关闭,问题已解决,2025-06-18 23:37:01,E00639,1
TK000647,创建,工单创建,2025-05-17 19:42:33,E00132,1
TK000648,创建,工单创建,2025-06-16 13:50:46,E00053,1
TK000649,创建,工单创建,2025-06-23 14:13:18,E00333,1
TK000649,关闭,问题已解决,2025-06-25 02:13:18,E00333,1
TK000650,创建,工单创建,2025-05-11 13:55:02,E00293,1
TK000650,关闭,问题已解决,2025-05-13 10:55:02,E00293,1
TK000651,创建,工单创建,2025-05-13 13:43:58,E00526,1
TK000651,关闭,问题已解决,2025-05-16 13:43:58,E00526,1
TK000652,创建,工单创建,2025-04-23 22:29:03,E00004,1
TK000652,关闭,问题已解决,2025-04-24 04:29:03,E00004,1
TK000653,创建,工单创建,2025-06-28 14:51:14,E00603,1
TK000653,关闭,问题已解决,2025-06-30 12:51:14,E00603,1
TK000654,创建,工单创建,2025-05-24 15:10:53,E00311,1
TK000655,创建,工单创建,2025-03-14 09:52:46,E00119,1
TK000655,关闭,问题已解决,2025-03-16 07:52:46,E00119,1
TK000656,创建,工单创建,2025-05-06 20:39:14,E00133,1
TK000656,关闭,问题已解决,2025-05-07 18:39:14,E00133,1
TK000657,创建,工单创建,2025-05-12 20:54:04,E00565,1
TK000657,关闭,问题已解决,2025-05-13 08:54:04,E00565,1
TK000658,创建,工单创建,2025-06-01 21:22:02,E00126,1
TK000659,创建,工单创建,2025-05-09 13:50:32,E00552,1
TK000659,关闭,问题已解决,2025-05-10 16:50:32,E00552,1
TK000660,创建,工单创建,2025-06-20 12:26:03,E00601,1
TK000660,关闭,问题已解决,2025-06-21 01:26:03,E00601,1
TK000661,创建,工单创建,2025-06-12 01:10:09,E00156,1
TK000661,关闭,问题已解决,2025-06-14 11:10:09,E00156,1
TK000662,创建,工单创建,2025-04-11 06:23:45,E00221,1
TK000662,关闭,问题已解决,2025-04-12 11:23:45,E00221,1
TK000663,创建,工单创建,2025-04-24 15:56:14,E00252,1
TK000663,关闭,问题已解决,2025-04-27 05:56:14,E00252,1
TK000664,创建,工单创建,2025-05-23 00:08:21,E00507,1
TK000664,关闭,问题已解决,2025-05-25 09:08:21,E00507,1
TK000665,创建,工单创建,2025-03-20 13:04:40,E00109,1
TK000665,关闭,问题已解决,2025-03-20 15:04:40,E00109,1
TK000666,创建,工单创建,2025-05-16 12:44:01,E00459,1
TK000666,关闭,问题已解决,2025-05-18 04:44:01,E00459,1
TK000667,创建,工单创建,2025-05-31 10:25:19,E00265,1
TK000667,关闭,问题已解决,2025-06-02 06:25:19,E00265,1
TK000668,创建,工单创建,2025-05-18 20:53:56,E00042,1
TK000668,关闭,问题已解决,2025-05-20 16:53:56,E00042,1
TK000669,创建,工单创建,2025-05-15 10:06:25,E00282,1
TK000669,关闭,问题已解决,2025-05-18 05:06:25,E00282,1
TK000670,创建,工单创建,2025-04-11 18:55:46,E00061,1
TK000670,关闭,问题已解决,2025-04-14 10:55:46,E00061,1
TK000671,创建,工单创建,2025-06-17 21:02:04,E00617,1
TK000671,关闭,问题已解决,2025-06-19 23:02:04,E00617,1
TK000672,创建,工单创建,2025-05-17 21:47:02,E00062,1
TK000672,关闭,问题已解决,2025-05-18 21:47:02,E00062,1
TK000673,创建,工单创建,2025-06-21 01:42:24,E00505,1
TK000673,关闭,问题已解决,2025-06-23 22:42:24,E00505,1
TK000674,创建,工单创建,2025-06-14 12:58:06,E00200,1
TK000674,关闭,问题已解决,2025-06-15 01:58:06,E00200,1
TK000675,创建,工单创建,2025-02-23 20:05:07,E00532,1
TK000675,关闭,问题已解决,2025-02-24 00:05:07,E00532,1
TK000676,创建,工单创建,2025-06-08 06:49:12,E00645,1
TK000677,创建,工单创建,2025-05-11 09:14:52,E00211,1
TK000677,关闭,问题已解决,2025-05-12 19:14:52,E00211,1
TK000678,创建,工单创建,2025-05-31 17:25:00,E00556,1
TK000678,关闭,问题已解决,2025-06-03 15:25:00,E00556,1
TK000679,创建,工单创建,2025-04-02 18:20:40,E00070,1
TK000679,关闭,问题已解决,2025-04-04 21:20:40,E00070,1
TK000680,创建,工单创建,2025-04-19 11:28:32,E00479,1
TK000680,关闭,问题已解决,2025-04-20 00:28:32,E00479,1
TK000681,创建,工单创建,2025-06-02 22:03:50,E00167,1
TK000682,创建,工单创建,2025-05-23 09:42:06,E00592,1
TK000682,关闭,问题已解决,2025-05-26 04:42:06,E00592,1
TK000683,创建,工单创建,2025-06-05 21:57:38,E00154,1
TK000683,关闭,问题已解决,2025-06-06 05:57:38,E00154,1
TK000684,创建,工单创建,2025-04-03 12:46:30,E00155,1
TK000685,创建,工单创建,2025-05-30 02:19:15,E00442,1
