application_id,customer_id,model_code,score,grade,computed_at,is_test_data
AP20250221000083,C00004482,FRAUD_SCORE,50,N/A,2025-02-21 11:59:24,1
AP20250109000014,C00009777,A_SCORE,515,E,2025-01-09 08:04:45,1
AP20250109000014,C00009777,B_SCORE,648,C,2025-01-09 08:04:45,1
AP20250109000014,C00009777,FRAUD_SCORE,32,N/A,2025-01-09 08:04:45,1
AP20250203000087,C00006590,A_SCORE,777,A,2025-02-03 12:38:57,1
AP20250203000087,C00006590,B_SCORE,625,C,2025-02-03 12:38:57,1
AP20250203000087,C00006590,FRAUD_SCORE,230,N/A,2025-02-03 12:38:57,1
AP20250617000031,C00009955,A_SCORE,533,E,2025-06-17 20:14:07,1
AP20250617000031,C00009955,B_SCORE,485,E,2025-06-17 20:14:07,1
AP20250617000031,C00009955,FRAUD_SCORE,194,N/A,2025-06-17 20:14:07,1
AP20250304000061,C00001504,A_SCORE,854,A,2025-03-04 10:17:28,1
AP20250304000061,C00001504,B_SCORE,706,B,2025-03-04 10:17:28,1
AP20250304000061,C00001504,FRAUD_SCORE,0,N/A,2025-03-04 10:17:28,1
AP20250125000044,C00009611,A_SCORE,839,A,2025-01-25 12:28:09,1
AP20250125000044,C00009611,B_SCORE,690,B,2025-01-25 12:28:09,1
AP20250125000044,C00009611,FRAUD_SCORE,60,N/A,2025-01-25 12:28:09,1
AP20250225000073,C00003840,A_SCORE,548,D,2025-02-25 12:22:44,1
AP20250225000073,C00003840,B_SCORE,694,B,2025-02-25 12:22:44,1
AP20250225000073,C00003840,FRAUD_SCORE,85,N/A,2025-02-25 12:22:44,1
AP20250305000066,C00005121,A_SCORE,653,C,2025-03-05 21:44:55,1
AP20250305000066,C00005121,B_SCORE,653,C,2025-03-05 21:44:55,1
AP20250305000066,C00005121,FRAUD_SCORE,37,N/A,2025-03-05 21:44:55,1
AP20250507000058,C00009415,A_SCORE,532,E,2025-05-07 20:57:33,1
AP20250507000058,C00009415,B_SCORE,398,E,2025-05-07 20:57:33,1
AP20250507000058,C00009415,FRAUD_SCORE,40,N/A,2025-05-07 20:57:33,1
AP20250617000032,C00008951,A_SCORE,734,A,2025-06-17 16:58:35,1
AP20250617000032,C00008951,B_SCORE,724,A,2025-06-17 16:58:35,1
AP20250617000032,C00008951,FRAUD_SCORE,212,N/A,2025-06-17 16:58:35,1
AP20250320000044,C00007620,A_SCORE,532,E,2025-03-20 20:57:55,1
AP20250320000044,C00007620,B_SCORE,670,B,2025-03-20 20:57:55,1
AP20250320000044,C00007620,FRAUD_SCORE,488,N/A,2025-03-20 20:57:55,1
AP20250614000038,C00007364,A_SCORE,766,A,2025-06-14 12:18:57,1
AP20250614000038,C00007364,B_SCORE,642,C,2025-06-14 12:18:57,1
AP20250614000038,C00007364,FRAUD_SCORE,0,N/A,2025-06-14 12:18:57,1
AP20250203000088,C00008195,A_SCORE,666,B,2025-02-03 13:47:30,1
AP20250203000088,C00008195,B_SCORE,785,A,2025-02-03 13:47:30,1
AP20250203000088,C00008195,FRAUD_SCORE,214,N/A,2025-02-03 13:47:30,1
AP20250604000039,C00000333,A_SCORE,767,A,2025-06-04 02:28:03,1
AP20250604000039,C00000333,B_SCORE,532,E,2025-06-04 02:28:03,1
AP20250604000039,C00000333,FRAUD_SCORE,476,N/A,2025-06-04 02:28:03,1
AP20250305000067,C00009943,A_SCORE,571,D,2025-03-05 19:16:22,1
AP20250305000067,C00009943,B_SCORE,519,E,2025-03-05 19:16:22,1
AP20250305000067,C00009943,FRAUD_SCORE,57,N/A,2025-03-05 19:16:22,1
AP20250409000046,C00004786,A_SCORE,623,C,2025-04-09 00:25:59,1
AP20250409000046,C00004786,B_SCORE,545,D,2025-04-09 00:25:59,1
AP20250409000046,C00004786,FRAUD_SCORE,94,N/A,2025-04-09 00:25:59,1
AP20250605000035,C00000303,A_SCORE,656,C,2025-06-05 20:12:33,1
AP20250605000035,C00000303,B_SCORE,715,B,2025-06-05 20:12:33,1
AP20250605000035,C00000303,FRAUD_SCORE,4,N/A,2025-06-05 20:12:33,1
AP20250521000045,C00005520,A_SCORE,681,B,2025-05-21 20:32:37,1
AP20250521000045,C00005520,B_SCORE,639,C,2025-05-21 20:32:37,1
AP20250521000045,C00005520,FRAUD_SCORE,167,N/A,2025-05-21 20:32:37,1
AP20250521000046,C00005013,A_SCORE,519,E,2025-05-21 21:54:25,1
AP20250521000046,C00005013,B_SCORE,572,D,2025-05-21 21:54:25,1
AP20250521000046,C00005013,FRAUD_SCORE,235,N/A,2025-05-21 21:54:25,1
AP20250415000033,C00005667,A_SCORE,575,D,2025-04-15 09:07:59,1
AP20250415000033,C00005667,B_SCORE,662,B,2025-04-15 09:07:59,1
AP20250415000033,C00005667,FRAUD_SCORE,280,N/A,2025-04-15 09:07:59,1
AP20250205000055,C00006698,A_SCORE,652,C,2025-02-05 22:26:31,1
AP20250205000055,C00006698,B_SCORE,756,A,2025-02-05 22:26:31,1
AP20250205000055,C00006698,FRAUD_SCORE,177,N/A,2025-02-05 22:26:31,1
AP20250222000080,C00001371,A_SCORE,655,C,2025-02-22 12:02:51,1
AP20250222000080,C00001371,B_SCORE,681,B,2025-02-22 12:02:51,1
AP20250222000080,C00001371,FRAUD_SCORE,421,N/A,2025-02-22 12:02:51,1
AP20250411000038,C00000679,A_SCORE,452,E,2025-04-11 21:47:05,1
AP20250411000038,C00000679,B_SCORE,524,E,2025-04-11 21:47:05,1
AP20250411000038,C00000679,FRAUD_SCORE,255,N/A,2025-04-11 21:47:05,1
AP20250519000053,C00002362,A_SCORE,535,E,2025-05-19 19:40:27,1
AP20250519000053,C00002362,B_SCORE,698,B,2025-05-19 19:40:27,1
AP20250519000053,C00002362,FRAUD_SCORE,214,N/A,2025-05-19 19:40:27,1
AP20250330000033,C00009973,A_SCORE,714,B,2025-03-30 15:13:38,1
AP20250330000033,C00009973,B_SCORE,597,D,2025-03-30 15:13:38,1
AP20250330000033,C00009973,FRAUD_SCORE,0,N/A,2025-03-30 15:13:38,1
AP20250311000041,C00002262,A_SCORE,628,C,2025-03-11 13:15:32,1
AP20250311000041,C00002262,B_SCORE,613,C,2025-03-11 13:15:32,1
AP20250311000041,C00002262,FRAUD_SCORE,142,N/A,2025-03-11 13:15:32,1
AP20250408000043,C00000576,A_SCORE,614,C,2025-04-08 15:43:36,1
AP20250408000043,C00000576,B_SCORE,559,D,2025-04-08 15:43:36,1
AP20250408000043,C00000576,FRAUD_SCORE,240,N/A,2025-04-08 15:43:36,1
AP20250421000036,C00001397,A_SCORE,718,B,2025-04-21 20:14:53,1
AP20250421000036,C00001397,B_SCORE,617,C,2025-04-21 20:14:53,1
AP20250421000036,C00001397,FRAUD_SCORE,443,N/A,2025-04-21 20:14:53,1
AP20250219000074,C00006117,A_SCORE,545,D,2025-02-19 12:45:31,1
AP20250219000074,C00006117,B_SCORE,673,B,2025-02-19 12:45:31,1
AP20250219000074,C00006117,FRAUD_SCORE,106,N/A,2025-02-19 12:45:31,1
AP20250628000034,C00005618,A_SCORE,656,C,2025-06-28 12:34:36,1
AP20250628000034,C00005618,B_SCORE,709,B,2025-06-28 12:34:36,1
AP20250628000034,C00005618,FRAUD_SCORE,13,N/A,2025-06-28 12:34:36,1
AP20250318000051,C00008655,A_SCORE,744,A,2025-03-18 14:51:54,1
AP20250318000051,C00008655,B_SCORE,653,C,2025-03-18 14:51:54,1
AP20250318000051,C00008655,FRAUD_SCORE,0,N/A,2025-03-18 14:51:54,1
AP20250601000045,C00008991,A_SCORE,702,B,2025-06-01 12:32:59,1
AP20250601000045,C00008991,B_SCORE,570,D,2025-06-01 12:32:59,1
AP20250601000045,C00008991,FRAUD_SCORE,191,N/A,2025-06-01 12:32:59,1
AP20250301000061,C00007659,A_SCORE,429,E,2025-03-01 11:35:00,1
AP20250301000061,C00007659,B_SCORE,704,B,2025-03-01 11:35:00,1
AP20250301000061,C00007659,FRAUD_SCORE,715,N/A,2025-03-01 11:35:00,1
AP20250307000046,C00001470,A_SCORE,892,A,2025-03-07 13:23:05,1
AP20250307000046,C00001470,B_SCORE,607,C,2025-03-07 13:23:05,1
AP20250307000046,C00001470,FRAUD_SCORE,279,N/A,2025-03-07 13:23:05,1
AP20250403000026,C00008332,A_SCORE,598,D,2025-04-03 22:21:01,1
AP20250403000026,C00008332,B_SCORE,702,B,2025-04-03 22:21:01,1
AP20250403000026,C00008332,FRAUD_SCORE,269,N/A,2025-04-03 22:21:01,1
AP20250211000088,C00003605,A_SCORE,708,B,2025-02-11 20:17:24,1
AP20250211000088,C00003605,B_SCORE,714,B,2025-02-11 20:17:24,1
AP20250211000088,C00003605,FRAUD_SCORE,311,N/A,2025-02-11 20:17:24,1
AP20250302000077,C00008821,A_SCORE,610,C,2025-03-02 09:29:14,1
AP20250302000077,C00008821,B_SCORE,634,C,2025-03-02 09:29:14,1
AP20250302000077,C00008821,FRAUD_SCORE,226,N/A,2025-03-02 09:29:14,1
AP20250205000056,C00004524,A_SCORE,761,A,2025-02-05 21:53:44,1
AP20250205000056,C00004524,B_SCORE,681,B,2025-02-05 21:53:44,1
AP20250205000056,C00004524,FRAUD_SCORE,165,N/A,2025-02-05 21:53:44,1
AP20250317000057,C00008193,A_SCORE,661,B,2025-03-17 21:34:30,1
AP20250317000057,C00008193,B_SCORE,645,C,2025-03-17 21:34:30,1
AP20250317000057,C00008193,FRAUD_SCORE,231,N/A,2025-03-17 21:34:30,1
AP20250312000062,C00000705,A_SCORE,685,B,2025-03-12 00:13:43,1
AP20250312000062,C00000705,B_SCORE,723,A,2025-03-12 00:13:43,1
AP20250312000062,C00000705,FRAUD_SCORE,173,N/A,2025-03-12 00:13:43,1
AP20250511000042,C00009523,A_SCORE,762,A,2025-05-11 18:33:26,1
AP20250511000042,C00009523,B_SCORE,623,C,2025-05-11 18:33:26,1
AP20250511000042,C00009523,FRAUD_SCORE,354,N/A,2025-05-11 18:33:26,1
AP20250430000037,C00009517,A_SCORE,631,C,2025-04-30 20:27:38,1
AP20250430000037,C00009517,B_SCORE,715,B,2025-04-30 20:27:38,1
AP20250430000037,C00009517,FRAUD_SCORE,144,N/A,2025-04-30 20:27:38,1
AP20250217000081,C00004401,A_SCORE,546,D,2025-02-17 21:36:29,1
AP20250217000081,C00004401,B_SCORE,618,C,2025-02-17 21:36:29,1
AP20250217000081,C00004401,FRAUD_SCORE,314,N/A,2025-02-17 21:36:29,1
AP20250418000040,C00006089,A_SCORE,730,A,2025-04-18 14:57:58,1
AP20250418000040,C00006089,B_SCORE,654,C,2025-04-18 14:57:58,1
AP20250418000040,C00006089,FRAUD_SCORE,808,N/A,2025-04-18 14:57:58,1
AP20250204000065,C00003405,A_SCORE,716,B,2025-02-04 21:13:42,1
AP20250204000065,C00003405,B_SCORE,611,C,2025-02-04 21:13:42,1
AP20250204000065,C00003405,FRAUD_SCORE,245,N/A,2025-02-04 21:13:42,1
AP20250627000031,C00000099,A_SCORE,573,D,2025-06-27 16:25:44,1
AP20250627000031,C00000099,B_SCORE,663,B,2025-06-27 16:25:44,1
AP20250627000031,C00000099,FRAUD_SCORE,238,N/A,2025-06-27 16:25:44,1
AP20250210000074,C00001790,A_SCORE,552,D,2025-02-10 13:51:32,1
AP20250210000074,C00001790,B_SCORE,698,B,2025-02-10 13:51:32,1
AP20250210000074,C00001790,FRAUD_SCORE,54,N/A,2025-02-10 13:51:32,1
AP20250520000061,C00009564,A_SCORE,668,B,2025-05-20 13:33:42,1
AP20250520000061,C00009564,B_SCORE,708,B,2025-05-20 13:33:42,1
AP20250520000061,C00009564,FRAUD_SCORE,357,N/A,2025-05-20 13:33:42,1
AP20250507000059,C00000440,A_SCORE,646,C,2025-05-07 22:10:34,1
AP20250507000059,C00000440,B_SCORE,719,B,2025-05-07 22:10:34,1
AP20250507000059,C00000440,FRAUD_SCORE,22,N/A,2025-05-07 22:10:34,1
AP20250331000039,C00002624,A_SCORE,693,B,2025-03-31 00:16:54,1
AP20250331000039,C00002624,B_SCORE,660,B,2025-03-31 00:16:54,1
AP20250331000039,C00002624,FRAUD_SCORE,0,N/A,2025-03-31 00:16:54,1
AP20250313000046,C00007301,A_SCORE,483,E,2025-03-13 21:56:15,1
AP20250313000046,C00007301,B_SCORE,575,D,2025-03-13 21:56:15,1
AP20250313000046,C00007301,FRAUD_SCORE,196,N/A,2025-03-13 21:56:15,1
AP20250129000061,C00009138,A_SCORE,746,A,2025-01-29 06:41:50,1
AP20250129000061,C00009138,B_SCORE,707,B,2025-01-29 06:41:50,1
AP20250129000061,C00009138,FRAUD_SCORE,69,N/A,2025-01-29 06:41:50,1
AP20250223000074,C00001798,A_SCORE,763,A,2025-02-23 13:01:41,1
AP20250223000074,C00001798,B_SCORE,673,B,2025-02-23 13:01:41,1
AP20250223000074,C00001798,FRAUD_SCORE,182,N/A,2025-02-23 13:01:41,1
AP20250615000036,C00003188,A_SCORE,802,A,2025-06-15 12:29:26,1
AP20250615000036,C00003188,B_SCORE,533,E,2025-06-15 12:29:26,1
AP20250615000036,C00003188,FRAUD_SCORE,328,N/A,2025-06-15 12:29:26,1
AP20250209000064,C00007589,A_SCORE,710,B,2025-02-09 14:01:49,1
AP20250209000064,C00007589,B_SCORE,689,B,2025-02-09 14:01:49,1
AP20250209000064,C00007589,FRAUD_SCORE,115,N/A,2025-02-09 14:01:49,1
AP20250309000065,C00002997,A_SCORE,660,B,2025-03-09 22:25:31,1
AP20250309000065,C00002997,B_SCORE,702,B,2025-03-09 22:25:31,1
AP20250309000065,C00002997,FRAUD_SCORE,866,N/A,2025-03-09 22:25:31,1
AP20250428000036,C00004489,A_SCORE,718,B,2025-04-28 12:30:00,1
AP20250428000036,C00004489,B_SCORE,631,C,2025-04-28 12:30:00,1
AP20250428000036,C00004489,FRAUD_SCORE,395,N/A,2025-04-28 12:30:00,1
AP20250211000089,C00002458,A_SCORE,638,C,2025-02-11 22:38:57,1
AP20250211000089,C00002458,B_SCORE,692,B,2025-02-11 22:38:57,1
AP20250211000089,C00002458,FRAUD_SCORE,124,N/A,2025-02-11 22:38:57,1
AP20250309000066,C00006970,A_SCORE,665,B,2025-03-09 18:07:22,1
AP20250309000066,C00006970,B_SCORE,595,D,2025-03-09 18:07:22,1
AP20250309000066,C00006970,FRAUD_SCORE,0,N/A,2025-03-09 18:07:22,1
AP20250521000047,C00000677,A_SCORE,536,E,2025-05-21 22:10:59,1
AP20250521000047,C00000677,B_SCORE,564,D,2025-05-21 22:10:59,1
AP20250521000047,C00000677,FRAUD_SCORE,140,N/A,2025-05-21 22:10:59,1
AP20250608000043,C00008450,A_SCORE,667,B,2025-06-08 19:17:45,1
AP20250608000043,C00008450,B_SCORE,499,E,2025-06-08 19:17:45,1
AP20250608000043,C00008450,FRAUD_SCORE,25,N/A,2025-06-08 19:17:45,1
AP20250223000075,C00004704,A_SCORE,681,B,2025-02-23 08:37:45,1
AP20250223000075,C00004704,B_SCORE,545,D,2025-02-23 08:37:45,1
AP20250223000075,C00004704,FRAUD_SCORE,388,N/A,2025-02-23 08:37:45,1
AP20250301000062,C00003265,A_SCORE,593,D,2025-03-01 21:15:05,1
AP20250301000062,C00003265,B_SCORE,711,B,2025-03-01 21:15:05,1
AP20250301000062,C00003265,FRAUD_SCORE,18,N/A,2025-03-01 21:15:05,1
AP20250205000057,C00002787,A_SCORE,609,C,2025-02-05 01:15:41,1
AP20250205000057,C00002787,B_SCORE,511,E,2025-02-05 01:15:41,1
AP20250205000057,C00002787,FRAUD_SCORE,124,N/A,2025-02-05 01:15:41,1
AP20250212000078,C00002390,A_SCORE,617,C,2025-02-12 20:29:33,1
AP20250212000078,C00002390,B_SCORE,675,B,2025-02-12 20:29:33,1
AP20250212000078,C00002390,FRAUD_SCORE,446,N/A,2025-02-12 20:29:33,1
AP20250218000094,C00003058,A_SCORE,735,A,2025-02-18 00:20:21,1
AP20250218000094,C00003058,B_SCORE,584,D,2025-02-18 00:20:21,1
AP20250218000094,C00003058,FRAUD_SCORE,445,N/A,2025-02-18 00:20:21,1
AP20250207000067,C00000036,A_SCORE,629,C,2025-02-07 13:01:53,1
AP20250207000067,C00000036,B_SCORE,728,A,2025-02-07 13:01:53,1
AP20250207000067,C00000036,FRAUD_SCORE,93,N/A,2025-02-07 13:01:53,1
AP20250330000034,C00007743,A_SCORE,596,D,2025-03-30 00:06:07,1
AP20250330000034,C00007743,B_SCORE,529,E,2025-03-30 00:06:07,1
AP20250330000034,C00007743,FRAUD_SCORE,45,N/A,2025-03-30 00:06:07,1
AP20250212000079,C00004367,A_SCORE,539,E,2025-02-12 15:42:33,1
AP20250212000079,C00004367,B_SCORE,628,C,2025-02-12 15:42:33,1
AP20250212000079,C00004367,FRAUD_SCORE,350,N/A,2025-02-12 15:42:33,1
AP20250225000074,C00008301,A_SCORE,682,B,2025-02-25 17:49:52,1
AP20250225000074,C00008301,B_SCORE,593,D,2025-02-25 17:49:52,1
AP20250225000074,C00008301,FRAUD_SCORE,315,N/A,2025-02-25 17:49:52,1
AP20250302000078,C00009211,A_SCORE,691,B,2025-03-02 22:50:13,1
AP20250302000078,C00009211,B_SCORE,660,B,2025-03-02 22:50:13,1
AP20250302000078,C00009211,FRAUD_SCORE,95,N/A,2025-03-02 22:50:13,1
AP20250221000084,C00002913,A_SCORE,528,E,2025-02-21 13:17:02,1
AP20250221000084,C00002913,B_SCORE,625,C,2025-02-21 13:17:02,1
AP20250221000084,C00002913,FRAUD_SCORE,48,N/A,2025-02-21 13:17:02,1
AP20250223000076,C00001215,A_SCORE,711,B,2025-02-23 21:37:58,1
AP20250223000076,C00001215,B_SCORE,725,A,2025-02-23 21:37:58,1
AP20250223000076,C00001215,FRAUD_SCORE,518,N/A,2025-02-23 21:37:58,1
AP20250316000040,C00008002,A_SCORE,698,B,2025-03-16 10:00:02,1
AP20250316000040,C00008002,B_SCORE,713,B,2025-03-16 10:00:02,1
AP20250316000040,C00008002,FRAUD_SCORE,478,N/A,2025-03-16 10:00:02,1
AP20250518000047,C00000518,A_SCORE,740,A,2025-05-18 13:48:12,1
AP20250518000047,C00000518,B_SCORE,650,C,2025-05-18 13:48:12,1
AP20250518000047,C00000518,FRAUD_SCORE,258,N/A,2025-05-18 13:48:12,1
AP20250116000036,C00000667,A_SCORE,628,C,2025-01-16 01:20:24,1
AP20250116000036,C00000667,B_SCORE,712,B,2025-01-16 01:20:24,1
AP20250116000036,C00000667,FRAUD_SCORE,317,N/A,2025-01-16 01:20:24,1
AP20250208000073,C00003747,A_SCORE,631,C,2025-02-08 16:40:12,1
AP20250208000073,C00003747,B_SCORE,425,E,2025-02-08 16:40:12,1
AP20250208000073,C00003747,FRAUD_SCORE,133,N/A,2025-02-08 16:40:12,1
AP20250213000088,C00000908,A_SCORE,461,E,2025-02-13 22:42:56,1
AP20250213000088,C00000908,B_SCORE,702,B,2025-02-13 22:42:56,1
AP20250213000088,C00000908,FRAUD_SCORE,118,N/A,2025-02-13 22:42:56,1
AP20250319000041,C00000292,A_SCORE,608,C,2025-03-19 16:08:18,1
AP20250319000041,C00000292,B_SCORE,706,B,2025-03-19 16:08:18,1
AP20250319000041,C00000292,FRAUD_SCORE,545,N/A,2025-03-19 16:08:18,1
AP20250223000077,C00002407,A_SCORE,643,C,2025-02-23 22:26:40,1
AP20250223000077,C00002407,B_SCORE,502,E,2025-02-23 22:26:40,1
AP20250223000077,C00002407,FRAUD_SCORE,259,N/A,2025-02-23 22:26:40,1
AP20250512000047,C00000477,A_SCORE,879,A,2025-05-12 10:14:08,1
AP20250512000047,C00000477,B_SCORE,745,A,2025-05-12 10:14:08,1
AP20250512000047,C00000477,FRAUD_SCORE,405,N/A,2025-05-12 10:14:08,1
AP20250121000036,C00005289,A_SCORE,553,D,2025-01-21 12:55:44,1
AP20250121000036,C00005289,B_SCORE,574,D,2025-01-21 12:55:44,1
AP20250121000036,C00005289,FRAUD_SCORE,73,N/A,2025-01-21 12:55:44,1
AP20250620000050,C00003971,A_SCORE,719,B,2025-06-20 17:17:40,1
AP20250620000050,C00003971,B_SCORE,664,B,2025-06-20 17:17:40,1
AP20250620000050,C00003971,FRAUD_SCORE,174,N/A,2025-06-20 17:17:40,1
AP20250117000038,C00008093,A_SCORE,678,B,2025-01-17 10:33:09,1
AP20250117000038,C00008093,B_SCORE,672,B,2025-01-17 10:33:09,1
AP20250117000038,C00008093,FRAUD_SCORE,161,N/A,2025-01-17 10:33:09,1
AP20250416000037,C00002943,A_SCORE,545,D,2025-04-16 00:27:43,1
AP20250416000037,C00002943,B_SCORE,592,D,2025-04-16 00:27:43,1
AP20250416000037,C00002943,FRAUD_SCORE,270,N/A,2025-04-16 00:27:43,1
AP20250505000042,C00004939,A_SCORE,621,C,2025-05-05 21:10:57,1
AP20250505000042,C00004939,B_SCORE,576,D,2025-05-05 21:10:57,1
AP20250505000042,C00004939,FRAUD_SCORE,11,N/A,2025-05-05 21:10:57,1
AP20250207000068,C00009668,A_SCORE,740,A,2025-02-07 11:22:11,1
AP20250207000068,C00009668,B_SCORE,673,B,2025-02-07 11:22:11,1
AP20250207000068,C00009668,FRAUD_SCORE,465,N/A,2025-02-07 11:22:11,1
AP20250629000027,C00004986,A_SCORE,541,D,2025-06-29 20:37:49,1
AP20250629000027,C00004986,B_SCORE,625,C,2025-06-29 20:37:49,1
AP20250629000027,C00004986,FRAUD_SCORE,0,N/A,2025-06-29 20:37:49,1
AP20250501000039,C00009595,A_SCORE,591,D,2025-05-01 11:34:16,1
AP20250501000039,C00009595,B_SCORE,585,D,2025-05-01 11:34:16,1
AP20250501000039,C00009595,FRAUD_SCORE,191,N/A,2025-05-01 11:34:16,1
AP20250210000075,C00002285,A_SCORE,575,D,2025-02-10 20:15:01,1
AP20250210000075,C00002285,B_SCORE,589,D,2025-02-10 20:15:01,1
AP20250210000075,C00002285,FRAUD_SCORE,0,N/A,2025-02-10 20:15:01,1
AP20250212000080,C00006439,A_SCORE,756,A,2025-02-12 10:20:04,1
AP20250212000080,C00006439,B_SCORE,704,B,2025-02-12 10:20:04,1
AP20250212000080,C00006439,FRAUD_SCORE,78,N/A,2025-02-12 10:20:04,1
AP20250115000035,C00001861,A_SCORE,666,B,2025-01-15 14:33:25,1
AP20250115000035,C00001861,B_SCORE,746,A,2025-01-15 14:33:25,1
AP20250115000035,C00001861,FRAUD_SCORE,303,N/A,2025-01-15 14:33:25,1
AP20250221000085,C00008677,A_SCORE,698,B,2025-02-21 01:30:02,1
AP20250221000085,C00008677,B_SCORE,607,C,2025-02-21 01:30:02,1
AP20250221000085,C00008677,FRAUD_SCORE,268,N/A,2025-02-21 01:30:02,1
AP20250418000041,C00001889,A_SCORE,522,E,2025-04-18 22:14:33,1
AP20250418000041,C00001889,B_SCORE,681,B,2025-04-18 22:14:33,1
AP20250418000041,C00001889,FRAUD_SCORE,118,N/A,2025-04-18 22:14:33,1
AP20250423000038,C00003068,A_SCORE,675,B,2025-04-23 11:24:05,1
AP20250423000038,C00003068,B_SCORE,633,C,2025-04-23 11:24:05,1
AP20250423000038,C00003068,FRAUD_SCORE,195,N/A,2025-04-23 11:24:05,1
AP20250118000036,C00002450,A_SCORE,750,A,2025-01-18 12:21:37,1
AP20250118000036,C00002450,B_SCORE,690,B,2025-01-18 12:21:37,1
AP20250118000036,C00002450,FRAUD_SCORE,456,N/A,2025-01-18 12:21:37,1
AP20250308000050,C00008682,A_SCORE,631,C,2025-03-08 22:28:37,1
AP20250308000050,C00008682,B_SCORE,620,C,2025-03-08 22:28:37,1
AP20250308000050,C00008682,FRAUD_SCORE,103,N/A,2025-03-08 22:28:37,1
AP20250417000046,C00009630,A_SCORE,650,C,2025-04-17 13:55:50,1
AP20250417000046,C00009630,B_SCORE,540,D,2025-04-17 13:55:50,1
AP20250417000046,C00009630,FRAUD_SCORE,179,N/A,2025-04-17 13:55:50,1
AP20250123000045,C00006470,A_SCORE,567,D,2025-01-23 00:25:29,1
AP20250123000045,C00006470,B_SCORE,504,E,2025-01-23 00:25:29,1
AP20250123000045,C00006470,FRAUD_SCORE,0,N/A,2025-01-23 00:25:29,1
AP20250613000042,C00002120,A_SCORE,728,A,2025-06-13 22:17:33,1
AP20250613000042,C00002120,B_SCORE,684,B,2025-06-13 22:17:33,1
AP20250613000042,C00002120,FRAUD_SCORE,324,N/A,2025-06-13 22:17:33,1
AP20250314000049,C00007903,A_SCORE,864,A,2025-03-14 06:18:56,1
AP20250314000049,C00007903,B_SCORE,696,B,2025-03-14 06:18:56,1
AP20250314000049,C00007903,FRAUD_SCORE,107,N/A,2025-03-14 06:18:56,1
AP20250516000041,C00005901,A_SCORE,644,C,2025-05-16 20:33:47,1
AP20250516000041,C00005901,B_SCORE,691,B,2025-05-16 20:33:47,1
AP20250516000041,C00005901,FRAUD_SCORE,94,N/A,2025-05-16 20:33:47,1
AP20250602000047,C00004491,A_SCORE,516,E,2025-06-02 13:46:46,1
AP20250602000047,C00004491,B_SCORE,495,E,2025-06-02 13:46:46,1
AP20250602000047,C00004491,FRAUD_SCORE,114,N/A,2025-06-02 13:46:46,1
AP20250426000030,C00008201,A_SCORE,658,C,2025-04-26 10:47:26,1
AP20250426000030,C00008201,B_SCORE,619,C,2025-04-26 10:47:26,1
AP20250426000030,C00008201,FRAUD_SCORE,0,N/A,2025-04-26 10:47:26,1
AP20250316000041,C00006018,A_SCORE,773,A,2025-03-16 14:32:12,1
AP20250316000041,C00006018,B_SCORE,729,A,2025-03-16 14:32:12,1
AP20250316000041,C00006018,FRAUD_SCORE,113,N/A,2025-03-16 14:32:12,1
AP20250523000054,C00003228,A_SCORE,635,C,2025-05-23 12:28:13,1
AP20250523000054,C00003228,B_SCORE,577,D,2025-05-23 12:28:13,1
AP20250523000054,C00003228,FRAUD_SCORE,651,N/A,2025-05-23 12:28:13,1
AP20250107000014,C00003582,A_SCORE,830,A,2025-01-07 13:13:15,1
AP20250107000014,C00003582,B_SCORE,763,A,2025-01-07 13:13:15,1
AP20250107000014,C00003582,FRAUD_SCORE,130,N/A,2025-01-07 13:13:15,1
AP20250422000038,C00002044,A_SCORE,589,D,2025-04-22 11:00:43,1
AP20250422000038,C00002044,B_SCORE,462,E,2025-04-22 11:00:43,1
AP20250422000038,C00002044,FRAUD_SCORE,239,N/A,2025-04-22 11:00:43,1
AP20250325000032,C00000966,A_SCORE,559,D,2025-03-25 23:04:16,1
AP20250325000032,C00000966,B_SCORE,550,D,2025-03-25 23:04:16,1
AP20250325000032,C00000966,FRAUD_SCORE,349,N/A,2025-03-25 23:04:16,1
AP20250226000072,C00005799,A_SCORE,660,B,2025-02-26 22:34:16,1
AP20250226000072,C00005799,B_SCORE,677,B,2025-02-26 22:34:16,1
AP20250226000072,C00005799,FRAUD_SCORE,297,N/A,2025-02-26 22:34:16,1
AP20250520000062,C00001934,A_SCORE,667,B,2025-05-20 01:38:53,1
AP20250520000062,C00001934,B_SCORE,639,C,2025-05-20 01:38:53,1
AP20250520000062,C00001934,FRAUD_SCORE,208,N/A,2025-05-20 01:38:53,1
AP20250519000054,C00008145,A_SCORE,683,B,2025-05-19 03:00:39,1
AP20250519000054,C00008145,B_SCORE,685,B,2025-05-19 03:00:39,1
AP20250519000054,C00008145,FRAUD_SCORE,511,N/A,2025-05-19 03:00:39,1
AP20250611000052,C00007943,A_SCORE,739,A,2025-06-11 21:38:36,1
AP20250611000052,C00007943,B_SCORE,620,C,2025-06-11 21:38:36,1
AP20250611000052,C00007943,FRAUD_SCORE,162,N/A,2025-06-11 21:38:36,1
AP20250211000090,C00003419,A_SCORE,733,A,2025-02-11 11:38:41,1
AP20250211000090,C00003419,B_SCORE,624,C,2025-02-11 11:38:41,1
AP20250211000090,C00003419,FRAUD_SCORE,688,N/A,2025-02-11 11:38:41,1
