application_id,customer_id,decision,reject_reasons,approve_amount,approve_apr,approve_term,decided_at,decision_ver,is_test_data
AP20250318000048,C00008785,REJECT,R006,\N,\N,\N,2025-03-18 22:43:15,v1,1
AP20250607000052,C00001491,REJECT,R006,\N,\N,\N,2025-06-07 13:29:18,v1,1
AP20250521000041,C00002182,REJECT,R007,\N,\N,\N,2025-05-21 18:23:19,v1,1
AP20250317000054,C00006231,REJECT,R006,\N,\N,\N,2025-03-17 20:53:33,v1,1
AP20250602000046,C00008376,REJECT,R006,\N,\N,\N,2025-06-02 20:41:04,v1,1
AP20250305000061,C00008181,APPROVE,\N,5000.00,0.22,18,2025-03-05 22:07:36,v1,1
AP20250508000041,C00005622,APPROVE,\N,2000.00,0.10,36,2025-05-08 20:28:58,v1,1
AP20250119000038,C00002491,REJECT,R006,\N,\N,\N,2025-01-19 21:50:34,v1,1
AP20250228000074,C00009028,REJECT,R006,\N,\N,\N,2025-02-28 20:20:04,v1,1
AP20250220000070,C00000807,APPROVE,\N,39256.00,0.12,3,2025-02-20 12:59:47,v1,1
AP20250531000046,C00003554,APPROVE,\N,10000.00,0.12,12,2025-05-31 14:38:14,v1,1
AP20250219000067,C00007499,APPROVE,\N,49712.20,0.14,18,2025-02-19 15:25:58,v1,1
AP20250530000037,C00005700,APPROVE,\N,29985.97,0.21,18,2025-05-30 13:34:57,v1,1
AP20250226000066,C00000997,REJECT,R006,\N,\N,\N,2025-02-26 14:07:56,v1,1
AP20250224000061,C00005205,APPROVE,\N,8049.18,0.22,24,2025-02-24 20:25:25,v1,1
AP20250629000024,C00003797,APPROVE,\N,80000.00,0.14,12,2025-06-29 06:56:55,v1,1
AP20250226000067,C00007980,APPROVE,\N,8000.00,0.14,3,2025-02-26 22:42:18,v1,1
AP20250221000080,C00003603,APPROVE,\N,5000.00,0.18,36,2025-02-21 09:21:25,v1,1
AP20250608000039,C00000869,REJECT,R004,\N,\N,\N,2025-06-08 21:59:02,v1,1
AP20250130000053,C00006985,APPROVE,\N,23261.18,0.19,6,2025-01-30 13:16:30,v1,1
AP20250207000063,C00000244,APPROVE,\N,20000.00,0.19,24,2025-02-07 20:15:01,v1,1
AP20250212000075,C00002951,REJECT,R009,\N,\N,\N,2025-02-12 02:13:28,v1,1
AP20250623000032,C00009692,APPROVE,\N,10000.00,0.20,3,2025-06-23 21:30:26,v1,1
AP20250309000057,C00003893,APPROVE,\N,10000.00,0.13,6,2025-03-09 13:49:07,v1,1
AP20250122000037,C00001123,REJECT,"R009,R006,R006",\N,\N,\N,2025-01-22 15:23:54,v1,1
AP20250503000039,C00001855,APPROVE,\N,10000.00,0.16,3,2025-05-03 16:53:17,v1,1
AP20250429000043,C00000958,REJECT,R008,\N,\N,\N,2025-04-29 20:57:33,v1,1
AP20250321000041,C00003667,APPROVE,\N,24927.66,0.19,18,2025-03-21 13:46:45,v1,1
AP20250611000045,C00007368,APPROVE,\N,5000.00,0.16,12,2025-06-11 22:23:23,v1,1
AP20250305000062,C00002389,APPROVE,\N,40854.44,0.16,36,2025-03-05 08:08:19,v1,1
AP20250428000034,C00001736,APPROVE,\N,20000.00,0.20,12,2025-04-28 22:59:17,v1,1
AP20250508000042,C00004777,APPROVE,\N,49340.23,0.13,3,2025-05-08 13:58:25,v1,1
AP20250620000046,C00008793,APPROVE,\N,8469.13,0.24,12,2025-06-20 02:58:48,v1,1
AP20250506000043,C00000987,REJECT,R004,\N,\N,\N,2025-05-06 22:28:40,v1,1
AP20250225000069,C00007793,APPROVE,\N,15000.00,0.21,12,2025-02-25 18:07:34,v1,1
AP20250514000048,C00000739,APPROVE,\N,35123.28,0.15,12,2025-05-14 21:56:08,v1,1
AP20250427000036,C00003410,REJECT,R004,\N,\N,\N,2025-04-27 16:35:27,v1,1
AP20250320000038,C00009122,APPROVE,\N,8000.00,0.15,36,2025-03-20 13:11:18,v1,1
AP20250219000068,C00000819,APPROVE,\N,10000.00,0.14,12,2025-02-19 22:03:24,v1,1
AP20250308000044,C00001831,APPROVE,\N,1000.00,0.12,12,2025-03-08 13:22:24,v1,1
AP20250202000069,C00001672,REJECT,"R009,R006",\N,\N,\N,2025-02-02 16:03:02,v1,1
AP20250220000071,C00002566,REJECT,R009,\N,\N,\N,2025-02-20 19:20:46,v1,1
AP20250110000010,C00009931,REJECT,"R007,R004",\N,\N,\N,2025-01-10 14:35:11,v1,1
AP20250425000046,C00004570,APPROVE,\N,15000.00,0.16,6,2025-04-25 13:40:13,v1,1
AP20250218000092,C00008094,APPROVE,\N,50000.00,0.15,6,2025-02-18 20:22:45,v1,1
AP20250613000039,C00004149,REJECT,"R009,R006",\N,\N,\N,2025-06-13 20:47:32,v1,1
AP20250302000069,C00004680,REJECT,R008,\N,\N,\N,2025-03-02 16:51:43,v1,1
AP20250424000036,C00005514,REJECT,R006,\N,\N,\N,2025-04-24 21:42:15,v1,1
AP20250611000046,C00003675,REJECT,R006,\N,\N,\N,2025-06-11 21:12:30,v1,1
AP20250331000035,C00006616,APPROVE,\N,10000.00,0.20,12,2025-03-31 12:13:59,v1,1
AP20250526000032,C00008232,REJECT,"R008,R006",\N,\N,\N,2025-05-26 10:07:46,v1,1
AP20250425000047,C00008369,REJECT,R006,\N,\N,\N,2025-04-25 12:18:17,v1,1
AP20250416000033,C00009595,REJECT,"R006,R008,R004",\N,\N,\N,2025-04-16 19:05:21,v1,1
AP20250228000075,C00007075,REJECT,"R009,R006,R006",\N,\N,\N,2025-02-28 16:35:14,v1,1
AP20250327000031,C00000936,APPROVE,\N,57897.17,0.15,3,2025-03-27 13:51:21,v1,1
AP20250624000030,C00004498,APPROVE,\N,1000.00,0.20,12,2025-06-24 22:11:27,v1,1
AP20250123000041,C00002003,APPROVE,\N,27446.48,0.20,36,2025-01-23 20:10:37,v1,1
AP20250127000057,C00000217,REJECT,R009,\N,\N,\N,2025-01-27 21:47:28,v1,1
AP20250213000083,C00007272,APPROVE,\N,8000.00,0.21,12,2025-02-13 13:01:12,v1,1
AP20250325000031,C00004987,APPROVE,\N,10000.00,0.11,12,2025-03-25 13:21:19,v1,1
AP20250607000053,C00001668,APPROVE,\N,30000.00,0.17,3,2025-06-07 13:51:32,v1,1
AP20250524000040,C00006955,APPROVE,\N,9991.04,0.23,6,2025-05-24 18:45:08,v1,1
AP20250419000039,C00003742,APPROVE,\N,15000.00,0.18,12,2025-04-19 14:44:30,v1,1
AP20250629000025,C00004443,REJECT,R007,\N,\N,\N,2025-06-29 20:10:59,v1,1
AP20250426000029,C00005202,APPROVE,\N,15000.00,0.19,12,2025-04-26 19:09:39,v1,1
AP20250227000069,C00006819,REJECT,R006,\N,\N,\N,2025-02-27 11:48:46,v1,1
AP20250213000084,C00008540,REJECT,R006,\N,\N,\N,2025-02-13 20:19:06,v1,1
AP20250420000030,C00004245,APPROVE,\N,3776.33,0.24,3,2025-04-20 19:36:48,v1,1
AP20250301000055,C00000546,APPROVE,\N,5000.00,0.22,12,2025-03-01 22:34:28,v1,1
AP20250114000027,C00009222,REJECT,R006,\N,\N,\N,2025-01-14 11:49:37,v1,1
AP20250120000040,C00006631,REJECT,R008,\N,\N,\N,2025-01-20 20:35:01,v1,1
AP20250202000070,C00008405,REJECT,R006,\N,\N,\N,2025-02-02 12:34:07,v1,1
AP20250604000035,C00004157,REJECT,R006,\N,\N,\N,2025-06-04 12:10:17,v1,1
AP20250405000030,C00009570,APPROVE,\N,15000.00,0.19,6,2025-04-05 21:24:46,v1,1
AP20250611000047,C00004834,REJECT,R006,\N,\N,\N,2025-06-11 21:05:02,v1,1
AP20250402000035,C00007239,REJECT,R006,\N,\N,\N,2025-04-02 22:06:03,v1,1
AP20250614000035,C00002642,APPROVE,\N,10000.00,0.18,24,2025-06-14 20:10:06,v1,1
AP20250324000031,C00003431,APPROVE,\N,24238.92,0.20,24,2025-03-24 12:12:02,v1,1
AP20250223000069,C00003155,APPROVE,\N,48341.45,0.15,18,2025-02-23 14:51:34,v1,1
AP20250516000039,C00005536,REJECT,"R009,R006,R008",\N,\N,\N,2025-05-16 00:08:15,v1,1
AP20250503000040,C00007490,APPROVE,\N,5000.00,0.13,18,2025-05-03 17:54:39,v1,1
AP20250221000081,C00003102,APPROVE,\N,48161.63,0.14,3,2025-02-21 13:09:11,v1,1
AP20250216000068,C00005251,APPROVE,\N,30000.00,0.11,12,2025-02-16 21:12:10,v1,1
AP20250624000031,C00006152,REJECT,R006,\N,\N,\N,2025-06-24 11:50:08,v1,1
AP20250308000045,C00006790,REJECT,R006,\N,\N,\N,2025-03-08 22:56:36,v1,1
AP20250502000036,C00008970,REJECT,R004,\N,\N,\N,2025-05-02 12:51:40,v1,1
AP20250613000040,C00005849,APPROVE,\N,2000.00,0.11,3,2025-06-13 22:53:53,v1,1
AP20250425000048,C00005255,REJECT,R006,\N,\N,\N,2025-04-25 22:23:32,v1,1
AP20250629000026,C00001778,APPROVE,\N,2000.00,0.23,24,2025-06-29 13:03:19,v1,1
AP20250517000052,C00005365,APPROVE,\N,48553.12,0.16,24,2025-05-17 12:37:28,v1,1
AP20250327000032,C00003225,REJECT,R006,\N,\N,\N,2025-03-27 13:44:04,v1,1
AP20250219000069,C00006796,APPROVE,\N,30000.00,0.16,3,2025-02-19 12:22:17,v1,1
AP20250519000052,C00005550,APPROVE,\N,8000.00,0.15,18,2025-05-19 22:05:08,v1,1
AP20250305000063,C00005686,REJECT,R006,\N,\N,\N,2025-03-05 12:33:11,v1,1
AP20250410000033,C00008700,REJECT,"R009,R006",\N,\N,\N,2025-04-10 13:39:29,v1,1
AP20250228000076,C00003559,REJECT,"R006,R006",\N,\N,\N,2025-02-28 15:44:03,v1,1
AP20250614000036,C00000040,APPROVE,\N,5000.00,0.21,18,2025-06-14 12:07:32,v1,1
AP20250415000030,C00004971,APPROVE,\N,4130.58,0.24,3,2025-04-15 21:06:43,v1,1
AP20250330000031,C00003345,APPROVE,\N,47962.95,0.13,24,2025-03-30 12:29:47,v1,1
AP20250113000026,C00008094,REJECT,R006,\N,\N,\N,2025-01-13 22:30:48,v1,1
AP20250614000037,C00004055,APPROVE,\N,5000.00,0.24,18,2025-06-14 17:30:44,v1,1
AP20250508000043,C00006582,REJECT,"R006,R006",\N,\N,\N,2025-05-08 17:25:31,v1,1
AP20250129000054,C00001710,APPROVE,\N,2000.00,0.13,6,2025-01-29 13:37:26,v1,1
AP20250513000037,C00002965,REJECT,"R009,R006,R006",\N,\N,\N,2025-05-13 14:04:25,v1,1
AP20250531000047,C00006674,APPROVE,\N,7009.41,0.23,3,2025-05-31 15:55:36,v1,1
AP20250530000038,C00003517,APPROVE,\N,27114.83,0.20,12,2025-05-30 00:21:57,v1,1
AP20250615000034,C00002383,REJECT,R006,\N,\N,\N,2025-06-15 22:06:59,v1,1
AP20250302000070,C00003852,REJECT,R006,\N,\N,\N,2025-03-02 20:57:18,v1,1
AP20250310000056,C00009027,REJECT,R008,\N,\N,\N,2025-03-10 22:19:46,v1,1
AP20250112000018,C00003958,APPROVE,\N,20000.00,0.16,24,2025-01-12 13:56:32,v1,1
AP20250416000034,C00007852,APPROVE,\N,15000.00,0.13,3,2025-04-16 10:35:31,v1,1
AP20250313000043,C00004307,APPROVE,\N,24334.20,0.22,12,2025-03-13 13:18:04,v1,1
AP20250502000037,C00003261,APPROVE,\N,2000.00,0.17,18,2025-05-02 21:50:21,v1,1
AP20250129000055,C00000687,REJECT,R006,\N,\N,\N,2025-01-29 15:23:09,v1,1
AP20250217000069,C00006288,REJECT,R006,\N,\N,\N,2025-02-17 06:58:20,v1,1
AP20250123000042,C00000158,APPROVE,\N,15000.00,0.15,12,2025-01-23 23:55:14,v1,1
AP20250316000038,C00001703,APPROVE,\N,9888.29,0.22,3,2025-03-16 23:01:20,v1,1
AP20250219000070,C00007738,APPROVE,\N,15000.00,0.19,6,2025-02-19 23:03:58,v1,1
AP20250331000036,C00002188,REJECT,R006,\N,\N,\N,2025-03-31 12:46:42,v1,1
AP20250206000054,C00007182,APPROVE,\N,15000.00,0.19,36,2025-02-06 22:14:10,v1,1
AP20250417000042,C00007388,REJECT,R009,\N,\N,\N,2025-04-17 21:07:45,v1,1
AP20250409000040,C00004892,REJECT,R006,\N,\N,\N,2025-04-09 13:54:48,v1,1
AP20250502000038,C00009120,REJECT,"R007,R006",\N,\N,\N,2025-05-02 13:29:15,v1,1
AP20250209000054,C00006811,REJECT,R006,\N,\N,\N,2025-02-09 22:21:16,v1,1
AP20250402000036,C00001056,APPROVE,\N,25549.13,0.22,18,2025-04-02 18:02:06,v1,1
AP20250526000033,C00001057,REJECT,"R009,R006",\N,\N,\N,2025-05-26 12:55:32,v1,1
AP20250322000034,C00002723,APPROVE,\N,10000.00,0.18,6,2025-03-22 17:14:12,v1,1
AP20250225000070,C00006225,APPROVE,\N,20000.00,0.17,3,2025-02-25 20:45:43,v1,1
AP20250406000037,C00009461,REJECT,R006,\N,\N,\N,2025-04-06 11:08:48,v1,1
AP20250120000041,C00007903,APPROVE,\N,2000.00,0.18,3,2025-01-20 20:41:39,v1,1
AP20250608000040,C00003826,REJECT,"R006,R006",\N,\N,\N,2025-06-08 20:46:46,v1,1
AP20250608000041,C00009826,APPROVE,\N,2000.00,0.20,12,2025-06-08 21:39:58,v1,1
AP20250329000035,C00008429,REJECT,"R007,R008",\N,\N,\N,2025-03-29 13:05:14,v1,1
AP20250209000055,C00004955,REJECT,R006,\N,\N,\N,2025-02-09 23:04:49,v1,1
AP20250129000056,C00009763,APPROVE,\N,4041.38,0.24,6,2025-01-29 22:04:06,v1,1
AP20250403000025,C00007091,APPROVE,\N,5000.00,0.15,24,2025-04-03 12:28:02,v1,1
AP20250520000058,C00005157,REJECT,R009,\N,\N,\N,2025-05-20 22:19:55,v1,1
AP20250501000035,C00000341,REJECT,"R006,R004",\N,\N,\N,2025-05-01 18:28:42,v1,1
AP20250522000043,C00002844,APPROVE,\N,40187.52,0.14,3,2025-05-22 13:14:12,v1,1
AP20250525000045,C00004429,REJECT,R004,\N,\N,\N,2025-05-25 02:00:59,v1,1
AP20250321000042,C00008235,REJECT,R007,\N,\N,\N,2025-03-21 12:11:53,v1,1
AP20250526000034,C00006927,APPROVE,\N,8000.00,0.15,36,2025-05-26 13:53:33,v1,1
AP20250107000012,C00000207,APPROVE,\N,10000.00,0.19,3,2025-01-07 12:20:10,v1,1
AP20250112000019,C00001451,REJECT,R006,\N,\N,\N,2025-01-12 18:21:06,v1,1
AP20250611000048,C00002189,REJECT,"R008,R006",\N,\N,\N,2025-06-11 20:50:39,v1,1
AP20250205000050,C00007546,REJECT,"R008,R006",\N,\N,\N,2025-02-05 14:00:13,v1,1
AP20250324000032,C00000961,APPROVE,\N,46933.21,0.15,36,2025-03-24 08:17:39,v1,1
AP20250111000014,C00006087,REJECT,R006,\N,\N,\N,2025-01-11 21:44:04,v1,1
AP20250130000054,C00009421,REJECT,R006,\N,\N,\N,2025-01-30 21:30:35,v1,1
AP20250113000027,C00005792,REJECT,R009,\N,\N,\N,2025-01-13 13:45:56,v1,1
AP20250618000032,C00000347,REJECT,R007,\N,\N,\N,2025-06-18 14:25:46,v1,1
AP20250211000084,C00000788,APPROVE,\N,5000.00,0.13,3,2025-02-11 10:14:28,v1,1
AP20250223000070,C00008431,REJECT,R006,\N,\N,\N,2025-02-23 21:25:27,v1,1
AP20250118000031,C00008023,REJECT,"R006,R008",\N,\N,\N,2025-01-18 21:53:55,v1,1
AP20250209000056,C00008230,APPROVE,\N,2000.00,0.14,18,2025-02-09 12:30:35,v1,1
AP20250416000035,C00007577,APPROVE,\N,30000.00,0.15,24,2025-04-16 13:37:12,v1,1
AP20250513000038,C00008951,APPROVE,\N,45532.92,0.17,24,2025-05-13 12:14:50,v1,1
AP20250118000032,C00004219,APPROVE,\N,1000.00,0.19,18,2025-01-18 13:27:54,v1,1
AP20250226000068,C00001170,APPROVE,\N,1000.00,0.17,6,2025-02-26 21:24:05,v1,1
AP20250203000083,C00005049,REJECT,"R006,R004",\N,\N,\N,2025-02-03 22:23:24,v1,1
AP20250506000044,C00007923,REJECT,R007,\N,\N,\N,2025-05-06 02:18:15,v1,1
AP20250326000039,C00008012,APPROVE,\N,30000.00,0.14,3,2025-03-26 14:03:24,v1,1
AP20250120000042,C00002002,APPROVE,\N,15000.00,0.17,18,2025-01-20 09:15:51,v1,1
AP20250217000070,C00001343,REJECT,R006,\N,\N,\N,2025-02-17 13:55:43,v1,1
AP20250603000050,C00000427,APPROVE,\N,29780.81,0.21,3,2025-06-03 16:30:40,v1,1
AP20250217000071,C00008358,REJECT,"R009,R006,R006",\N,\N,\N,2025-02-17 22:01:03,v1,1
AP20250304000057,C00006836,REJECT,R006,\N,\N,\N,2025-03-04 20:40:26,v1,1
AP20250313000044,C00003635,APPROVE,\N,2000.00,0.23,18,2025-03-13 11:23:21,v1,1
AP20250303000058,C00007182,APPROVE,\N,20000.00,0.15,6,2025-03-03 21:48:09,v1,1
AP20250606000045,C00007952,REJECT,"R006,R006",\N,\N,\N,2025-06-06 22:54:48,v1,1
AP20250320000039,C00004809,APPROVE,\N,8334.61,0.23,24,2025-03-20 13:44:53,v1,1
AP20250512000043,C00003978,APPROVE,\N,8697.69,0.24,12,2025-05-12 21:40:50,v1,1
AP20250414000031,C00009458,APPROVE,\N,2000.00,0.15,18,2025-04-14 12:16:23,v1,1
AP20250119000039,C00008261,REJECT,R004,\N,\N,\N,2025-01-19 09:01:53,v1,1
AP20250205000051,C00001469,APPROVE,\N,10000.00,0.19,36,2025-02-05 13:19:37,v1,1
AP20250204000061,C00006710,REJECT,R009,\N,\N,\N,2025-02-04 10:57:37,v1,1
AP20250107000013,C00009832,REJECT,"R009,R008,R006",\N,\N,\N,2025-01-07 20:43:27,v1,1
AP20250611000049,C00007727,APPROVE,\N,26629.71,0.22,24,2025-06-11 09:58:59,v1,1
AP20250331000037,C00008953,REJECT,"R006,R006",\N,\N,\N,2025-03-31 14:45:20,v1,1
AP20250310000057,C00003223,APPROVE,\N,21646.03,0.22,24,2025-03-10 09:53:26,v1,1
AP20250620000047,C00009361,REJECT,"R009,R006",\N,\N,\N,2025-06-20 19:34:24,v1,1
AP20250503000041,C00001693,REJECT,R006,\N,\N,\N,2025-05-03 12:11:58,v1,1
AP20250601000044,C00005515,APPROVE,\N,5000.00,0.17,36,2025-06-01 21:59:56,v1,1
AP20250510000045,C00002598,APPROVE,\N,9450.31,0.23,6,2025-05-10 20:29:06,v1,1
AP20250219000071,C00000056,APPROVE,\N,20000.00,0.19,36,2025-02-19 07:32:26,v1,1
AP20250224000062,C00004102,APPROVE,\N,20000.00,0.15,6,2025-02-24 17:18:25,v1,1
AP20250118000033,C00005653,APPROVE,\N,44150.41,0.13,36,2025-01-18 20:39:04,v1,1
AP20250202000071,C00007150,APPROVE,\N,26625.48,0.21,24,2025-02-02 12:13:31,v1,1
AP20250217000072,C00002234,APPROVE,\N,50000.00,0.12,36,2025-02-17 12:17:59,v1,1
AP20250217000073,C00008138,APPROVE,\N,24701.40,0.21,12,2025-02-17 20:50:44,v1,1
AP20250513000039,C00000341,REJECT,R006,\N,\N,\N,2025-05-13 22:35:00,v1,1
AP20250111000015,C00007314,APPROVE,\N,15000.00,0.16,18,2025-01-11 12:19:53,v1,1
AP20250112000020,C00005474,APPROVE,\N,26341.27,0.19,6,2025-01-12 13:15:43,v1,1
AP20250212000076,C00006918,APPROVE,\N,7946.35,0.23,18,2025-02-12 20:33:50,v1,1
AP20250423000034,C00006507,APPROVE,\N,2000.00,0.18,36,2025-04-23 20:34:51,v1,1
AP20250127000058,C00002855,APPROVE,\N,20000.00,0.17,36,2025-01-27 14:39:30,v1,1
AP20250520000059,C00001240,REJECT,R006,\N,\N,\N,2025-05-20 12:57:04,v1,1
AP20250328000036,C00004297,APPROVE,\N,2000.00,0.24,18,2025-03-28 23:11:51,v1,1
AP20250419000040,C00003143,REJECT,R004,\N,\N,\N,2025-04-19 21:31:09,v1,1
AP20250305000064,C00005407,REJECT,"R006,R004",\N,\N,\N,2025-03-05 20:13:31,v1,1
AP20250304000058,C00008926,REJECT,R004,\N,\N,\N,2025-03-04 23:10:50,v1,1
AP20250207000064,C00007958,REJECT,"R006,R008,R004",\N,\N,\N,2025-02-07 11:14:08,v1,1
AP20250203000084,C00008980,APPROVE,\N,8000.00,0.21,3,2025-02-03 23:07:19,v1,1
AP20250118000034,C00005143,REJECT,R006,\N,\N,\N,2025-01-18 11:02:28,v1,1
AP20250422000037,C00002523,APPROVE,\N,8000.00,0.19,36,2025-04-22 12:04:23,v1,1
AP20250211000085,C00009276,APPROVE,\N,1000.00,0.18,24,2025-02-11 14:37:05,v1,1
AP20250512000044,C00008207,REJECT,R006,\N,\N,\N,2025-05-12 21:57:37,v1,1
AP20250618000033,C00006028,APPROVE,\N,20000.00,0.10,18,2025-06-18 22:40:08,v1,1
AP20250526000035,C00004035,REJECT,R008,\N,\N,\N,2025-05-26 23:45:45,v1,1
AP20250412000040,C00002299,REJECT,"R006,R004",\N,\N,\N,2025-04-12 20:12:56,v1,1
AP20250516000040,C00002745,APPROVE,\N,24479.92,0.19,18,2025-05-16 12:00:15,v1,1
AP20250127000059,C00005787,APPROVE,\N,7945.69,0.23,3,2025-01-27 12:24:11,v1,1
AP20250605000029,C00005539,REJECT,R008,\N,\N,\N,2025-06-05 15:27:22,v1,1
AP20250324000033,C00004329,REJECT,"R006,R004",\N,\N,\N,2025-03-24 22:22:14,v1,1
AP20250222000074,C00001084,REJECT,R006,\N,\N,\N,2025-02-22 16:55:12,v1,1
AP20250619000041,C00009206,APPROVE,\N,15000.00,0.17,3,2025-06-19 22:32:59,v1,1
AP20250617000029,C00004647,REJECT,R008,\N,\N,\N,2025-06-17 15:37:25,v1,1
AP20250202000072,C00009690,REJECT,R007,\N,\N,\N,2025-02-02 12:40:21,v1,1
AP20250207000065,C00007254,APPROVE,\N,30000.00,0.18,36,2025-02-07 12:32:12,v1,1
AP20250110000011,C00005248,REJECT,R008,\N,\N,\N,2025-01-10 15:50:53,v1,1
AP20250318000049,C00007184,REJECT,R008,\N,\N,\N,2025-03-18 12:13:33,v1,1
AP20250513000040,C00004786,REJECT,R009,\N,\N,\N,2025-05-13 11:02:28,v1,1
AP20250329000036,C00009688,REJECT,R006,\N,\N,\N,2025-03-29 12:17:18,v1,1
AP20250611000050,C00007713,REJECT,R006,\N,\N,\N,2025-06-11 22:43:21,v1,1
AP20250613000041,C00009345,REJECT,R006,\N,\N,\N,2025-06-13 22:32:34,v1,1
AP20250620000048,C00003301,REJECT,R008,\N,\N,\N,2025-06-20 22:30:50,v1,1
AP20250510000046,C00001286,APPROVE,\N,1000.00,0.17,6,2025-05-10 14:08:55,v1,1
AP20250228000077,C00005319,APPROVE,\N,35228.27,0.11,6,2025-02-28 18:36:36,v1,1
AP20250121000034,C00008764,REJECT,R004,\N,\N,\N,2025-01-21 20:20:21,v1,1
AP20250114000028,C00003890,APPROVE,\N,20000.00,0.18,6,2025-01-14 22:05:26,v1,1
AP20250622000026,C00003009,APPROVE,\N,20000.00,0.14,36,2025-06-22 07:38:07,v1,1
AP20250125000040,C00007131,REJECT,"R008,R006",\N,\N,\N,2025-01-25 01:48:01,v1,1
AP20250202000073,C00002250,APPROVE,\N,20000.00,0.21,18,2025-02-02 22:35:02,v1,1
AP20250303000059,C00008406,REJECT,R006,\N,\N,\N,2025-03-03 21:24:56,v1,1
AP20250224000063,C00009195,APPROVE,\N,73879.94,0.14,6,2025-02-24 09:34:58,v1,1
AP20250313000045,C00009161,APPROVE,\N,10000.00,0.12,24,2025-03-13 12:15:26,v1,1
AP20250309000058,C00001729,REJECT,"R009,R006,R006",\N,\N,\N,2025-03-09 17:31:29,v1,1
AP20250309000059,C00001510,REJECT,R004,\N,\N,\N,2025-03-09 20:25:29,v1,1
AP20250328000037,C00007577,APPROVE,\N,30000.00,0.13,24,2025-03-28 21:38:45,v1,1
AP20250219000072,C00009390,REJECT,R006,\N,\N,\N,2025-02-19 23:01:28,v1,1
AP20250415000031,C00005332,REJECT,R009,\N,\N,\N,2025-04-15 16:49:51,v1,1
AP20250514000049,C00006603,APPROVE,\N,2000.00,0.17,24,2025-05-14 22:37:10,v1,1
AP20250303000060,C00003761,APPROVE,\N,1000.00,0.18,24,2025-03-03 17:33:13,v1,1
AP20250309000060,C00009833,REJECT,R006,\N,\N,\N,2025-03-09 12:24:43,v1,1
AP20250117000035,C00003937,APPROVE,\N,8000.00,0.19,18,2025-01-17 21:10:50,v1,1
AP20250219000073,C00005499,REJECT,R004,\N,\N,\N,2025-02-19 21:54:45,v1,1
AP20250315000043,C00001659,REJECT,"R006,R006,R004",\N,\N,\N,2025-03-15 22:30:56,v1,1
AP20250125000041,C00008983,REJECT,R008,\N,\N,\N,2025-01-25 03:01:26,v1,1
AP20250214000062,C00003628,APPROVE,\N,5000.00,0.14,36,2025-02-14 20:43:41,v1,1
AP20250302000071,C00002373,APPROVE,\N,22562.52,0.21,6,2025-03-02 21:04:38,v1,1
AP20250418000036,C00007327,REJECT,R004,\N,\N,\N,2025-04-18 20:28:27,v1,1
AP20250409000041,C00006374,APPROVE,\N,8542.66,0.23,6,2025-04-09 18:15:14,v1,1
AP20250120000043,C00002721,APPROVE,\N,5000.00,0.11,18,2025-01-20 06:27:54,v1,1
AP20250424000037,C00002253,APPROVE,\N,5000.00,0.15,6,2025-04-24 14:16:27,v1,1
AP20250216000069,C00004550,APPROVE,\N,1000.00,0.10,24,2025-02-16 10:28:22,v1,1
AP20250227000070,C00000116,REJECT,R006,\N,\N,\N,2025-02-27 12:11:57,v1,1
AP20250621000042,C00008435,REJECT,R004,\N,\N,\N,2025-06-21 22:48:34,v1,1
AP20250308000046,C00008061,REJECT,R006,\N,\N,\N,2025-03-08 21:08:43,v1,1
AP20250604000036,C00005670,REJECT,R008,\N,\N,\N,2025-06-04 12:36:57,v1,1
AP20250301000056,C00000905,REJECT,R009,\N,\N,\N,2025-03-01 17:38:13,v1,1
AP20250221000082,C00009296,REJECT,R008,\N,\N,\N,2025-02-21 14:06:14,v1,1
AP20250523000052,C00004289,APPROVE,\N,47202.75,0.11,36,2025-05-23 13:15:04,v1,1
AP20250223000071,C00000666,REJECT,"R007,R006",\N,\N,\N,2025-02-23 20:41:44,v1,1
AP20250224000064,C00003619,APPROVE,\N,15000.00,0.17,24,2025-02-24 14:59:25,v1,1
AP20250220000072,C00001622,REJECT,R006,\N,\N,\N,2025-02-20 22:14:55,v1,1
AP20250627000028,C00001367,APPROVE,\N,10000.00,0.13,6,2025-06-27 20:30:02,v1,1
AP20250131000058,C00005663,REJECT,R008,\N,\N,\N,2025-01-31 10:19:19,v1,1
AP20250321000043,C00008369,REJECT,R006,\N,\N,\N,2025-03-21 12:46:21,v1,1
AP20250217000074,C00001005,REJECT,"R009,R006",\N,\N,\N,2025-02-17 21:22:03,v1,1
AP20250227000071,C00004215,REJECT,R006,\N,\N,\N,2025-02-27 22:55:40,v1,1
AP20250605000030,C00004072,REJECT,R006,\N,\N,\N,2025-06-05 19:54:46,v1,1
AP20250609000036,C00000421,REJECT,"R008,R006",\N,\N,\N,2025-06-09 20:45:49,v1,1
AP20250123000043,C00002602,APPROVE,\N,29831.80,0.20,18,2025-01-23 15:02:50,v1,1
AP20250603000051,C00009987,APPROVE,\N,2000.00,0.23,6,2025-06-03 20:41:00,v1,1
AP20250627000029,C00001892,REJECT,R006,\N,\N,\N,2025-06-27 13:53:37,v1,1
AP20250509000040,C00008581,REJECT,R006,\N,\N,\N,2025-05-09 19:40:09,v1,1
AP20250209000057,C00008737,APPROVE,\N,1000.00,0.21,18,2025-02-09 21:07:15,v1,1
AP20250329000037,C00001691,APPROVE,\N,5000.00,0.18,36,2025-03-29 21:37:02,v1,1
