campaign_id,channel_code,cost_date,impression,click,cost,is_test_data
CAMP0012,BYTEDANCE_AD,2025-03-03,4760,75,389.46,1
CAMP0012,BYTEDANCE_AD,2025-03-04,4114,155,811.56,1
CAMP0012,BYTEDANCE_AD,2025-03-05,17097,473,1101.73,1
CAMP0012,BYTEDANCE_AD,2025-03-06,23732,1159,8164.28,1
CAMP0012,BYTEDANCE_AD,2025-03-07,8350,220,279.92,1
CAMP0012,BYTEDANCE_AD,2025-03-08,8467,50,78.66,1
CAMP0012,BYTEDANCE_AD,2025-03-09,22548,1033,4715.18,1
CAMP0012,BYTEDANCE_AD,2025-03-10,26355,1279,5869.13,1
CAMP0012,BYTEDANCE_AD,2025-03-11,25379,947,4511.36,1
CAMP0012,BYTEDANCE_AD,2025-03-12,27865,751,2694.76,1
CAMP0012,BYTEDANCE_AD,2025-03-13,1887,77,131.13,1
CAMP0012,BYTEDANCE_AD,2025-03-14,22826,355,2362.54,1
CAMP0012,BYTEDANCE_AD,2025-03-15,4886,44,200.34,1
CAMP0012,BYTEDANCE_AD,2025-03-16,16810,362,2820.03,1
CAMP0012,BYTEDANCE_AD,2025-03-17,18493,116,713.44,1
CAMP0012,BYTEDANCE_AD,2025-03-18,9830,311,2087.64,1
CAMP0012,BYTEDANCE_AD,2025-03-19,18016,484,763.29,1
CAMP0012,BYTEDANCE_AD,2025-03-20,2108,17,74.64,1
CAMP0012,BYTEDANCE_AD,2025-03-21,26894,951,1521.61,1
CAMP0012,BYTEDANCE_AD,2025-03-22,20414,976,5581.43,1
CAMP0012,BYTEDANCE_AD,2025-03-23,24774,1092,3876.82,1
CAMP0012,BYTEDANCE_AD,2025-03-24,10516,82,636.56,1
CAMP0012,BYTEDANCE_AD,2025-03-25,24522,190,1351.36,1
CAMP0012,BYTEDANCE_AD,2025-03-26,3656,54,394.29,1
CAMP0012,BYTEDANCE_AD,2025-03-27,21422,923,3287.98,1
CAMP0012,BYTEDANCE_AD,2025-03-28,13093,205,823.94,1
CAMP0012,BYTEDANCE_AD,2025-03-29,17711,505,2832.44,1
CAMP0012,BYTEDANCE_AD,2025-03-30,14313,302,2221.43,1
CAMP0012,BYTEDANCE_AD,2025-03-31,22590,617,4829.05,1
CAMP0012,BYTEDANCE_AD,2025-04-01,6122,207,1192.54,1
CAMP0012,BYTEDANCE_AD,2025-04-02,24908,1171,9233.92,1
CAMP0012,BYTEDANCE_AD,2025-04-03,25300,798,6308.05,1
CAMP0012,BYTEDANCE_AD,2025-04-04,6921,34,151.16,1
CAMP0012,BYTEDANCE_AD,2025-04-05,22180,729,4735.85,1
CAMP0012,BYTEDANCE_AD,2025-04-06,25601,1274,4734.24,1
CAMP0012,BYTEDANCE_AD,2025-04-07,3845,45,104.95,1
CAMP0012,BYTEDANCE_AD,2025-04-08,13913,77,387.18,1
CAMP0012,BYTEDANCE_AD,2025-04-09,19319,924,3477.96,1
CAMP0012,BYTEDANCE_AD,2025-04-10,10842,341,2434.59,1
CAMP0012,BYTEDANCE_AD,2025-04-11,22847,601,3146.36,1
CAMP0012,BYTEDANCE_AD,2025-04-12,26632,321,2072.77,1
CAMP0012,BYTEDANCE_AD,2025-04-13,26922,839,1352.38,1
CAMP0012,BYTEDANCE_AD,2025-04-14,5795,128,149.20,1
CAMP0012,BYTEDANCE_AD,2025-04-15,26834,1256,4786.78,1
CAMP0012,BYTEDANCE_AD,2025-04-16,5103,219,1193.80,1
CAMP0012,BYTEDANCE_AD,2025-04-17,12931,187,518.52,1
CAMP0012,BYTEDANCE_AD,2025-04-18,13036,252,1274.19,1
CAMP0012,BYTEDANCE_AD,2025-04-19,10774,64,166.10,1
CAMP0012,BYTEDANCE_AD,2025-04-20,29232,852,2922.59,1
CAMP0012,BYTEDANCE_AD,2025-04-21,2025,44,181.47,1
CAMP0012,BYTEDANCE_AD,2025-04-22,11990,363,1269.92,1
CAMP0012,BYTEDANCE_AD,2025-04-23,21332,185,217.31,1
CAMP0012,BYTEDANCE_AD,2025-04-24,3604,150,521.88,1
CAMP0012,BYTEDANCE_AD,2025-04-25,5142,75,470.81,1
CAMP0012,BYTEDANCE_AD,2025-04-26,2017,33,46.48,1
CAMP0012,BYTEDANCE_AD,2025-04-27,7352,51,232.11,1
CAMP0012,BYTEDANCE_AD,2025-04-28,4283,76,105.65,1
CAMP0012,BYTEDANCE_AD,2025-04-29,20826,114,183.42,1
CAMP0012,BYTEDANCE_AD,2025-04-30,23784,763,4767.06,1
CAMP0012,BYTEDANCE_AD,2025-05-01,6155,117,768.89,1
CAMP0012,BYTEDANCE_AD,2025-05-02,6121,283,1615.76,1
CAMP0012,BYTEDANCE_AD,2025-05-03,22230,1022,7191.52,1
CAMP0012,BYTEDANCE_AD,2025-05-04,22012,467,2871.88,1
CAMP0013,BYTEDANCE_AD,2025-01-23,29054,754,986.62,1
CAMP0013,BYTEDANCE_AD,2025-01-24,21943,1068,5242.73,1
CAMP0013,BYTEDANCE_AD,2025-01-25,19892,275,1107.07,1
CAMP0013,BYTEDANCE_AD,2025-01-26,29343,892,2786.11,1
CAMP0013,BYTEDANCE_AD,2025-01-27,20800,358,1435.37,1
CAMP0013,BYTEDANCE_AD,2025-01-28,25588,339,1757.12,1
CAMP0013,BYTEDANCE_AD,2025-01-29,15197,78,578.65,1
CAMP0013,BYTEDANCE_AD,2025-01-30,23250,678,2715.45,1
CAMP0013,BYTEDANCE_AD,2025-01-31,13211,523,4079.52,1
CAMP0013,BYTEDANCE_AD,2025-02-01,14860,451,3449.86,1
CAMP0013,BYTEDANCE_AD,2025-02-02,5363,70,244.61,1
CAMP0013,BYTEDANCE_AD,2025-02-03,13210,297,1730.80,1
CAMP0013,BYTEDANCE_AD,2025-02-04,5135,45,294.22,1
CAMP0013,BYTEDANCE_AD,2025-02-05,18253,138,429.20,1
CAMP0013,BYTEDANCE_AD,2025-02-06,18632,96,534.86,1
CAMP0013,BYTEDANCE_AD,2025-02-07,13407,537,4273.06,1
CAMP0013,BYTEDANCE_AD,2025-02-08,27112,849,2970.62,1
CAMP0013,BYTEDANCE_AD,2025-02-09,17841,641,683.55,1
CAMP0013,BYTEDANCE_AD,2025-02-10,20268,862,2287.68,1
CAMP0013,BYTEDANCE_AD,2025-02-11,4807,103,109.85,1
CAMP0013,BYTEDANCE_AD,2025-02-12,28494,949,2936.46,1
CAMP0013,BYTEDANCE_AD,2025-02-13,7582,54,404.66,1
CAMP0013,BYTEDANCE_AD,2025-02-14,29853,304,905.01,1
CAMP0013,BYTEDANCE_AD,2025-02-15,10540,148,641.25,1
CAMP0013,BYTEDANCE_AD,2025-02-16,17995,194,522.08,1
CAMP0013,BYTEDANCE_AD,2025-02-17,4948,200,397.63,1
CAMP0013,BYTEDANCE_AD,2025-02-18,24367,1173,1790.62,1
CAMP0013,BYTEDANCE_AD,2025-02-19,5215,138,259.84,1
CAMP0013,BYTEDANCE_AD,2025-02-20,13338,240,1753.21,1
CAMP0013,BYTEDANCE_AD,2025-02-21,29201,1178,8064.12,1
CAMP0013,BYTEDANCE_AD,2025-02-22,20138,971,6852.26,1
CAMP0013,BYTEDANCE_AD,2025-02-23,10996,295,1009.39,1
CAMP0014,BYTEDANCE_AD,2025-01-19,16968,732,3680.66,1
CAMP0014,BYTEDANCE_AD,2025-01-20,1987,83,616.40,1
CAMP0014,BYTEDANCE_AD,2025-01-21,10081,234,858.39,1
CAMP0014,BYTEDANCE_AD,2025-01-22,11638,245,551.97,1
CAMP0014,BYTEDANCE_AD,2025-01-23,13284,606,3028.39,1
CAMP0014,BYTEDANCE_AD,2025-01-24,19471,955,3172.42,1
CAMP0014,BYTEDANCE_AD,2025-01-25,24822,1226,5301.91,1
CAMP0014,BYTEDANCE_AD,2025-01-26,21432,269,2097.52,1
CAMP0014,BYTEDANCE_AD,2025-01-27,21505,930,2277.98,1
CAMP0014,BYTEDANCE_AD,2025-01-28,12622,584,3468.92,1
CAMP0014,BYTEDANCE_AD,2025-01-29,4766,33,186.02,1
CAMP0014,BYTEDANCE_AD,2025-01-30,4441,87,472.15,1
CAMP0014,BYTEDANCE_AD,2025-01-31,24613,331,1203.59,1
CAMP0014,BYTEDANCE_AD,2025-02-01,11882,542,3601.83,1
CAMP0014,BYTEDANCE_AD,2025-02-02,27039,1042,2718.62,1
CAMP0014,BYTEDANCE_AD,2025-02-03,9054,152,177.51,1
CAMP0014,BYTEDANCE_AD,2025-02-04,22330,843,5350.34,1
CAMP0014,BYTEDANCE_AD,2025-02-05,13065,69,358.37,1
CAMP0014,BYTEDANCE_AD,2025-02-06,23250,280,914.82,1
CAMP0014,BYTEDANCE_AD,2025-02-07,12640,155,947.71,1
CAMP0014,BYTEDANCE_AD,2025-02-08,10371,399,2404.49,1
CAMP0014,BYTEDANCE_AD,2025-02-09,25338,400,452.94,1
CAMP0014,BYTEDANCE_AD,2025-02-10,28564,422,1283.61,1
CAMP0014,BYTEDANCE_AD,2025-02-11,7219,295,669.94,1
CAMP0014,BYTEDANCE_AD,2025-02-12,14507,399,2977.81,1
CAMP0014,BYTEDANCE_AD,2025-02-13,29860,836,2131.69,1
CAMP0014,BYTEDANCE_AD,2025-02-14,7478,228,1594.68,1
CAMP0014,BYTEDANCE_AD,2025-02-15,9816,311,2092.36,1
CAMP0014,BYTEDANCE_AD,2025-02-16,23226,1084,7591.73,1
CAMP0014,BYTEDANCE_AD,2025-02-17,9680,142,1004.73,1
CAMP0014,BYTEDANCE_AD,2025-02-18,18875,690,3380.14,1
CAMP0014,BYTEDANCE_AD,2025-02-19,29063,334,2025.17,1
CAMP0014,BYTEDANCE_AD,2025-02-20,22967,289,591.62,1
CAMP0014,BYTEDANCE_AD,2025-02-21,12167,530,1119.37,1
CAMP0014,BYTEDANCE_AD,2025-02-22,27548,1122,8231.11,1
CAMP0014,BYTEDANCE_AD,2025-02-23,26595,142,1013.63,1
CAMP0014,BYTEDANCE_AD,2025-02-24,6296,176,1393.06,1
CAMP0014,BYTEDANCE_AD,2025-02-25,7526,86,437.06,1
CAMP0014,BYTEDANCE_AD,2025-02-26,2521,114,261.83,1
CAMP0014,BYTEDANCE_AD,2025-02-27,8259,407,1844.14,1
CAMP0014,BYTEDANCE_AD,2025-02-28,26743,1182,7363.65,1
CAMP0014,BYTEDANCE_AD,2025-03-01,21807,216,1407.17,1
CAMP0014,BYTEDANCE_AD,2025-03-02,12212,436,1101.50,1
CAMP0014,BYTEDANCE_AD,2025-03-03,10435,518,2885.35,1
CAMP0014,BYTEDANCE_AD,2025-03-04,6040,190,1422.20,1
CAMP0014,BYTEDANCE_AD,2025-03-05,25187,466,1486.16,1
CAMP0014,BYTEDANCE_AD,2025-03-06,16053,380,2595.22,1
CAMP0014,BYTEDANCE_AD,2025-03-07,25856,797,6051.70,1
CAMP0014,BYTEDANCE_AD,2025-03-08,2636,56,276.82,1
CAMP0014,BYTEDANCE_AD,2025-03-09,9324,446,879.23,1
CAMP0014,BYTEDANCE_AD,2025-03-10,29356,923,4765.42,1
CAMP0014,BYTEDANCE_AD,2025-03-11,29332,702,2072.92,1
CAMP0014,BYTEDANCE_AD,2025-03-12,19061,328,539.69,1
CAMP0014,BYTEDANCE_AD,2025-03-13,4095,190,639.30,1
CAMP0014,BYTEDANCE_AD,2025-03-14,17866,793,4419.94,1
CAMP0014,BYTEDANCE_AD,2025-03-15,8572,409,2664.05,1
CAMP0014,BYTEDANCE_AD,2025-03-16,18989,750,2418.07,1
CAMP0014,BYTEDANCE_AD,2025-03-17,22952,1081,6189.10,1
CAMP0014,BYTEDANCE_AD,2025-03-18,3805,95,407.52,1
CAMP0014,BYTEDANCE_AD,2025-03-19,13734,90,573.59,1
CAMP0014,BYTEDANCE_AD,2025-03-20,6104,150,478.08,1
CAMP0014,BYTEDANCE_AD,2025-03-21,8742,97,450.57,1
CAMP0014,BYTEDANCE_AD,2025-03-22,6117,207,1640.86,1
CAMP0014,BYTEDANCE_AD,2025-03-23,11533,229,1316.49,1
CAMP0014,BYTEDANCE_AD,2025-03-24,7456,76,151.43,1
CAMP0014,BYTEDANCE_AD,2025-03-25,27590,576,4015.92,1
CAMP0014,BYTEDANCE_AD,2025-03-26,26246,1087,2330.89,1
CAMP0014,BYTEDANCE_AD,2025-03-27,23070,756,4648.89,1
CAMP0014,BYTEDANCE_AD,2025-03-28,24150,275,1801.06,1
CAMP0014,BYTEDANCE_AD,2025-03-29,27700,1365,5944.35,1
CAMP0014,BYTEDANCE_AD,2025-03-30,24607,736,2182.51,1
CAMP0014,BYTEDANCE_AD,2025-03-31,27692,669,3688.78,1
CAMP0014,BYTEDANCE_AD,2025-04-01,28959,249,468.41,1
CAMP0014,BYTEDANCE_AD,2025-04-02,8736,300,855.63,1
CAMP0014,BYTEDANCE_AD,2025-04-03,6299,125,265.31,1
CAMP0014,BYTEDANCE_AD,2025-04-04,9136,284,1707.40,1
CAMP0014,BYTEDANCE_AD,2025-04-05,25208,449,653.64,1
CAMP0014,BYTEDANCE_AD,2025-04-06,26513,771,4210.84,1
CAMP0014,BYTEDANCE_AD,2025-04-07,29139,961,2315.15,1
CAMP0014,BYTEDANCE_AD,2025-04-08,28314,219,856.17,1
CAMP0014,BYTEDANCE_AD,2025-04-09,7980,355,1886.09,1
CAMP0014,BYTEDANCE_AD,2025-04-10,6125,244,370.42,1
CAMP0014,BYTEDANCE_AD,2025-04-11,7936,51,262.93,1
CAMP0014,BYTEDANCE_AD,2025-04-12,6135,75,226.89,1
CAMP0014,BYTEDANCE_AD,2025-04-13,19302,956,6611.57,1
CAMP0014,BYTEDANCE_AD,2025-04-14,27979,611,934.62,1
CAMP0014,BYTEDANCE_AD,2025-04-15,4916,106,452.56,1
CAMP0014,BYTEDANCE_AD,2025-04-16,1548,70,281.65,1
CAMP0014,BYTEDANCE_AD,2025-04-17,19225,796,3636.37,1
CAMP0014,BYTEDANCE_AD,2025-04-18,12157,460,2181.04,1
CAMP0014,BYTEDANCE_AD,2025-04-19,9707,311,1169.10,1
CAMP0014,BYTEDANCE_AD,2025-04-20,14041,143,621.80,1
CAMP0014,BYTEDANCE_AD,2025-04-21,23156,1108,2599.42,1
CAMP0014,BYTEDANCE_AD,2025-04-22,11182,212,860.27,1
CAMP0014,BYTEDANCE_AD,2025-04-23,26896,1007,4651.73,1
CAMP0014,BYTEDANCE_AD,2025-04-24,29735,1364,1737.67,1
CAMP0014,BYTEDANCE_AD,2025-04-25,25832,1118,7286.12,1
CAMP0014,BYTEDANCE_AD,2025-04-26,17691,458,1411.34,1
CAMP0014,BYTEDANCE_AD,2025-04-27,4579,93,516.82,1
CAMP0014,BYTEDANCE_AD,2025-04-28,3613,92,106.19,1
CAMP0014,BYTEDANCE_AD,2025-04-29,29464,658,3415.71,1
CAMP0014,BYTEDANCE_AD,2025-04-30,8570,79,371.56,1
CAMP0014,BYTEDANCE_AD,2025-05-01,13378,155,282.82,1
CAMP0014,BYTEDANCE_AD,2025-05-02,7792,303,1006.32,1
CAMP0014,BYTEDANCE_AD,2025-05-03,28500,216,766.62,1
CAMP0014,BYTEDANCE_AD,2025-05-04,7246,101,416.88,1
CAMP0014,BYTEDANCE_AD,2025-05-05,11548,60,65.90,1
CAMP0014,BYTEDANCE_AD,2025-05-06,18781,373,800.41,1
CAMP0014,BYTEDANCE_AD,2025-05-07,11722,351,1450.49,1
CAMP0014,BYTEDANCE_AD,2025-05-08,29949,1347,6780.50,1
CAMP0014,BYTEDANCE_AD,2025-05-09,11292,309,1092.29,1
CAMP0014,BYTEDANCE_AD,2025-05-10,8259,167,869.83,1
CAMP0014,BYTEDANCE_AD,2025-05-11,29733,151,676.34,1
CAMP0014,BYTEDANCE_AD,2025-05-12,6802,330,614.15,1
CAMP0014,BYTEDANCE_AD,2025-05-13,23114,890,6308.77,1
CAMP0014,BYTEDANCE_AD,2025-05-14,19411,530,3508.08,1
CAMP0014,BYTEDANCE_AD,2025-05-15,17739,284,440.94,1
CAMP0014,BYTEDANCE_AD,2025-05-16,29689,970,1777.93,1
CAMP0014,BYTEDANCE_AD,2025-05-17,3644,171,176.18,1
CAMP0014,BYTEDANCE_AD,2025-05-18,23776,614,2031.02,1
CAMP0015,BYTEDANCE_AD,2025-01-17,7973,122,445.18,1
CAMP0015,BYTEDANCE_AD,2025-01-18,19514,280,922.73,1
CAMP0015,BYTEDANCE_AD,2025-01-19,25444,820,5275.84,1
CAMP0015,BYTEDANCE_AD,2025-01-20,4695,142,1007.58,1
CAMP0015,BYTEDANCE_AD,2025-01-21,29736,766,3036.13,1
CAMP0015,BYTEDANCE_AD,2025-01-22,2090,82,268.63,1
CAMP0015,BYTEDANCE_AD,2025-01-23,27113,486,2361.96,1
CAMP0015,BYTEDANCE_AD,2025-01-24,12330,528,1496.09,1
CAMP0015,BYTEDANCE_AD,2025-01-25,4576,162,804.18,1
CAMP0015,BYTEDANCE_AD,2025-01-26,22029,512,910.73,1
CAMP0015,BYTEDANCE_AD,2025-01-27,13876,142,298.32,1
CAMP0015,BYTEDANCE_AD,2025-01-28,13439,278,1663.01,1
CAMP0015,BYTEDANCE_AD,2025-01-29,17258,528,2747.45,1
CAMP0015,BYTEDANCE_AD,2025-01-30,24653,127,897.06,1
CAMP0015,BYTEDANCE_AD,2025-01-31,15621,330,2227.12,1
CAMP0015,BYTEDANCE_AD,2025-02-01,19551,396,1011.75,1
CAMP0015,BYTEDANCE_AD,2025-02-02,7974,135,792.59,1
CAMP0015,BYTEDANCE_AD,2025-02-03,14679,240,618.53,1
CAMP0015,BYTEDANCE_AD,2025-02-04,13005,306,394.12,1
CAMP0015,BYTEDANCE_AD,2025-02-05,23300,929,3607.88,1
CAMP0015,BYTEDANCE_AD,2025-02-06,3726,119,351.10,1
CAMP0015,BYTEDANCE_AD,2025-02-07,6457,44,341.98,1
CAMP0015,BYTEDANCE_AD,2025-02-08,10868,194,1026.19,1
CAMP0015,BYTEDANCE_AD,2025-02-09,3174,103,687.09,1
CAMP0015,BYTEDANCE_AD,2025-02-10,1181,48,150.04,1
CAMP0015,BYTEDANCE_AD,2025-02-11,11566,345,1294.49,1
CAMP0015,BYTEDANCE_AD,2025-02-12,27803,881,1377.70,1
CAMP0015,BYTEDANCE_AD,2025-02-13,24299,173,206.91,1
CAMP0015,BYTEDANCE_AD,2025-02-14,1351,14,30.90,1
CAMP0015,BYTEDANCE_AD,2025-02-15,13183,131,785.30,1
CAMP0015,BYTEDANCE_AD,2025-02-16,21295,1063,4498.47,1
CAMP0015,BYTEDANCE_AD,2025-02-17,10543,79,616.08,1
CAMP0015,BYTEDANCE_AD,2025-02-18,1810,77,571.70,1
CAMP0015,BYTEDANCE_AD,2025-02-19,20127,333,2411.70,1
CAMP0015,BYTEDANCE_AD,2025-02-20,5739,136,515.97,1
CAMP0015,BYTEDANCE_AD,2025-02-21,26792,1137,4420.66,1
CAMP0015,BYTEDANCE_AD,2025-02-22,4282,93,163.02,1
CAMP0015,BYTEDANCE_AD,2025-02-23,2465,91,488.48,1
CAMP0015,BYTEDANCE_AD,2025-02-24,4208,78,495.77,1
CAMP0015,BYTEDANCE_AD,2025-02-25,24321,1058,5497.16,1
CAMP0015,BYTEDANCE_AD,2025-02-26,27479,910,6389.42,1
CAMP0015,BYTEDANCE_AD,2025-02-27,3010,42,176.24,1
CAMP0015,BYTEDANCE_AD,2025-02-28,14212,169,604.13,1
CAMP0015,BYTEDANCE_AD,2025-03-01,5396,202,415.19,1
CAMP0015,BYTEDANCE_AD,2025-03-02,29752,1003,7493.19,1
CAMP0015,BYTEDANCE_AD,2025-03-03,20957,131,707.47,1
CAMP0015,BYTEDANCE_AD,2025-03-04,26566,845,3221.67,1
CAMP0015,BYTEDANCE_AD,2025-03-05,18466,303,303.83,1
CAMP0015,BYTEDANCE_AD,2025-03-06,10279,279,1272.22,1
CAMP0015,BYTEDANCE_AD,2025-03-07,15091,656,4083.78,1
CAMP0015,BYTEDANCE_AD,2025-03-08,24732,1033,4094.86,1
CAMP0015,BYTEDANCE_AD,2025-03-09,9895,86,185.97,1
CAMP0015,BYTEDANCE_AD,2025-03-10,28801,285,440.51,1
CAMP0015,BYTEDANCE_AD,2025-03-11,28167,585,3341.83,1
CAMP0015,BYTEDANCE_AD,2025-03-12,2585,97,462.08,1
CAMP0015,BYTEDANCE_AD,2025-03-13,25407,1080,4828.47,1
CAMP0015,BYTEDANCE_AD,2025-03-14,17519,357,2241.12,1
CAMP0015,BYTEDANCE_AD,2025-03-15,13994,673,1146.69,1
CAMP0015,BYTEDANCE_AD,2025-03-16,18368,764,3062.44,1
CAMP0015,BYTEDANCE_AD,2025-03-17,13121,339,2650.91,1
CAMP0015,BYTEDANCE_AD,2025-03-18,4255,195,1020.14,1
CAMP0015,BYTEDANCE_AD,2025-03-19,10600,193,935.33,1
CAMP0015,BYTEDANCE_AD,2025-03-20,4128,67,288.97,1
CAMP0015,BYTEDANCE_AD,2025-03-21,26863,247,1745.15,1
CAMP0015,BYTEDANCE_AD,2025-03-22,10508,57,369.60,1
CAMP0015,BYTEDANCE_AD,2025-03-23,28895,1293,8694.70,1
CAMP0015,BYTEDANCE_AD,2025-03-24,28626,1332,4734.32,1
CAMP0015,BYTEDANCE_AD,2025-03-25,4046,63,173.95,1
CAMP0015,BYTEDANCE_AD,2025-03-26,25124,180,1109.06,1
CAMP0015,BYTEDANCE_AD,2025-03-27,24622,953,6862.92,1
CAMP0015,BYTEDANCE_AD,2025-03-28,25763,608,4650.59,1
CAMP0015,BYTEDANCE_AD,2025-03-29,20986,263,345.42,1
CAMP0015,BYTEDANCE_AD,2025-03-30,22976,792,4941.81,1
CAMP0015,BYTEDANCE_AD,2025-03-31,26675,1137,7036.46,1
CAMP0015,BYTEDANCE_AD,2025-04-01,25843,289,1594.69,1
CAMP0016,KUAISHOU_AD,2025-01-02,2316,32,99.76,1
CAMP0016,KUAISHOU_AD,2025-01-03,3643,158,785.30,1
CAMP0016,KUAISHOU_AD,2025-01-04,17545,292,1392.67,1
CAMP0016,KUAISHOU_AD,2025-01-05,20163,642,2768.55,1
CAMP0016,KUAISHOU_AD,2025-01-06,24014,998,6394.24,1
CAMP0016,KUAISHOU_AD,2025-01-07,16803,767,6125.59,1
CAMP0016,KUAISHOU_AD,2025-01-08,19631,645,1213.98,1
CAMP0016,KUAISHOU_AD,2025-01-09,25916,166,1273.87,1
CAMP0016,KUAISHOU_AD,2025-01-10,20536,678,2099.53,1
CAMP0016,KUAISHOU_AD,2025-01-11,8536,332,1828.46,1
CAMP0016,KUAISHOU_AD,2025-01-12,13672,399,3136.44,1
CAMP0016,KUAISHOU_AD,2025-01-13,23632,293,2308.60,1
CAMP0016,KUAISHOU_AD,2025-01-14,10394,372,1648.80,1
CAMP0016,KUAISHOU_AD,2025-01-15,22717,526,709.07,1
CAMP0016,KUAISHOU_AD,2025-01-16,17181,662,1992.21,1
CAMP0016,KUAISHOU_AD,2025-01-17,15343,439,3291.37,1
CAMP0016,KUAISHOU_AD,2025-01-18,24112,1040,6978.05,1
CAMP0016,KUAISHOU_AD,2025-01-19,1959,59,300.34,1
CAMP0016,KUAISHOU_AD,2025-01-20,7964,262,1437.23,1
CAMP0016,KUAISHOU_AD,2025-01-21,20263,821,2757.63,1
CAMP0016,KUAISHOU_AD,2025-01-22,27353,458,2778.40,1
CAMP0016,KUAISHOU_AD,2025-01-23,20304,902,3929.31,1
CAMP0016,KUAISHOU_AD,2025-01-24,29769,1269,2064.22,1
CAMP0016,KUAISHOU_AD,2025-01-25,17503,498,3606.17,1
CAMP0016,KUAISHOU_AD,2025-01-26,1910,36,220.90,1
CAMP0016,KUAISHOU_AD,2025-01-27,3381,68,363.73,1
CAMP0016,KUAISHOU_AD,2025-01-28,18188,291,1785.76,1
CAMP0016,KUAISHOU_AD,2025-01-29,11458,201,1215.80,1
CAMP0016,KUAISHOU_AD,2025-01-30,7025,329,1947.06,1
CAMP0016,KUAISHOU_AD,2025-01-31,12893,379,1716.63,1
CAMP0016,KUAISHOU_AD,2025-02-01,8721,313,316.62,1
CAMP0016,KUAISHOU_AD,2025-02-02,2924,23,83.45,1
CAMP0016,KUAISHOU_AD,2025-02-03,1610,24,156.22,1
CAMP0016,KUAISHOU_AD,2025-02-04,9711,310,1661.73,1
CAMP0016,KUAISHOU_AD,2025-02-05,26930,376,2079.76,1
CAMP0016,KUAISHOU_AD,2025-02-06,27346,876,2599.56,1
CAMP0016,KUAISHOU_AD,2025-02-07,27488,712,2515.07,1
CAMP0016,KUAISHOU_AD,2025-02-08,21781,384,2907.07,1
CAMP0016,KUAISHOU_AD,2025-02-09,1470,60,135.95,1
CAMP0016,KUAISHOU_AD,2025-02-10,11198,526,3200.71,1
CAMP0016,KUAISHOU_AD,2025-02-11,27554,201,472.57,1
CAMP0016,KUAISHOU_AD,2025-02-12,1120,38,186.35,1
CAMP0016,KUAISHOU_AD,2025-02-13,28169,929,2588.56,1
CAMP0016,KUAISHOU_AD,2025-02-14,15861,224,1062.12,1
CAMP0016,KUAISHOU_AD,2025-02-15,8782,159,1170.74,1
CAMP0016,KUAISHOU_AD,2025-02-16,17017,326,2407.21,1
CAMP0016,KUAISHOU_AD,2025-02-17,23104,387,1516.54,1
CAMP0016,KUAISHOU_AD,2025-02-18,25448,173,859.21,1
CAMP0016,KUAISHOU_AD,2025-02-19,6661,293,1299.50,1
CAMP0016,KUAISHOU_AD,2025-02-20,7785,243,1475.42,1
CAMP0016,KUAISHOU_AD,2025-02-21,5566,80,210.48,1
CAMP0016,KUAISHOU_AD,2025-02-22,2186,10,59.98,1
CAMP0016,KUAISHOU_AD,2025-02-23,14429,430,2198.94,1
CAMP0016,KUAISHOU_AD,2025-02-24,21163,660,3947.37,1
CAMP0016,KUAISHOU_AD,2025-02-25,7467,167,277.39,1
CAMP0016,KUAISHOU_AD,2025-02-26,9391,368,1934.53,1
CAMP0016,KUAISHOU_AD,2025-02-27,18866,586,2545.41,1
CAMP0016,KUAISHOU_AD,2025-02-28,18769,540,2771.77,1
CAMP0016,KUAISHOU_AD,2025-03-01,10650,148,920.95,1
CAMP0016,KUAISHOU_AD,2025-03-02,11128,173,845.85,1
CAMP0016,KUAISHOU_AD,2025-03-03,12581,112,548.75,1
CAMP0016,KUAISHOU_AD,2025-03-04,4113,154,401.42,1
CAMP0016,KUAISHOU_AD,2025-03-05,27558,793,2668.19,1
CAMP0016,KUAISHOU_AD,2025-03-06,22581,664,3004.77,1
CAMP0017,KUAISHOU_AD,2025-01-13,22251,364,515.94,1
CAMP0017,KUAISHOU_AD,2025-01-14,12729,112,192.03,1
CAMP0017,KUAISHOU_AD,2025-01-15,23500,699,2831.49,1
CAMP0017,KUAISHOU_AD,2025-01-16,11660,375,2225.69,1
CAMP0017,KUAISHOU_AD,2025-01-17,20722,1034,5531.51,1
CAMP0017,KUAISHOU_AD,2025-01-18,12966,590,3890.77,1
CAMP0017,KUAISHOU_AD,2025-01-19,29194,1029,1595.26,1
CAMP0017,KUAISHOU_AD,2025-01-20,29709,771,3437.85,1
CAMP0017,KUAISHOU_AD,2025-01-21,11198,376,2009.27,1
CAMP0017,KUAISHOU_AD,2025-01-22,5214,132,839.69,1
CAMP0017,KUAISHOU_AD,2025-01-23,20986,954,2701.68,1
CAMP0017,KUAISHOU_AD,2025-01-24,20578,573,3945.37,1
CAMP0017,KUAISHOU_AD,2025-01-25,24425,657,1872.51,1
CAMP0017,KUAISHOU_AD,2025-01-26,3014,79,436.21,1
CAMP0017,KUAISHOU_AD,2025-01-27,13905,596,4292.79,1
CAMP0017,KUAISHOU_AD,2025-01-28,20208,784,5405.96,1
CAMP0017,KUAISHOU_AD,2025-01-29,14120,298,1170.55,1
CAMP0017,KUAISHOU_AD,2025-01-30,9354,262,1487.50,1
