customer_id,promo_code,used_at,loan_id,is_test_data
C00008526,PROMO004,2025-03-05 12:14:19,LN20250305000028,1
C00007651,PROMO001,2025-06-13 13:44:56,LN20250613000019,1
C00007651,PROMO002,2025-06-12 21:34:20,LN20250612000031,1
C00007062,PROMO002,2025-02-25 22:14:39,LN20250225000032,1
C00007062,PROMO007,2025-02-19 17:08:03,LN20250219000034,1
C00003618,PROMO012,2025-04-14 12:07:08,LN20250414000018,1
C00001147,PROMO009,2025-05-02 12:01:51,LN20250502000015,1
C00007050,PROMO013,2025-05-18 22:59:35,LN20250518000022,1
C00005601,PROMO007,2025-05-15 13:29:47,LN20250515000029,1
C00004919,PROMO014,2025-01-25 22:38:24,LN20250125000014,1
C00000655,PROMO001,2025-06-10 12:13:58,LN20250610000020,1
C00004907,PROMO014,2025-03-17 15:21:23,LN20250317000044,1
C00004907,PROMO012,2025-02-18 16:00:45,LN20250218000029,1
C00000992,PROMO004,2025-04-25 22:31:44,LN20250425000015,1
C00004142,PROMO006,2025-02-27 06:50:23,LN20250227000039,1
C00008455,PROMO012,2025-03-03 21:52:15,LN20250303000034,1
C00002877,PROMO003,2025-06-26 13:18:10,LN20250626000019,1
C00003721,PROMO005,2025-03-19 09:13:08,LN20250319000028,1
C00007738,PROMO013,2025-03-06 16:45:18,LN20250306000045,1
C00001636,PROMO010,2025-02-10 21:17:49,LN20250210000024,1
C00000131,PROMO006,2025-05-23 11:44:16,LN20250523000030,1
C00007984,PROMO008,2025-02-26 21:09:08,LN20250226000037,1
C00001297,PROMO008,2025-04-07 12:31:58,LN20250407000022,1
C00009864,PROMO002,2025-01-18 13:55:31,LN20250118000012,1
C00003285,PROMO006,2025-05-15 13:08:51,LN20250515000030,1
C00007415,PROMO002,2025-01-31 21:56:08,LN20250131000022,1
C00007705,PROMO009,2025-06-24 21:36:18,LN20250624000020,1
C00004661,PROMO006,2025-02-25 15:39:58,LN20250225000033,1
C00003175,PROMO007,2025-03-08 16:23:17,LN20250308000046,1
C00003175,PROMO013,2025-03-19 21:31:41,LN20250319000029,1
C00005158,PROMO005,2025-06-05 12:58:07,LN20250605000026,1
C00008307,PROMO009,2025-05-09 21:15:08,LN20250509000014,1
C00002081,PROMO002,2025-06-15 21:08:24,LN20250615000030,1
C00000277,PROMO014,2025-04-04 21:31:13,LN20250404000032,1
C00006072,PROMO007,2025-04-13 20:44:59,LN20250413000018,1
C00005138,PROMO011,2025-04-06 13:19:17,LN20250406000021,1
C00004439,PROMO008,2025-03-31 10:42:52,LN20250331000031,1
C00004439,PROMO005,2025-03-11 12:49:26,LN20250311000037,1
C00009391,PROMO010,2025-04-06 13:49:53,LN20250406000023,1
C00004548,PROMO011,2025-05-29 17:25:35,LN20250529000027,1
C00000837,PROMO001,2025-03-04 01:03:34,LN20250304000048,1
C00008381,PROMO009,2025-03-17 10:13:08,LN20250317000045,1
C00006385,PROMO002,2025-04-01 16:23:52,LN20250401000020,1
C00005867,PROMO011,2025-01-20 14:41:57,LN20250120000009,1
C00005867,PROMO007,2025-02-20 21:16:04,LN20250220000043,1
C00004013,PROMO010,2025-02-07 00:00:13,LN20250207000032,1
C00003569,PROMO009,2025-02-27 21:32:24,LN20250227000041,1
C00007479,PROMO011,2025-03-20 09:09:23,LN20250320000033,1
C00000668,PROMO003,2025-05-09 22:57:43,LN20250509000015,1
C00004821,PROMO002,2025-05-08 21:42:09,LN20250508000029,1
C00001795,PROMO011,2025-06-08 11:49:30,LN20250608000025,1
C00003397,PROMO013,2025-03-10 20:01:53,LN20250310000042,1
C00001810,PROMO012,2025-06-04 21:03:20,LN20250604000030,1
C00002048,PROMO004,2025-05-23 17:19:18,LN20250523000031,1
C00009205,PROMO010,2025-02-06 20:54:03,LN20250206000028,1
C00002551,PROMO009,2025-05-20 11:31:17,LN20250520000016,1
C00004102,PROMO005,2025-03-13 21:33:38,LN20250313000050,1
C00006679,PROMO011,2025-03-18 09:09:44,LN20250318000027,1
C00007695,PROMO015,2025-05-15 20:30:49,LN20250515000032,1
C00007922,PROMO005,2025-03-01 22:20:55,LN20250301000045,1
C00004798,PROMO011,2025-06-09 21:22:26,LN20250609000021,1
C00001310,PROMO001,2025-03-19 20:47:12,LN20250319000031,1
C00002895,PROMO013,2025-02-05 10:29:17,LN20250205000025,1
C00004081,PROMO010,2025-01-31 14:36:09,LN20250131000024,1
C00004081,PROMO014,2025-02-17 06:28:56,LN20250217000037,1
C00008499,PROMO004,2025-06-16 22:58:36,LN20250616000021,1
C00001491,PROMO006,2025-06-22 11:12:08,LN20250622000031,1
C00001491,PROMO014,2025-06-28 12:45:01,LN20250628000016,1
C00003261,PROMO009,2025-05-03 15:48:54,LN20250503000018,1
C00009244,PROMO006,2025-02-15 14:56:13,LN20250215000046,1
C00009244,PROMO007,2025-02-22 12:24:15,LN20250222000040,1
C00006434,PROMO004,2025-06-08 13:53:45,LN20250608000026,1
C00007991,PROMO010,2025-04-16 13:56:54,LN20250416000021,1
C00001986,PROMO006,2025-03-28 19:59:11,LN20250328000029,1
C00006813,PROMO012,2025-05-16 21:21:33,LN20250516000028,1
C00006813,PROMO010,2025-05-18 21:00:55,LN20250518000024,1
C00001256,PROMO003,2025-02-28 13:07:59,LN20250228000046,1
C00003280,PROMO015,2025-01-25 19:21:25,LN20250125000015,1
C00008353,PROMO009,2025-02-03 12:24:06,LN20250203000022,1
C00006751,PROMO008,2025-06-01 09:30:43,LN20250601000030,1
C00007030,PROMO012,2025-02-24 13:45:44,LN20250224000050,1
C00001862,PROMO002,2025-06-09 22:55:24,LN20250609000022,1
C00003514,PROMO010,2025-03-27 13:11:25,LN20250327000035,1
C00000898,PROMO001,2025-05-14 13:38:04,LN20250514000023,1
C00007995,PROMO008,2025-06-18 11:02:53,LN20250618000023,1
C00007995,PROMO001,2025-05-27 17:26:04,LN20250527000030,1
C00007995,PROMO005,2025-05-06 12:25:30,LN20250506000017,1
C00001601,PROMO008,2025-04-19 20:31:23,LN20250419000025,1
C00003479,PROMO015,2025-04-17 12:38:52,LN20250417000024,1
C00003479,PROMO005,2025-04-14 20:46:23,LN20250414000019,1
C00000663,PROMO005,2025-01-31 21:23:32,LN20250131000026,1
C00004308,PROMO004,2025-04-13 22:51:30,LN20250413000022,1
C00004308,PROMO006,2025-04-16 20:37:48,LN20250416000022,1
C00004308,PROMO014,2025-04-29 13:32:12,LN20250429000021,1
C00000383,PROMO002,2025-01-24 11:40:15,LN20250124000014,1
C00008916,PROMO010,2025-02-24 12:30:44,LN20250224000051,1
C00002891,PROMO007,2025-05-06 13:14:49,LN20250506000018,1
C00004822,PROMO012,2025-03-15 22:44:41,LN20250315000025,1
C00006560,PROMO011,2025-06-27 22:06:25,LN20250627000025,1
C00007346,PROMO012,2025-03-31 13:38:19,LN20250331000032,1
C00007668,PROMO012,2025-03-12 13:38:36,LN20250312000046,1
C00008649,PROMO013,2025-03-11 13:35:02,LN20250311000042,1
C00003321,PROMO008,2025-03-14 20:19:28,LN20250314000044,1
C00003494,PROMO004,2025-03-06 22:37:47,LN20250306000050,1
C00007675,PROMO012,2025-02-03 02:31:17,LN20250203000024,1
C00001286,PROMO011,2025-05-31 21:43:41,LN20250531000025,1
C00008443,PROMO008,2025-05-26 14:08:12,LN20250526000033,1
C00008443,PROMO007,2025-06-04 12:11:48,LN20250604000032,1
C00009338,PROMO008,2025-04-16 12:25:33,LN20250416000024,1
C00000308,PROMO010,2025-05-28 12:48:57,LN20250528000020,1
C00007103,PROMO009,2025-06-26 02:04:39,LN20250626000023,1
C00007431,PROMO008,2025-06-24 08:54:47,LN20250624000022,1
C00001979,PROMO005,2025-05-07 18:27:13,LN20250507000035,1
C00009583,PROMO002,2025-05-22 22:59:40,LN20250522000029,1
C00002395,PROMO007,2025-04-03 13:40:37,LN20250403000023,1
C00006844,PROMO012,2025-02-20 07:55:13,LN20250220000045,1
C00002821,PROMO012,2025-02-21 14:55:35,LN20250221000045,1
C00006602,PROMO001,2025-02-19 20:03:38,LN20250219000035,1
C00005682,PROMO015,2025-05-02 09:31:14,LN20250502000020,1
C00009800,PROMO006,2025-05-21 13:21:51,LN20250521000027,1
C00004731,PROMO004,2025-03-02 01:16:26,LN20250302000033,1
C00004572,PROMO014,2025-03-23 17:15:50,LN20250323000024,1
C00004614,PROMO014,2025-06-17 22:03:39,LN20250617000021,1
C00008621,PROMO011,2025-03-15 13:52:51,LN20250315000028,1
C00007877,PROMO008,2025-01-15 17:00:31,LN20250115000005,1
C00007877,PROMO006,2025-02-10 12:32:47,LN20250210000027,1
C00003339,PROMO002,2025-02-20 20:17:49,LN20250220000046,1
C00006915,PROMO003,2025-06-22 21:07:57,LN20250622000032,1
C00005463,PROMO002,2025-05-06 12:06:10,LN20250506000020,1
C00003843,PROMO004,2025-03-20 16:13:13,LN20250320000038,1
C00003675,PROMO009,2025-06-08 12:35:39,LN20250608000027,1
C00004621,PROMO012,2025-05-04 10:53:08,LN20250504000022,1
C00004296,PROMO015,2025-04-17 20:02:32,LN20250417000026,1
C00007308,PROMO012,2025-03-01 20:43:46,LN20250301000047,1
C00006064,PROMO014,2025-06-29 13:47:20,LN20250629000018,1
C00001301,PROMO010,2025-05-20 22:57:37,LN20250520000018,1
C00003785,PROMO015,2025-02-04 20:36:09,LN20250204000027,1
C00006911,PROMO009,2025-04-17 13:58:21,LN20250417000027,1
C00009334,PROMO001,2025-03-22 15:01:16,LN20250322000033,1
C00002621,PROMO009,2025-06-10 12:21:23,LN20250610000023,1
C00003431,PROMO002,2025-05-07 12:21:45,LN20250507000037,1
C00002449,PROMO009,2025-06-05 13:49:31,LN20250605000030,1
C00008193,PROMO002,2025-05-04 22:50:21,LN20250504000023,1
C00000189,PROMO006,2025-03-07 14:25:18,LN20250307000055,1
C00009007,PROMO013,2025-05-17 01:47:29,LN20250517000035,1
C00002027,PROMO003,2025-02-28 12:04:08,LN20250228000051,1
C00002027,PROMO008,2025-03-06 13:38:00,LN20250306000052,1
C00006988,PROMO007,2025-06-04 21:37:00,LN20250604000036,1
C00006082,PROMO003,2025-05-28 10:19:36,LN20250528000022,1
C00009097,PROMO006,2025-02-10 21:34:00,LN20250210000028,1
C00005864,PROMO015,2025-04-04 15:59:37,LN20250404000037,1
C00003593,PROMO007,2025-03-27 15:55:56,LN20250327000037,1
C00008800,PROMO012,2025-02-09 13:56:46,LN20250209000029,1
C00001284,PROMO004,2025-03-31 20:32:57,LN20250331000035,1
C00009880,PROMO013,2025-04-21 20:26:39,LN20250421000024,1
C00004543,PROMO013,2025-03-22 11:02:19,LN20250322000034,1
C00004543,PROMO014,2025-02-04 12:56:37,LN20250204000029,1
C00004182,PROMO007,2025-03-21 20:03:51,LN20250321000037,1
C00007113,PROMO014,2025-04-17 12:40:27,LN20250417000028,1
C00007661,PROMO012,2025-01-27 14:33:16,LN20250127000018,1
C00002227,PROMO009,2025-06-22 11:01:54,LN20250622000034,1
C00004846,PROMO014,2025-03-23 10:43:08,LN20250323000025,1
C00009679,PROMO013,2025-06-23 20:27:17,LN20250623000014,1
C00004228,PROMO003,2025-02-02 21:46:07,LN20250202000025,1
C00004228,PROMO004,2025-03-04 12:09:05,LN20250304000055,1
C00003784,PROMO014,2025-03-31 13:29:35,LN20250331000036,1
C00007286,PROMO008,2025-05-14 16:41:57,LN20250514000026,1
C00004307,PROMO004,2025-03-26 12:03:59,LN20250326000032,1
C00004631,PROMO001,2025-06-27 22:50:21,LN20250627000026,1
C00003231,PROMO006,2025-06-20 21:11:03,LN20250620000020,1
C00008406,PROMO014,2025-03-13 18:12:03,LN20250313000052,1
C00007813,PROMO001,2025-02-28 02:05:26,LN20250228000053,1
C00009264,PROMO003,2025-03-12 21:49:12,LN20250312000047,1
C00000893,PROMO009,2025-02-02 10:41:44,LN20250202000026,1
C00005118,PROMO010,2025-03-11 13:57:16,LN20250311000045,1
C00005996,PROMO006,2025-03-20 22:58:34,LN20250320000039,1
C00009454,PROMO001,2025-04-19 12:43:26,LN20250419000026,1
C00001935,PROMO007,2025-02-06 22:38:01,LN20250206000036,1
C00001935,PROMO009,2025-02-17 21:22:39,LN20250217000038,1
C00001316,PROMO012,2025-04-07 19:53:43,LN20250407000025,1
C00000471,PROMO005,2025-04-17 12:48:23,LN20250417000029,1
C00006613,PROMO007,2025-05-26 21:37:28,LN20250526000035,1
C00006613,PROMO011,2025-05-27 13:35:38,LN20250527000032,1
C00000865,PROMO013,2025-04-30 02:46:24,LN20250430000021,1
C00000865,PROMO014,2025-05-12 21:18:08,LN20250512000027,1
C00002553,PROMO008,2025-03-07 21:23:15,LN20250307000058,1
C00002553,PROMO003,2025-03-27 16:36:45,LN20250327000039,1
C00001215,PROMO015,2025-03-01 20:21:41,LN20250301000048,1
C00009195,PROMO003,2025-02-12 00:26:59,LN20250212000045,1
C00001661,PROMO003,2025-03-27 20:06:43,LN20250327000040,1
C00000860,PROMO005,2025-05-08 12:15:18,LN20250508000034,1
C00003715,PROMO005,2025-03-11 20:29:31,LN20250311000046,1
C00008144,PROMO011,2025-03-07 14:42:02,LN20250307000060,1
C00007466,PROMO007,2025-02-06 13:04:19,LN20250206000037,1
C00000557,PROMO007,2025-06-29 13:45:54,LN20250629000022,1
C00001522,PROMO014,2025-03-05 21:49:45,LN20250305000039,1
C00004809,PROMO009,2025-03-07 20:36:09,LN20250307000061,1
C00004809,PROMO010,2025-03-25 22:02:38,LN20250325000024,1
C00002261,PROMO013,2025-02-11 12:00:09,LN20250211000034,1
C00006575,PROMO012,2025-05-30 12:39:25,LN20250530000035,1
C00000553,PROMO011,2025-02-13 18:12:20,LN20250213000050,1
C00006702,PROMO002,2025-04-13 13:23:16,LN20250413000026,1
C00006702,PROMO011,2025-04-13 13:13:26,LN20250413000027,1
C00006702,PROMO011,2025-05-07 13:42:41,LN20250507000038,1
C00006302,PROMO003,2025-03-27 08:28:32,LN20250327000041,1
C00003265,PROMO014,2025-03-22 21:21:30,LN20250322000037,1
C00003265,PROMO006,2025-03-09 21:07:27,LN20250309000041,1
C00008177,PROMO007,2025-03-27 12:56:08,LN20250327000042,1
C00004151,PROMO011,2025-05-22 22:20:26,LN20250522000032,1
C00008704,PROMO001,2025-04-19 16:09:41,LN20250419000027,1
C00001333,PROMO002,2025-06-11 20:44:57,LN20250611000028,1
C00001333,PROMO005,2025-06-21 17:41:00,LN20250621000026,1
C00005511,PROMO011,2025-03-12 06:46:01,LN20250312000048,1
C00004717,PROMO011,2025-03-13 12:43:11,LN20250313000056,1
C00009130,PROMO014,2025-05-04 00:59:20,LN20250504000025,1
C00009755,PROMO009,2025-03-02 21:45:27,LN20250302000038,1
C00009607,PROMO010,2025-04-10 21:38:20,LN20250410000014,1
C00006360,PROMO008,2025-04-24 12:54:01,LN20250424000026,1
C00006405,PROMO013,2025-06-27 13:43:37,LN20250627000029,1
C00009713,PROMO011,2025-06-24 21:00:34,LN20250624000026,1
C00002909,PROMO011,2025-04-18 10:05:30,LN20250418000026,1
C00004644,PROMO012,2025-06-14 12:41:26,LN20250614000025,1
C00006374,PROMO004,2025-04-28 13:10:45,LN20250428000026,1
C00005329,PROMO003,2025-03-07 22:50:23,LN20250307000062,1
C00005205,PROMO011,2025-02-26 13:27:51,LN20250226000049,1
C00001855,PROMO006,2025-04-14 08:05:31,LN20250414000022,1
C00003667,PROMO015,2025-03-22 10:43:23,LN20250322000039,1
C00000739,PROMO010,2025-06-01 22:49:41,LN20250601000034,1
C00000819,PROMO007,2025-03-03 21:07:23,LN20250303000041,1
C00009570,PROMO006,2025-04-08 09:57:34,LN20250408000022,1
C00005550,PROMO010,2025-05-30 20:26:54,LN20250530000036,1
C00001710,PROMO002,2025-01-19 16:32:41,LN20250119000004,1
C00007182,PROMO006,2025-02-27 18:46:58,LN20250227000046,1
C00001056,PROMO009,2025-04-04 09:33:29,LN20250404000038,1
C00003978,PROMO014,2025-06-07 20:48:45,LN20250607000033,1
C00005474,PROMO007,2025-01-30 01:12:20,LN20250130000020,1
C00009206,PROMO001,2025-06-30 09:04:46,LN20250630000024,1
C00002250,PROMO010,2025-02-10 10:17:42,LN20250210000030,1
C00009987,PROMO001,2025-06-14 12:30:13,LN20250614000026,1
C00008907,PROMO007,2025-03-13 12:53:27,LN20250313000058,1
C00001734,PROMO015,2025-03-11 22:37:14,LN20250311000047,1
C00003003,PROMO013,2025-03-25 11:43:54,LN20250325000025,1
C00002607,PROMO010,2025-02-02 20:35:10,LN20250202000029,1
C00001379,PROMO009,2025-03-08 21:25:19,LN20250308000055,1
C00004112,PROMO012,2025-05-19 16:37:27,LN20250519000028,1
C00004112,PROMO010,2025-05-07 17:38:56,LN20250507000039,1
C00005634,PROMO008,2025-05-10 13:21:07,LN20250510000026,1
C00004851,PROMO003,2025-03-14 09:12:37,LN20250314000050,1
C00006195,PROMO006,2025-05-23 20:06:39,LN20250523000032,1
C00003248,PROMO014,2025-05-31 10:42:57,LN20250531000030,1
C00006478,PROMO013,2025-06-12 07:44:53,LN20250612000036,1
C00001659,PROMO014,2025-04-01 23:00:42,LN20250401000028,1
C00006497,PROMO010,2025-03-28 20:05:09,LN20250328000037,1
C00007475,PROMO002,2025-01-16 21:29:54,LN20250116000006,1
C00006212,PROMO006,2025-03-23 20:36:31,LN20250323000028,1
C00001956,PROMO006,2025-06-14 20:13:46,LN20250614000028,1
C00002786,PROMO003,2025-02-04 23:17:26,LN20250204000030,1
C00004811,PROMO012,2025-03-10 09:46:56,LN20250310000047,1
C00006048,PROMO007,2025-03-12 21:18:14,LN20250312000050,1
C00003424,PROMO013,2025-02-18 22:38:28,LN20250218000039,1
C00002103,PROMO006,2025-03-23 20:20:04,LN20250323000030,1
C00004282,PROMO006,2025-02-23 21:10:38,LN20250223000051,1
C00005121,PROMO001,2025-03-19 22:02:41,LN20250319000035,1
C00001371,PROMO010,2025-02-25 22:00:40,LN20250225000039,1
C00004524,PROMO005,2025-02-25 17:08:04,LN20250225000040,1
C00004524,PROMO002,2025-03-13 11:24:25,LN20250313000059,1
C00000705,PROMO006,2025-04-05 20:24:38,LN20250405000031,1
C00009564,PROMO002,2025-04-23 01:41:19,LN20250423000016,1
C00001934,PROMO004,2025-05-27 20:58:21,LN20250527000034,1
C00008731,PROMO008,2025-03-09 13:37:19,LN20250309000048,1
C00003731,PROMO003,2025-06-07 07:02:25,LN20250607000035,1
C00004316,PROMO008,2025-05-19 23:37:11,LN20250519000031,1
C00008474,PROMO013,2025-02-11 12:52:11,LN20250211000040,1
C00003680,PROMO009,2025-01-25 20:57:55,LN20250125000017,1
C00003680,PROMO015,2025-01-29 14:03:50,LN20250129000021,1
C00000185,PROMO006,2025-04-05 16:07:50,LN20250405000032,1
C00006121,PROMO012,2025-05-18 20:25:01,LN20250518000028,1
C00004514,PROMO010,2025-03-09 22:00:13,LN20250309000049,1
C00008267,PROMO001,2025-06-09 13:18:55,LN20250609000028,1
C00005414,PROMO014,2025-05-12 02:08:44,LN20250512000030,1
C00009678,PROMO015,2025-05-27 13:17:49,LN20250527000036,1
C00006364,PROMO014,2025-05-01 22:33:09,LN20250501000023,1
C00006364,PROMO002,2025-04-21 10:25:23,LN20250421000028,1
C00009179,PROMO015,2025-05-09 21:07:20,LN20250509000020,1
C00004385,PROMO005,2025-02-22 11:42:35,LN20250222000053,1
C00002542,PROMO014,2025-06-09 20:55:58,LN20250609000029,1
C00001559,PROMO002,2025-06-19 13:22:07,LN20250619000032,1
C00009887,PROMO009,2025-03-05 13:16:03,LN20250305000044,1
C00004877,PROMO011,2025-05-10 13:47:19,LN20250510000028,1
C00006797,PROMO003,2025-03-07 21:19:06,LN20250307000064,1
C00002254,PROMO011,2025-05-29 11:36:20,LN20250529000036,1
C00009184,PROMO011,2025-01-22 14:42:54,LN20250122000011,1
C00003337,PROMO005,2025-06-26 09:39:14,LN20250626000026,1
C00000996,PROMO003,2025-05-02 14:14:05,LN20250502000022,1
C00009364,PROMO007,2025-04-09 20:24:55,LN20250409000031,1
C00009169,PROMO012,2025-03-05 14:34:29,LN20250305000046,1
C00000153,PROMO009,2025-02-12 13:48:18,LN20250212000051,1
C00006834,PROMO009,2025-06-17 20:25:49,LN20250617000025,1
C00002979,PROMO014,2025-06-16 22:12:53,LN20250616000029,1
C00006775,PROMO013,2025-05-05 13:32:07,LN20250505000021,1
C00006139,PROMO004,2025-02-20 21:27:41,LN20250220000054,1
C00006139,PROMO014,2025-03-07 14:23:08,LN20250307000065,1
C00008288,PROMO014,2025-03-16 12:40:20,LN20250316000038,1
C00002815,PROMO008,2025-02-12 17:32:42,LN20250212000052,1
C00007409,PROMO010,2025-02-10 16:48:13,LN20250210000034,1
C00002788,PROMO013,2025-02-24 15:47:49,LN20250224000062,1
C00009699,PROMO014,2025-05-12 20:28:00,LN20250512000031,1
C00008281,PROMO004,2025-04-15 13:58:50,LN20250415000026,1
C00001655,PROMO005,2025-05-17 20:16:32,LN20250517000036,1
C00006925,PROMO002,2025-02-22 20:57:16,LN20250222000054,1
C00004113,PROMO010,2025-04-13 15:10:25,LN20250413000030,1
C00004518,PROMO007,2025-05-28 13:51:50,LN20250528000027,1
C00002911,PROMO015,2025-06-02 22:41:23,LN20250602000034,1
C00006768,PROMO010,2025-02-11 12:04:32,LN20250211000043,1
C00002563,PROMO004,2025-02-14 16:50:03,LN20250214000047,1
C00004867,PROMO004,2025-06-15 10:25:02,LN20250615000037,1
C00004648,PROMO010,2025-04-28 12:59:22,LN20250428000030,1
C00000661,PROMO010,2025-02-22 22:19:32,LN20250222000055,1
C00007972,PROMO015,2025-03-05 13:29:57,LN20250305000048,1
C00006111,PROMO009,2025-06-05 13:48:32,LN20250605000035,1
C00003367,PROMO006,2025-03-15 22:22:06,LN20250315000037,1
C00004078,PROMO006,2025-02-20 06:22:09,LN20250220000055,1
C00007354,PROMO008,2025-03-13 10:53:08,LN20250313000061,1
C00007354,PROMO002,2025-04-27 12:37:03,LN20250427000030,1
C00002977,PROMO010,2025-06-04 15:38:19,LN20250604000042,1
C00000960,PROMO015,2025-01-29 21:21:15,LN20250129000023,1
C00001442,PROMO013,2025-02-07 16:17:43,LN20250207000041,1
C00004300,PROMO007,2025-06-10 18:46:08,LN20250610000028,1
C00001666,PROMO007,2025-03-18 08:36:48,LN20250318000039,1
C00004560,PROMO001,2025-04-06 21:42:14,LN20250406000028,1
C00004561,PROMO002,2025-04-13 19:23:59,LN20250413000031,1
C00004576,PROMO014,2025-02-02 13:02:07,LN20250202000030,1
C00008665,PROMO007,2025-03-17 21:49:34,LN20250317000052,1
C00001528,PROMO012,2025-04-19 22:03:27,LN20250419000031,1
C00005300,PROMO003,2025-04-09 12:59:25,LN20250409000032,1
C00004063,PROMO010,2025-04-12 21:26:49,LN20250412000023,1
C00000783,PROMO014,2025-03-07 13:03:07,LN20250307000066,1
C00007206,PROMO006,2025-06-19 22:10:09,LN20250619000033,1
C00001109,PROMO009,2025-06-10 11:42:01,LN20250610000029,1
C00006178,PROMO005,2025-06-22 19:58:06,LN20250622000038,1
C00001119,PROMO007,2025-05-14 22:46:13,LN20250514000030,1
C00009643,PROMO011,2025-03-05 21:11:53,LN20250305000049,1
C00000399,PROMO008,2025-03-06 11:25:10,LN20250306000056,1
C00008623,PROMO007,2025-05-01 22:36:21,LN20250501000024,1
C00002274,PROMO010,2025-05-26 17:38:23,LN20250526000040,1
C00009102,PROMO012,2025-01-18 16:45:29,LN20250118000015,1
C00002219,PROMO014,2025-06-07 12:15:14,LN20250607000038,1
C00009158,PROMO003,2025-01-28 21:02:45,LN20250128000020,1
C00009158,PROMO012,2025-02-22 10:33:21,LN20250222000058,1
C00008781,PROMO014,2025-02-25 22:17:24,LN20250225000043,1
C00003366,PROMO013,2025-02-26 06:08:34,LN20250226000055,1
C00003366,PROMO004,2025-02-15 22:42:03,LN20250215000055,1
C00000572,PROMO014,2025-06-23 17:24:30,LN20250623000018,1
C00004100,PROMO012,2025-05-27 12:58:52,LN20250527000039,1
C00004934,PROMO008,2025-02-11 21:05:21,LN20250211000047,1
C00002578,PROMO007,2025-02-15 21:04:20,LN20250215000057,1
C00008890,PROMO014,2025-05-23 14:36:37,LN20250523000037,1
C00006422,PROMO013,2025-02-11 19:45:47,LN20250211000048,1
C00000780,PROMO012,2025-04-29 23:31:06,LN20250429000030,1
C00005724,PROMO005,2025-02-13 08:59:25,LN20250213000054,1
C00001758,PROMO006,2025-03-06 20:36:31,LN20250306000058,1
C00007860,PROMO009,2025-06-14 22:01:18,LN20250614000031,1
C00001340,PROMO009,2025-05-09 22:41:08,LN20250509000022,1
C00000744,PROMO002,2025-04-25 13:25:57,LN20250425000022,1
C00006071,PROMO005,2025-02-11 21:32:34,LN20250211000049,1
C00004080,PROMO012,2025-05-15 13:14:12,LN20250515000041,1
C00008398,PROMO002,2025-02-23 22:27:03,LN20250223000054,1
C00000018,PROMO006,2025-04-01 16:03:32,LN20250401000030,1
C00008547,PROMO012,2025-06-23 16:09:03,LN20250623000020,1
C00002594,PROMO006,2025-03-02 22:43:58,LN20250302000044,1
C00002594,PROMO001,2025-03-21 17:40:00,LN20250321000044,1
C00005604,PROMO011,2025-04-03 20:34:00,LN20250403000026,1
C00004256,PROMO008,2025-05-14 13:46:18,LN20250514000031,1
C00003117,PROMO013,2025-03-26 22:34:05,LN20250326000038,1
C00003117,PROMO012,2025-03-14 12:19:30,LN20250314000054,1
C00000114,PROMO015,2025-04-30 13:01:06,LN20250430000027,1
C00006399,PROMO005,2025-05-12 10:59:14,LN20250512000037,1
C00007126,PROMO002,2025-02-17 13:49:08,LN20250217000041,1
C00009718,PROMO009,2025-05-01 21:09:06,LN20250501000025,1
C00003074,PROMO007,2025-06-09 12:17:36,LN20250609000030,1
C00001013,PROMO010,2025-06-03 20:07:48,LN20250603000029,1
C00007992,PROMO011,2025-02-28 15:05:41,LN20250228000060,1
C00002130,PROMO008,2025-03-06 21:10:11,LN20250306000060,1
C00007434,PROMO007,2025-01-24 19:13:57,LN20250124000015,1
C00007621,PROMO005,2025-02-24 14:06:51,LN20250224000065,1
C00002430,PROMO002,2025-03-01 21:04:13,LN20250301000052,1
C00004795,PROMO011,2025-03-14 10:19:07,LN20250314000055,1
C00002461,PROMO006,2025-06-04 15:08:48,LN20250604000043,1
C00007337,PROMO005,2025-04-02 13:05:58,LN20250402000039,1
C00005937,PROMO007,2025-02-21 19:15:12,LN20250221000057,1
C00008299,PROMO014,2025-03-27 12:42:55,LN20250327000048,1
C00004107,PROMO003,2025-05-04 18:27:52,LN20250504000027,1
C00007040,PROMO011,2025-01-20 21:50:07,LN20250120000013,1
C00000328,PROMO013,2025-03-04 16:21:21,LN20250304000060,1
C00000328,PROMO007,2025-04-22 01:14:10,LN20250422000024,1
C00006530,PROMO009,2025-03-23 21:58:32,LN20250323000033,1
C00000216,PROMO001,2025-06-18 13:21:33,LN20250618000034,1
C00008777,PROMO001,2025-06-17 13:42:35,LN20250617000026,1
C00003268,PROMO005,2025-06-06 17:02:21,LN20250606000028,1
C00001534,PROMO010,2025-02-27 20:30:38,LN20250227000051,1
C00007153,PROMO012,2025-04-26 16:32:30,LN20250426000019,1
C00008768,PROMO001,2025-05-09 21:04:57,LN20250509000025,1
C00003891,PROMO008,2025-03-06 12:05:19,LN20250306000061,1
C00008801,PROMO004,2025-06-04 12:00:01,LN20250604000046,1
C00006159,PROMO010,2025-03-09 13:46:01,LN20250309000054,1
C00007968,PROMO004,2025-03-03 15:18:36,LN20250303000049,1
C00001954,PROMO001,2025-02-21 12:34:54,LN20250221000058,1
C00008271,PROMO010,2025-05-22 12:02:21,LN20250522000037,1
C00004093,PROMO007,2025-01-20 12:20:39,LN20250120000016,1
C00001430,PROMO001,2025-01-23 12:02:34,LN20250123000011,1
C00009634,PROMO001,2025-02-21 14:10:23,LN20250221000059,1
