loan_id,period_no,plan_id,pay_time,pay_amount,principal_paid,interest_paid,fee_paid,penalty_paid,pay_channel,is_test_data
LN20250227000038,1,\N,2025-03-29 10:33:00,504.09,345.75,158.33,0,0,MANUAL,1
LN20250227000038,2,\N,2025-04-28 15:33:00,504.09,351.23,152.86,0,0,AUTO,1
LN20250227000038,3,\N,2025-05-28 15:10:00,504.09,356.79,147.30,0,0,MANUAL,1
LN20250227000038,4,\N,2025-06-27 13:41:00,504.09,362.44,141.65,0,0,MANUAL,1
LN20250128000017,1,\N,2025-02-23 18:57:00,88.85,78.85,10.00,0,0,MANUAL,1
LN20250128000017,2,\N,2025-03-28 10:37:00,88.85,79.64,9.21,0,0,MANUAL,1
LN20250128000017,3,\N,2025-04-26 12:44:00,88.85,80.43,8.42,0,0,MANUAL,1
LN20250128000017,4,\N,2025-05-24 19:57:00,88.85,81.24,7.61,0,0,MANUAL,1
LN20250128000017,5,\N,2025-06-23 20:03:00,88.85,82.05,6.80,0,0,AUTO,1
LN20250224000041,1,\N,2025-03-24 12:02:00,175.53,160.53,15.00,0,0,MANUAL,1
LN20250224000041,2,\N,2025-04-25 17:47:00,175.53,162.93,12.59,0,0,AUTO,1
LN20250224000041,3,\N,2025-05-21 12:03:00,175.53,165.38,10.15,0,0,MANUAL,1
LN20250224000041,4,\N,2025-06-19 17:07:00,175.53,167.86,7.67,0,0,AUTO,1
LN20250523000027,1,\N,2025-06-17 09:57:00,2756.53,2238.46,518.07,0,0,AUTO,1
LN20250501000020,1,\N,2025-05-31 13:01:00,3394.63,3302.96,91.67,0,0,MANUAL,1
LN20250501000020,2,\N,2025-06-27 12:12:00,3394.63,3333.24,61.39,0,0,AUTO,1
LN20250528000018,1,\N,2025-06-25 18:47:00,740.01,583.50,156.52,0,0,AUTO,1
LN20250518000021,1,\N,2025-06-17 18:40:00,2388.03,2056.67,331.36,0,0,AUTO,1
LN20250313000045,1,\N,2025-04-10 14:45:00,163.80,80.30,83.50,0,0,AUTO,1
LN20250313000045,2,\N,2025-05-10 16:32:00,163.80,81.91,81.90,0,0,AUTO,1
LN20250313000045,3,\N,2025-06-07 11:16:00,163.80,83.54,80.26,0,0,AUTO,1
LN20250318000025,1,\N,2025-04-14 10:23:00,1037.56,670.90,366.67,0,0,MANUAL,1
LN20250318000025,2,\N,2025-05-13 18:38:00,1037.56,683.20,354.37,0,0,MANUAL,1
LN20250318000025,3,\N,2025-06-12 12:55:00,1037.56,695.72,341.84,0,0,MANUAL,1
LN20250330000021,1,\N,2025-04-25 11:01:00,73.31,41.65,31.67,0,0,MANUAL,1
LN20250330000021,2,\N,2025-05-29 15:13:00,73.31,42.30,31.01,0,0,AUTO,1
LN20250330000021,3,\N,2025-06-28 14:12:00,73.31,42.97,30.34,0,0,AUTO,1
LN20250116000003,1,\N,2025-02-14 09:47:00,1084.57,634.57,450.00,0,0,AUTO,1
LN20250116000003,2,\N,2025-03-13 15:35:00,1084.57,644.09,440.48,0,0,AUTO,1
LN20250116000003,3,\N,2025-04-16 13:11:00,1084.57,653.75,430.82,0,0,MANUAL,1
LN20250116000003,4,\N,2025-05-13 19:30:00,1084.57,663.56,421.01,0,0,AUTO,1
LN20250116000003,5,\N,2025-06-12 15:15:00,1084.57,673.51,411.06,0,0,AUTO,1
LN20250206000025,1,\N,2025-03-08 15:56:00,74.33,40.99,33.33,0,0,MANUAL,1
LN20250206000025,2,\N,2025-04-05 12:36:00,74.33,41.68,32.65,0,0,AUTO,1
LN20250206000025,3,\N,2025-05-06 11:13:00,74.33,42.37,31.96,0,0,AUTO,1
LN20250206000025,4,\N,2025-06-03 18:49:00,74.33,43.08,31.25,0,0,AUTO,1
LN20250404000031,1,\N,2025-05-04 20:09:00,505.41,342.91,162.50,0,0,MANUAL,1
LN20250404000031,2,\N,2025-05-29 14:47:00,505.41,346.62,158.79,0,0,AUTO,1
LN20250313000046,1,\N,2025-04-07 16:15:00,4879.19,4121.32,757.88,0,0,MANUAL,1
LN20250313000046,2,\N,2025-05-11 20:13:00,4879.19,4179.70,699.49,0,0,AUTO,1
LN20250313000046,3,\N,2025-06-07 10:40:00,4879.19,4238.91,640.28,0,0,AUTO,1
LN20250527000026,1,\N,2025-06-26 15:13:00,88.38,79.21,9.17,0,0,MANUAL,1
LN20250413000017,1,\N,2025-05-09 15:13:00,143.44,72.42,71.02,0,0,AUTO,1
LN20250413000017,2,\N,2025-06-11 16:08:00,143.44,73.81,69.64,0,0,AUTO,1
LN20250411000019,1,\N,2025-05-09 18:41:00,2381.01,1615.47,765.55,0,0,AUTO,1
LN20250411000019,2,\N,2025-06-07 12:47:00,2381.01,1632.97,748.05,0,0,MANUAL,1
LN20250328000026,1,\N,2025-04-27 13:02:00,2804.18,2209.35,594.83,0,0,AUTO,1
LN20250328000026,2,\N,2025-05-22 10:35:00,2804.18,2238.80,565.37,0,0,MANUAL,1
LN20250328000026,3,\N,2025-06-22 19:54:00,2804.18,2268.65,535.52,0,0,AUTO,1
LN20250510000021,1,\N,2025-06-09 12:32:00,2155.06,1784.81,370.26,0,0,MANUAL,1
LN20250121000011,1,\N,2025-02-16 12:16:00,1729.90,1042.52,687.38,0,0,AUTO,1
LN20250121000011,2,\N,2025-03-21 09:52:00,1729.90,1057.29,672.61,0,0,AUTO,1
LN20250121000011,3,\N,2025-04-20 10:29:00,1729.90,1072.27,657.63,0,0,AUTO,1
LN20250121000011,4,\N,2025-05-17 18:29:00,1729.90,1087.46,642.44,0,0,MANUAL,1
LN20250121000011,5,\N,2025-06-17 13:17:00,1729.90,1102.87,627.04,0,0,AUTO,1
LN20250201000022,1,\N,2025-03-02 19:17:00,10234.24,9884.24,350.00,0,0,MANUAL,1
LN20250201000022,2,\N,2025-03-28 19:02:00,10234.24,9999.55,234.68,0,0,AUTO,1
LN20250201000022,3,\N,2025-04-27 20:32:00,10234.24,10116.21,118.02,0,0,MANUAL,1
LN20250312000044,1,\N,2025-04-07 17:30:00,521.96,381.96,140.00,0,0,MANUAL,1
LN20250312000044,2,\N,2025-05-09 09:29:00,521.96,388.64,133.32,0,0,MANUAL,1
LN20250312000044,3,\N,2025-06-05 18:22:00,521.96,395.44,126.51,0,0,AUTO,1
LN20250320000029,1,\N,2025-04-16 09:17:00,3858.80,3424.49,434.31,0,0,MANUAL,1
LN20250320000029,2,\N,2025-05-14 09:10:00,3858.80,3458.74,400.07,0,0,MANUAL,1
LN20250320000029,3,\N,2025-06-18 14:42:00,3858.80,3493.32,365.48,0,0,MANUAL,1
LN20250314000038,1,\N,2025-04-09 15:20:00,1408.36,928.73,479.63,0,0,MANUAL,1
LN20250314000038,2,\N,2025-05-10 19:58:00,1408.36,944.98,463.38,0,0,MANUAL,1
LN20250314000038,3,\N,2025-06-10 20:28:00,1408.36,961.52,446.84,0,0,MANUAL,1
LN20250530000028,1,\N,2025-06-25 20:54:00,2747.06,2627.06,120.00,0,0,MANUAL,1
LN20250524000023,1,\N,2025-06-23 09:02:00,2385.26,2286.69,98.57,0,0,AUTO,1
LN20250320000030,1,\N,2025-04-19 09:31:00,1388.30,1294.97,93.33,0,0,MANUAL,1
LN20250320000030,2,\N,2025-05-18 20:19:00,1388.30,1310.08,78.23,0,0,MANUAL,1
LN20250320000030,3,\N,2025-06-16 12:03:00,1388.30,1325.36,62.94,0,0,MANUAL,1
LN20250325000016,1,\N,2025-04-22 15:38:00,1362.58,1209.93,152.65,0,0,AUTO,1
LN20250325000016,2,\N,2025-05-24 15:39:00,1362.58,1234.13,128.45,0,0,AUTO,1
LN20250325000016,3,\N,2025-06-21 09:37:00,1362.58,1258.82,103.77,0,0,MANUAL,1
LN20250313000047,1,\N,2025-04-11 15:38:00,25.20,13.50,11.71,0,0,MANUAL,1
LN20250313000047,2,\N,2025-05-08 19:12:00,25.20,13.73,11.47,0,0,AUTO,1
LN20250313000047,3,\N,2025-06-09 09:48:00,25.20,13.97,11.23,0,0,AUTO,1
LN20250304000043,1,\N,2025-03-30 09:51:00,37.16,20.50,16.67,0,0,AUTO,1
LN20250304000043,2,\N,2025-04-28 13:14:00,37.16,20.84,16.33,0,0,MANUAL,1
LN20250304000043,3,\N,2025-06-02 09:32:00,37.16,21.19,15.98,0,0,AUTO,1
LN20250219000032,1,\N,2025-03-21 15:30:00,178.63,156.97,21.67,0,0,MANUAL,1
LN20250219000032,2,\N,2025-04-17 13:19:00,178.63,158.67,19.97,0,0,AUTO,1
LN20250219000032,3,\N,2025-05-15 12:29:00,178.63,160.39,18.25,0,0,MANUAL,1
LN20250219000032,4,\N,2025-06-16 12:39:00,178.63,162.12,16.51,0,0,MANUAL,1
LN20250428000021,1,\N,2025-05-25 11:23:00,1332.73,1182.73,150.00,0,0,AUTO,1
LN20250428000021,2,\N,2025-06-26 19:04:00,1332.73,1194.56,138.17,0,0,MANUAL,1
LN20250321000032,1,\N,2025-04-16 13:40:00,8996.16,8518.97,477.19,0,0,MANUAL,1
LN20250321000032,2,\N,2025-05-19 12:21:00,8996.16,8675.16,321.00,0,0,AUTO,1
LN20250321000032,3,\N,2025-06-14 16:05:00,8996.16,8834.20,161.96,0,0,MANUAL,1
LN20250307000048,1,\N,2025-04-04 09:48:00,17085.06,16460.06,625.00,0,0,MANUAL,1
LN20250307000048,2,\N,2025-05-01 15:24:00,17085.06,16665.81,419.25,0,0,AUTO,1
LN20250307000048,3,\N,2025-06-02 11:33:00,17085.06,16874.13,210.93,0,0,MANUAL,1
LN20250323000021,1,\N,2025-04-22 18:04:00,180.52,155.52,25.00,0,0,MANUAL,1
LN20250323000021,2,\N,2025-05-17 19:48:00,180.52,157.46,23.06,0,0,AUTO,1
LN20250323000021,3,\N,2025-06-17 20:27:00,180.52,159.43,21.09,0,0,AUTO,1
LN20250307000049,1,\N,2025-04-02 17:15:00,614.48,506.14,108.33,0,0,MANUAL,1
LN20250307000049,2,\N,2025-05-06 13:41:00,614.48,511.63,102.85,0,0,MANUAL,1
LN20250307000049,3,\N,2025-06-01 12:50:00,614.48,517.17,97.31,0,0,AUTO,1
LN20250223000038,1,\N,2025-03-21 13:22:00,628.85,390.36,238.49,0,0,MANUAL,1
LN20250223000038,2,\N,2025-04-21 20:50:00,628.85,395.56,233.29,0,0,AUTO,1
LN20250223000038,3,\N,2025-05-22 17:47:00,628.85,400.84,228.01,0,0,AUTO,1
LN20250223000038,4,\N,2025-06-19 19:39:00,628.85,406.18,222.67,0,0,MANUAL,1
LN20250226000032,1,\N,2025-03-27 12:44:00,77.42,39.09,38.33,0,0,MANUAL,1
LN20250226000032,2,\N,2025-04-24 10:49:00,77.42,39.84,37.58,0,0,AUTO,1
LN20250226000032,3,\N,2025-05-23 09:31:00,77.42,40.60,36.82,0,0,MANUAL,1
LN20250303000033,1,\N,2025-03-29 15:59:00,5246.65,4774.71,471.94,0,0,MANUAL,1
LN20250303000033,2,\N,2025-04-27 11:11:00,5246.65,4850.31,396.34,0,0,AUTO,1
LN20250303000033,3,\N,2025-05-29 16:40:00,5246.65,4927.11,319.54,0,0,AUTO,1
LN20250529000024,1,\N,2025-06-24 17:03:00,346.65,221.65,125.00,0,0,MANUAL,1
LN20250224000042,1,\N,2025-03-24 10:47:00,720.19,545.19,175.00,0,0,MANUAL,1
LN20250224000042,2,\N,2025-04-23 13:12:00,720.19,551.55,168.64,0,0,AUTO,1
LN20250224000042,3,\N,2025-05-23 14:39:00,720.19,557.99,162.20,0,0,MANUAL,1
LN20250224000042,4,\N,2025-06-21 16:59:00,720.19,564.50,155.69,0,0,MANUAL,1
LN20250304000044,1,\N,2025-03-30 18:50:00,1231.45,1160.42,71.03,0,0,MANUAL,1
LN20250304000044,2,\N,2025-05-03 09:22:00,1231.45,1183.63,47.82,0,0,AUTO,1
LN20250304000044,3,\N,2025-05-30 17:31:00,1231.45,1207.30,24.15,0,0,MANUAL,1
LN20250214000041,1,\N,2025-03-12 15:52:00,5184.44,4909.44,275.00,0,0,AUTO,1
LN20250214000041,2,\N,2025-04-15 20:34:00,5184.44,4999.45,184.99,0,0,MANUAL,1
LN20250214000041,3,\N,2025-05-14 10:25:00,5184.44,5091.11,93.34,0,0,MANUAL,1
LN20250224000043,1,\N,2025-03-26 17:35:00,2300.04,1867.77,432.27,0,0,MANUAL,1
LN20250224000043,2,\N,2025-04-22 14:20:00,2300.04,1900.45,399.59,0,0,AUTO,1
LN20250224000043,3,\N,2025-05-24 11:28:00,2300.04,1933.71,366.33,0,0,AUTO,1
LN20250224000043,4,\N,2025-06-20 14:06:00,2300.04,1967.55,332.49,0,0,AUTO,1
LN20250214000042,1,\N,2025-03-14 12:36:00,7795.38,7199.85,595.53,0,0,AUTO,1
LN20250214000042,2,\N,2025-04-12 14:51:00,7795.38,7295.85,499.53,0,0,MANUAL,1
LN20250214000042,3,\N,2025-05-15 09:55:00,7795.38,7393.13,402.26,0,0,MANUAL,1
LN20250214000042,4,\N,2025-06-09 11:08:00,7795.38,7491.70,303.68,0,0,MANUAL,1
LN20250224000044,1,\N,2025-03-22 14:38:00,461.45,378.12,83.33,0,0,AUTO,1
LN20250224000044,2,\N,2025-04-21 10:15:00,461.45,381.27,80.18,0,0,MANUAL,1
LN20250224000044,3,\N,2025-05-23 13:27:00,461.45,384.44,77.01,0,0,AUTO,1
LN20250224000044,4,\N,2025-06-22 15:03:00,461.45,387.65,73.80,0,0,AUTO,1
LN20250429000018,1,\N,2025-05-27 10:28:00,2747.70,2331.51,416.19,0,0,MANUAL,1
LN20250429000018,2,\N,2025-06-26 10:17:00,2747.70,2352.89,394.82,0,0,MANUAL,1
LN20250226000033,1,\N,2025-03-26 16:28:00,714.54,627.87,86.67,0,0,MANUAL,1
LN20250226000033,2,\N,2025-04-24 20:22:00,714.54,634.67,79.86,0,0,MANUAL,1
LN20250226000033,3,\N,2025-05-25 17:15:00,714.54,641.55,72.99,0,0,MANUAL,1
LN20250226000033,4,\N,2025-06-26 19:42:00,714.54,648.50,66.04,0,0,AUTO,1
LN20250304000045,1,\N,2025-03-31 18:52:00,4150.34,3930.19,220.15,0,0,AUTO,1
LN20250304000045,2,\N,2025-05-02 10:08:00,4150.34,4002.25,148.09,0,0,MANUAL,1
LN20250304000045,3,\N,2025-05-30 19:28:00,4150.34,4075.62,74.72,0,0,AUTO,1
LN20250410000008,1,\N,2025-05-08 11:11:00,51.39,33.89,17.50,0,0,MANUAL,1
LN20250410000008,2,\N,2025-06-09 16:25:00,51.39,34.48,16.91,0,0,AUTO,1
LN20250524000024,1,\N,2025-06-19 17:09:00,2640.36,2402.86,237.50,0,0,AUTO,1
LN20250317000043,1,\N,2025-04-16 10:28:00,672.64,535.60,137.04,0,0,AUTO,1
LN20250317000043,2,\N,2025-05-11 13:14:00,672.64,545.86,126.77,0,0,AUTO,1
LN20250317000043,3,\N,2025-06-12 12:46:00,672.64,556.33,116.31,0,0,AUTO,1
LN20250224000045,1,\N,2025-03-25 16:50:00,12880.74,12134.24,746.50,0,0,MANUAL,1
LN20250224000045,2,\N,2025-04-23 16:33:00,12880.74,12255.59,625.16,0,0,AUTO,1
LN20250224000045,3,\N,2025-05-24 16:57:00,12880.74,12378.14,502.60,0,0,MANUAL,1
LN20250224000045,4,\N,2025-06-21 11:55:00,12880.74,12501.92,378.82,0,0,MANUAL,1
LN20250306000043,1,\N,2025-04-05 16:20:00,1247.70,997.70,250.00,0,0,AUTO,1
LN20250306000043,2,\N,2025-05-02 17:21:00,1247.70,1010.17,237.53,0,0,MANUAL,1
LN20250306000043,3,\N,2025-06-02 10:07:00,1247.70,1022.79,224.90,0,0,MANUAL,1
LN20250313000048,1,\N,2025-04-07 14:14:00,87.92,79.58,8.33,0,0,AUTO,1
LN20250313000048,2,\N,2025-05-07 16:22:00,87.92,80.25,7.67,0,0,AUTO,1
LN20250313000048,3,\N,2025-06-11 17:52:00,87.92,80.91,7.00,0,0,AUTO,1
LN20250313000049,1,\N,2025-04-11 18:55:00,3520.47,3203.81,316.67,0,0,MANUAL,1
LN20250313000049,2,\N,2025-05-08 18:30:00,3520.47,3254.53,265.94,0,0,MANUAL,1
LN20250313000049,3,\N,2025-06-09 17:01:00,3520.47,3306.06,214.41,0,0,MANUAL,1
LN20250529000025,1,\N,2025-06-24 19:32:00,13267.46,12687.90,579.56,0,0,AUTO,1
LN20250524000025,1,\N,2025-06-23 15:03:00,753.50,403.50,350.00,0,0,MANUAL,1
LN20250522000026,1,\N,2025-06-16 17:59:00,1313.44,1166.30,147.14,0,0,AUTO,1
LN20250525000020,1,\N,2025-06-19 11:33:00,1054.71,654.71,400.00,0,0,MANUAL,1
LN20250213000046,1,\N,2025-03-14 18:25:00,484.87,359.87,125.00,0,0,AUTO,1
LN20250213000046,2,\N,2025-04-09 14:09:00,484.87,364.36,120.50,0,0,AUTO,1
LN20250213000046,3,\N,2025-05-12 12:13:00,484.87,368.92,115.95,0,0,AUTO,1
LN20250213000046,4,\N,2025-06-12 15:22:00,484.87,373.53,111.34,0,0,AUTO,1
LN20250327000033,1,\N,2025-04-21 09:16:00,1653.85,1122.10,531.75,0,0,MANUAL,1
LN20250327000033,2,\N,2025-05-21 14:14:00,1653.85,1134.26,519.59,0,0,AUTO,1
LN20250327000033,3,\N,2025-06-21 16:30:00,1653.85,1146.55,507.31,0,0,MANUAL,1
LN20250501000021,1,\N,2025-05-28 15:32:00,734.45,534.45,200.00,0,0,AUTO,1
LN20250501000021,2,\N,2025-06-30 10:23:00,734.45,541.57,192.87,0,0,AUTO,1
LN20250523000028,1,\N,2025-06-21 18:13:00,2117.00,1736.11,380.89,0,0,MANUAL,1
LN20250416000015,1,\N,2025-05-11 18:27:00,34.67,22.17,12.50,0,0,AUTO,1
LN20250416000015,2,\N,2025-06-10 20:21:00,34.67,22.44,12.22,0,0,AUTO,1
LN20250523000029,1,\N,2025-06-20 17:43:00,5191.29,4866.29,325.00,0,0,MANUAL,1
LN20250223000039,1,\N,2025-03-21 16:27:00,867.69,809.36,58.33,0,0,AUTO,1
LN20250223000039,2,\N,2025-04-19 13:23:00,867.69,818.80,48.89,0,0,AUTO,1
LN20250223000039,3,\N,2025-05-20 11:59:00,867.69,828.35,39.34,0,0,MANUAL,1
LN20250223000039,4,\N,2025-06-22 12:26:00,867.69,838.02,29.67,0,0,AUTO,1
LN20250402000027,1,\N,2025-04-30 15:29:00,277.32,177.32,100.00,0,0,AUTO,1
LN20250402000027,2,\N,2025-06-01 10:58:00,277.32,179.54,97.78,0,0,MANUAL,1
LN20250318000026,1,\N,2025-04-13 15:24:00,3500.55,3217.22,283.33,0,0,MANUAL,1
LN20250318000026,2,\N,2025-05-14 20:33:00,3500.55,3262.79,237.76,0,0,MANUAL,1
LN20250318000026,3,\N,2025-06-14 13:05:00,3500.55,3309.02,191.53,0,0,MANUAL,1
LN20250220000041,1,\N,2025-03-17 12:08:00,310.40,152.17,158.24,0,0,AUTO,1
LN20250220000041,2,\N,2025-04-20 16:41:00,310.40,155.21,155.19,0,0,MANUAL,1
LN20250220000041,3,\N,2025-05-18 16:12:00,310.40,158.31,152.09,0,0,AUTO,1
LN20250220000041,4,\N,2025-06-17 19:25:00,310.40,161.48,148.92,0,0,AUTO,1
LN20250514000019,1,\N,2025-06-13 09:52:00,8735.84,8028.77,707.08,0,0,MANUAL,1
LN20250424000022,1,\N,2025-05-19 18:58:00,342.82,328.66,14.17,0,0,MANUAL,1
LN20250424000022,2,\N,2025-06-23 12:26:00,342.82,333.31,9.51,0,0,AUTO,1
LN20250513000019,1,\N,2025-06-12 12:38:00,691.26,654.59,36.67,0,0,AUTO,1
LN20250504000020,1,\N,2025-05-30 11:42:00,8187.55,7562.06,625.49,0,0,MANUAL,1
LN20250430000019,1,\N,2025-05-27 11:12:00,92.16,76.32,15.83,0,0,AUTO,1
LN20250430000019,2,\N,2025-06-24 14:23:00,92.16,77.53,14.62,0,0,MANUAL,1
LN20250217000034,1,\N,2025-03-18 18:25:00,519.01,269.86,249.15,0,0,MANUAL,1
LN20250217000034,2,\N,2025-04-18 09:16:00,519.01,274.81,244.20,0,0,MANUAL,1
LN20250217000034,3,\N,2025-05-16 19:16:00,519.01,279.84,239.16,0,0,MANUAL,1
LN20250217000034,4,\N,2025-06-14 17:25:00,519.01,284.97,234.03,0,0,AUTO,1
LN20250320000031,1,\N,2025-04-16 12:46:00,1383.25,1240.40,142.85,0,0,AUTO,1
LN20250320000031,2,\N,2025-05-19 11:34:00,1383.25,1263.14,120.11,0,0,AUTO,1
LN20250320000031,3,\N,2025-06-17 16:54:00,1383.25,1286.30,96.95,0,0,AUTO,1
LN20250206000026,1,\N,2025-03-03 14:14:00,3438.28,3263.91,174.37,0,0,AUTO,1
LN20250206000026,2,\N,2025-04-04 20:14:00,3438.28,3321.03,117.25,0,0,MANUAL,1
LN20250206000026,3,\N,2025-05-28 13:24:00,3507.05,3379.14,59.14,0,68.77,COLLECTION,1
LN20250226000034,1,\N,2025-03-24 12:50:00,221.10,174.13,46.97,0,0,AUTO,1
LN20250226000034,2,\N,2025-04-26 16:31:00,221.10,175.87,45.23,0,0,AUTO,1
LN20250226000034,3,\N,2025-05-27 12:58:00,221.10,177.63,43.47,0,0,AUTO,1
LN20250226000034,4,\N,2025-06-23 12:59:00,221.10,179.41,41.69,0,0,MANUAL,1
LN20250113000003,1,\N,2025-02-11 13:27:00,374.81,326.11,48.70,0,0,MANUAL,1
LN20250113000003,2,\N,2025-03-13 20:00:00,374.81,329.91,44.90,0,0,MANUAL,1
LN20250113000003,3,\N,2025-04-09 12:45:00,374.81,333.76,41.05,0,0,AUTO,1
LN20250113000003,4,\N,2025-05-10 10:08:00,374.81,337.66,37.15,0,0,AUTO,1
LN20250113000003,5,\N,2025-06-10 11:16:00,374.81,341.59,33.21,0,0,MANUAL,1
LN20250225000031,1,\N,2025-03-26 20:46:00,346.65,221.65,125.00,0,0,MANUAL,1
LN20250225000031,2,\N,2025-04-21 09:00:00,346.65,224.42,122.23,0,0,MANUAL,1
LN20250225000031,3,\N,2025-05-26 13:16:00,346.65,227.23,119.42,0,0,MANUAL,1
LN20250225000031,4,\N,2025-06-20 12:34:00,346.65,230.07,116.58,0,0,MANUAL,1
LN20250504000021,1,\N,2025-06-03 13:23:00,64.28,48.45,15.83,0,0,MANUAL,1
LN20250521000024,1,\N,2025-06-16 13:12:00,89.79,78.12,11.67,0,0,MANUAL,1
LN20250514000020,1,\N,2025-06-11 18:37:00,581.59,413.24,168.35,0,0,AUTO,1
LN20250418000021,1,\N,2025-05-18 14:30:00,792.08,506.46,285.62,0,0,AUTO,1
LN20250418000021,2,\N,2025-06-17 13:18:00,792.08,512.79,279.29,0,0,AUTO,1
LN20250406000017,1,\N,2025-05-05 10:40:00,737.25,610.59,126.67,0,0,AUTO,1
LN20250406000017,2,\N,2025-06-02 14:00:00,737.25,620.25,117.00,0,0,AUTO,1
LN20250308000041,1,\N,2025-04-05 13:34:00,4858.66,4122.73,735.94,0,0,AUTO,1
LN20250308000041,2,\N,2025-05-04 15:32:00,4858.66,4160.52,698.14,0,0,MANUAL,1
LN20250308000041,3,\N,2025-06-06 12:48:00,4858.66,4198.66,660.01,0,0,AUTO,1
LN20250226000035,1,\N,2025-03-27 12:20:00,998.48,698.48,300.00,0,0,AUTO,1
LN20250226000035,2,\N,2025-04-26 13:51:00,998.48,708.96,289.52,0,0,MANUAL,1
LN20250226000035,3,\N,2025-05-26 14:16:00,998.48,719.59,278.89,0,0,MANUAL,1
LN20250226000035,4,\N,2025-06-22 13:34:00,998.48,730.39,268.09,0,0,AUTO,1
LN20250126000011,1,\N,2025-02-24 13:17:00,323.53,295.88,27.65,0,0,MANUAL,1
LN20250126000011,2,\N,2025-03-27 12:18:00,323.53,300.32,23.21,0,0,AUTO,1
LN20250126000011,3,\N,2025-04-26 20:31:00,323.53,304.82,18.71,0,0,AUTO,1
LN20250126000011,4,\N,2025-05-26 17:12:00,323.53,309.40,14.13,0,0,AUTO,1
LN20250126000011,5,\N,2025-06-22 11:15:00,323.53,314.04,9.49,0,0,MANUAL,1
LN20250214000043,1,\N,2025-03-15 10:59:00,1396.71,1134.21,262.50,0,0,AUTO,1
LN20250214000043,2,\N,2025-04-13 13:40:00,1396.71,1154.06,242.65,0,0,AUTO,1
LN20250214000043,3,\N,2025-05-13 18:56:00,1396.71,1174.25,222.46,0,0,AUTO,1
LN20250214000043,4,\N,2025-06-11 09:26:00,1396.71,1194.80,201.91,0,0,MANUAL,1
LN20250320000032,1,\N,2025-04-14 13:18:00,12223.91,11893.83,330.09,0,0,AUTO,1
LN20250320000032,2,\N,2025-05-19 16:49:00,12223.91,12002.85,221.06,0,0,MANUAL,1
LN20250320000032,3,\N,2025-06-18 14:48:00,12223.91,12112.88,111.03,0,0,MANUAL,1
LN20250406000018,1,\N,2025-05-06 12:22:00,691.26,654.59,36.67,0,0,AUTO,1
LN20250406000018,2,\N,2025-05-31 20:12:00,691.26,666.59,24.67,0,0,AUTO,1
LN20250228000039,1,\N,2025-03-28 20:41:00,1293.58,877.67,415.92,0,0,MANUAL,1
LN20250228000039,2,\N,2025-04-26 12:10:00,1293.58,887.18,406.41,0,0,AUTO,1
LN20250228000039,3,\N,2025-05-27 15:37:00,1293.58,896.79,396.80,0,0,AUTO,1
LN20250228000039,4,\N,2025-06-23 11:30:00,1293.58,906.50,387.08,0,0,AUTO,1
LN20250306000044,1,\N,2025-04-03 15:10:00,690.13,655.13,35.00,0,0,MANUAL,1
LN20250306000044,2,\N,2025-05-20 19:44:00,703.93,666.60,23.54,0,13.80,COLLECTION,1
LN20250306000044,3,\N,2025-06-01 18:59:00,690.13,678.27,11.87,0,0,AUTO,1
LN20250324000027,1,\N,2025-04-23 14:35:00,1228.95,1012.29,216.67,0,0,MANUAL,1
LN20250324000027,2,\N,2025-05-22 15:08:00,1228.95,1023.25,205.70,0,0,AUTO,1
LN20250324000027,3,\N,2025-06-22 18:28:00,1228.95,1034.34,194.62,0,0,MANUAL,1
LN20250226000036,1,\N,2025-03-28 11:22:00,342.08,172.70,169.38,0,0,AUTO,1
LN20250226000036,2,\N,2025-04-23 20:52:00,342.08,176.01,166.07,0,0,AUTO,1
LN20250226000036,3,\N,2025-05-27 15:28:00,342.08,179.39,162.69,0,0,MANUAL,1
LN20250226000036,4,\N,2025-06-25 20:21:00,342.08,182.83,159.26,0,0,AUTO,1
LN20250512000023,1,\N,2025-06-07 20:17:00,341.14,329.47,11.67,0,0,AUTO,1
LN20250524000026,1,\N,2025-06-23 13:43:00,92.29,75.62,16.67,0,0,AUTO,1
LN20250324000028,1,\N,2025-04-20 16:34:00,175.03,160.86,14.17,0,0,AUTO,1
LN20250324000028,2,\N,2025-05-23 19:14:00,175.03,163.14,11.89,0,0,MANUAL,1
LN20250324000028,3,\N,2025-06-20 19:14:00,175.03,165.45,9.58,0,0,MANUAL,1
LN20250312000045,1,\N,2025-04-06 15:20:00,560.74,318.53,242.21,0,0,AUTO,1
LN20250312000045,2,\N,2025-05-08 15:53:00,560.74,323.58,237.16,0,0,MANUAL,1
LN20250312000045,3,\N,2025-06-06 17:16:00,560.74,328.70,232.04,0,0,MANUAL,1
LN20250302000028,1,\N,2025-04-01 10:41:00,68.36,45.02,23.33,0,0,MANUAL,1
LN20250302000028,2,\N,2025-04-29 20:39:00,68.36,45.55,22.81,0,0,AUTO,1
LN20250302000028,3,\N,2025-05-28 18:22:00,68.36,46.08,22.28,0,0,MANUAL,1
LN20250302000028,4,\N,2025-06-28 19:19:00,68.36,46.62,21.74,0,0,MANUAL,1
LN20250310000040,1,\N,2025-04-09 17:32:00,1439.07,1290.45,148.62,0,0,AUTO,1
LN20250310000040,2,\N,2025-05-04 15:43:00,1439.07,1314.11,124.96,0,0,AUTO,1
